Genome	BAr1A.filtered Trimmed Mean	BAr1A.filtered.filtered Trimmed Mean	BAr1B.filtered Trimmed Mean	BAr1B.filtered.filtered Trimmed Mean	BAr1C.filtered Trimmed Mean	BAr1C.filtered.filtered Trimmed Mean	BAr2D.filtered Trimmed Mean	BAr2D.filtered.filtered Trimmed Mean	BAr2E.filtered Trimmed Mean	BAr2E.filtered.filtered Trimmed Mean	BAr2F.filtered Trimmed Mean	BAr2F.filtered.filtered Trimmed Mean	BAr3G.filtered Trimmed Mean	BAr3G.filtered.filtered Trimmed Mean	BAr3H.filtered Trimmed Mean	BAr3H.filtered.filtered Trimmed Mean	BAr3I.filtered Trimmed Mean	BOr1A.filtered Trimmed Mean	BOr1B.filtered Trimmed Mean	BOr1C.filtered Trimmed Mean	BOr2D.filtered Trimmed Mean	BOr2E.filtered Trimmed Mean	BOr2F.filtered Trimmed Mean	BOr3G.filtered Trimmed Mean	BOr3H.filtered Trimmed Mean	BOr3I.filtered Trimmed Mean	CRr1A.filtered Trimmed Mean	CRr1B.filtered Trimmed Mean	CRr1C.filtered Trimmed Mean	CRr2D.filtered Trimmed Mean	CRr2E.filtered Trimmed Mean	CRr2F.filtered Trimmed Mean	CRr3G.filtered Trimmed Mean	CRr3H.filtered Trimmed Mean	CRr3I.filtered Trimmed Mean	LABRr1A.filtered Trimmed Mean	LABRr1B.filtered Trimmed Mean	LABRr1C.filtered Trimmed Mean	LASAr3G.filtered Trimmed Mean	LASAr3H.filtered Trimmed Mean	LASAr3I.filtered Trimmed Mean	LASCr2D.filtered Trimmed Mean	LASCr2E.filtered Trimmed Mean	LASCr2F.filtered Trimmed Mean	LASYr2D.filtered Trimmed Mean	LASYr2E.filtered Trimmed Mean	LASYr2F.filtered Trimmed Mean	LAWAr2D.filtered Trimmed Mean	LAWAr2E.filtered Trimmed Mean	LAWAr2F.filtered Trimmed Mean	MGr1A.filtered Trimmed Mean	MGr1B.filtered Trimmed Mean	MGr1C.filtered Trimmed Mean	MGr2D.filtered Trimmed Mean	MGr2E.filtered Trimmed Mean	MGr2F.filtered Trimmed Mean	MGr3G.filtered Trimmed Mean	MGr3H.filtered Trimmed Mean	MGr3I.filtered Trimmed Mean	MHr1A.filtered Trimmed Mean	MHr1B.filtered Trimmed Mean	MHr1C.filtered Trimmed Mean	MHr2D.filtered Trimmed Mean	MHr2E.filtered Trimmed Mean	MHr2F.filtered Trimmed Mean	MHr3G.filtered Trimmed Mean	MHr3H.filtered Trimmed Mean	MHr3I.filtered Trimmed Mean	SEr2D.filtered Trimmed Mean	SEr2E.filtered Trimmed Mean	SEr2F.filtered Trimmed Mean	SEr3G.filtered Trimmed Mean	SEr3H.filtered Trimmed Mean	SEr3I.filtered Trimmed Mean
LABRr1A1B1C_vRhyme_unbinned_63	0	0	0	0	0.100799546	0.100799546	0	0	0	0	0	0	0	0	0	0	0	0.9245193	0	0	0.08671235	0.14220445	0	0	0	0	0	3.6199315	3.4794402	0	0	0	0.12935466	0.224348	0.03550352	7.3307633	6.113554	0.6797068	0.07081667	0.04368932	0	0.013992005	0.1267847	0.08242909	0	0	0	0	0.0036169807	5.1449647	9.875024	0.6577194	0.3576052	6.03379	0.048543688	0.032838378	0	0.46687606	0	0	3.1257377	1.2285361	0	0	0	0	0	0	0	0	0	0	0.06786598	1.9197601
CRr2D2E2F_vRhyme_unbinned_33	10.085248	10.085248	26.79803	26.79803	15.717557	15.717557	3.8766408	3.8766408	13.779758	13.779758	21.319809	21.319809	5.397673	5.397673	4.915722	4.915722	7.0393796	4.5431085	4.85807	3.8572495	5.1282816	4.2163634	5.9756117	3.9907517	4.9020734	4.827267	2.105907	1.987843	0.73329353	9.54199	8.88477	2.7742393	1.561978	0.8842482	0.78893197	9.554967	10.831891	7.9803104	2.52409	2.1778789	3.4495823	1.2202417	3.732697	0.70204353	2.9245226	1.6306683	2.400358	1.3506116	2.2891557	3.7151701	0.65438545	3.1365602	5.045719	0.83427805	5.266483	3.894466	9.954132	4.843228	1.2810262	2.4460769	2.030877	0.5171539	6.663037	15.645734	9.447046	3.7153938	5.3571	0.9797136	3.0842035	0.95666766	1.3604565	0.6508055	0.06153043	13.636411
SEr2D2E2F_vRhyme_unbinned_10	13.684682	13.684682	9.523042	9.523042	5.3111157	5.3111157	0	0	1.0190862	1.0190862	2.2299743	2.2299743	0	0	0	0	0	4.125346	0.03406843	0.10695214	0.14645965	0.41035405	0.036787976	0.08811314	0.0025712026	0	1.3418216	0.20406447	0.30978045	11.145323	19.077532	5.5338707	0.3660008	0.805182	0.7569225	3.3488925	2.8905756	19.986698	3.526503	3.9204412	3.944818	4.381131	16.964052	13.004648	0.18957675	3.475277	1.4037777	7.716179	27.120153	15.808643	0.00064280065	0.7402591	0.2298754	0.6544205	0.62356603	0.5031151	1.2474288	0.43433544	0.52487147	0.6281151	0.165447	0.4121341	0.43552214	2.1382515	1.6802808	4.087965	10.28476	0.5146361	11.498714	1.1582773	0.496341	0	0	29.337667
SEr2D2E2F_vRhyme_unbinned_92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012186287	12.728874	1.9666494	0	0	0
BOr1A1B1C_vRhyme_unbinned_7	0.08119726	0.08119726	0.028180227	0.028180227	0	0	0	0	0	0	0	0	0	0	0	0	0	18.22966	5.7156506	12.356551	12.623149	2.87295	4.5658336	6.0831876	7.9422865	1.663509	0	0	0	0	0	0	0	0	0	0	0	0	1.8408693	0.59664065	10.757443	0	5.644404	0	54.89126	5.872791	2.2803693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73809904	0	0	0	0	19.323277	1.7416812	3.2574432	0	0	0
MHr3G3H3I_vRhyme_bin_4	0	0	0.06475996	0.06475996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009976166	0	0	18.676167	17.661764	10.502452	0.7547838	0.8520599	0.50599253	2.020395	0.2836568	0.41610488	0.1362615	1.7928499	0.014061968	25.275791	5.2383723	39.18131	0	0.12458291	0.13602315	0.005686074	0.28021792	0.30384746	0.20844398	0.70200884	3.0313926	0	0	0	26.290943	8.755874	10.902145	0.47235274	15.279571	0	0	0	0	0	0	16.42918
LASYr2D2E2F_vRhyme_unbinned_22	0.94811976	0.94811976	4.363055	4.363055	0.9851923	0.9851923	0	0	1.3231064	1.3231064	2.8818579	2.8818579	0	0	0.07148184	0.07148184	0.06754021	0.28422287	0.44625545	0.58857995	0.13785022	0	0.19814637	0.5818685	0.78001493	0.07808672	3.3506978	6.27325	2.2384148	3.831895	2.6734846	4.5730267	3.483328	6.811974	14.781612	0.52210504	0.17907745	0	4.2072015	3.6120167	1.5280707	0.2421434	1.202088	0.17992969	1.0796846	0.919037	4.3403645	0.33120272	0.73612446	0.4541387	1.5291361	6.157026	5.8980503	0.62863535	2.4496644	3.6694365	5.85938	5.181634	0.4319804	3.1538298	6.194418	3.075317	0.0057526366	0.19654842	0.18493661	0.94321936	1.2694151	15.7449665	1.7670182	0.057845958	0.24129115	0	0.002450197	0.20890594
MGr3G3H3I_vRhyme_unbinned_93	0.057797946	0.057797946	0.25634903	0.25634903	0.031446543	0.031446543	0	0	0	0	0	0	0	0	0	0	0	0.36621287	1.2702811	1.8391051	1.0868561	1.3646207	1.7282859	0	0.031764988	0.060584348	1.4416846	2.94674	2.2540402	1.5739193	2.2757742	1.2249821	3.5211368	4.8347263	4.1733937	0.64986867	0.6075949	0.33022848	1.7317092	0.15078418	0.3982167	1.5172359	0.5768649	1.014967	0	0	0.29352757	1.0418756	0.25085583	1.0177534	1.6781307	5.2875566	2.644057	0.6727967	0.5977231	0.6384046	13.759175	2.7191308	8.34225	1.2967917	2.2807102	1.6563967	0.16598997	0.21948889	0.25404027	0.2707587	0.08876682	4.7391133	0.8898973	1.4243293	0.27935675	1.265982	1.4399332	6.628055
MHr2D2E2F_vRhyme_unbinned_70	0.008317112	0.008317112	0	0	0.17952575	0.17952575	0.048221555	0.048221555	0.053353388	0.053353388	0.024685897	0.024685897	0.16528048	0.16528048	0.23252521	0.23252521	0.15121217	0	0.0005308795	0.2717218	0.43240136	0.071403295	0.115377806	0.13289683	0.16554593	0.09688551	0.038488764	0	0.07175721	0	0	0.013979826	0	0.046628915	0.009555831	0.061493542	0.06352858	0.4466466	0.04132012	1.9566449	3.1737745	0.046982836	0.014864625	0	0.9419572	0.26234296	0.22235003	0.16041408	0.33498496	0.3493187	0	0	0	0	0.0067244736	0.2978234	0.011679349	0	0	0.001061759	0	0.014245266	6.1506815	8.336312	4.8293223	0.03264909	0.11953636	0.05353035	0.030171651	0	0	0	0	1.1451955
SEr3G3H3I_vRhyme_unbinned_145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19374448	0	6.8024807	5.8890085	34.212276
LASAr3G3H3I_vRhyme_unbinned_25	0.01561166	0.01561166	0.15672643	0.15672643	0.04829857	0.04829857	0	0	0.41376996	0.41376996	2.2927186	2.2927186	0	0	0	0	0.29527992	0.66861814	3.097756	2.146969	3.0265887	1.284303	2.9778023	2.4290767	3.2249055	1.5188438	0.048420537	0.10964752	0.014940847	0.06470301	0.06086108	0.08647396	0.26863033	0.06549579	0.27930236	0	0	0	10.390048	5.496463	4.9990244	0	2.3283937	0.19093792	1.4845103	1.485669	5.118429	0.1622149	0.38657153	0.15331139	0.025125016	0.19636542	0.047566775	0.0057324064	0.04561532	0.008659593	0.082571045	0.056531284	0	0	0.06671546	0.062202707	0	0.058421757	0.022075864	0.22331992	0.3435785	0.2882059	0.7860715	0.052201487	1.9190755	1.0709842	1.3393706	0.4438956
MGr1A1B1C_vRhyme_unbinned_79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.88858	7.445056	0.27886254	0	0	0	0	0	0	0	0	0	0	0	0	21.536043	0.07134748	0.055397887	53.823647	2.2978203	1.637473	0	1.1123283	0.26887274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3307413
MGr2D2E2F_vRhyme_bin_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3740493	0	0	12.513318	0	0	0	0	0.008908821	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03772613	0.49983335
LABRr1A1B1C_vRhyme_unbinned_70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00032897442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.232092	8.976479	4.5998025	0	0.020560902	1.7081175	0	0.041615263	0	0	0	0	0.3014228	3.3795543	0.13545522	0	0	0	0	0	0	0	0	0	0	0	0	0.100912906	1.9214574	5.0736904	0.14836746	0	0	0	0	0	0	0	8.865614
SEr3G3H3I_vRhyme_unbinned_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7503609	0.31666324	0	2.7211797	1.5330997	11.3312025
CRr1A1B1C_vRhyme_unbinned_49	0	0	0	0	0	0	0.053873964	0.053873964	0	0	0	0	0	0	0.004111434	0.004111434	0	0	0	0	0	0	0	0	0	0	32.279507	0	0	0	0	0	0.06890196	1.8884951	1.0002836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0056709433	0	0	0	0	0	3.550436	0	5.015028	0	0	0	0	0	0	0	0.55844617	0	0	0	0	0	0
BAr2D2E2F_vRhyme_unbinned_53	1.2278792	1.2278792	0	0	1.6832451	1.6832451	0	0	9.416029	9.416029	2.9457524	2.9457524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16764763	0.018442221	0	0	0.046890326	0.11987443	0.056798115	0.09181872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06513636	0	2.8458898	0	0	0	0	0	0.07553463	0	0	0	0	0	0
LASCr2D2E2F_vRhyme_unbinned_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24483831	0.07209503	0.66335666	0	0	0	0.46067375	0.21197587	0.62461126	0.39056468	0.33128488	0	0	0	0	6.194102	2.487241	2.888785	0	0	0	0.07977667	0	0.7006782	0.36856896	1.8009517	2.0079439	0	0	0	0	0.020646757	0	0.4532544	0.031176228	0.3224791	0.43639225	0	0	0	0	0.41716942	0	0	0	0	0	0.081987485
CRr1A1B1C_vRhyme_unbinned_67	4.746157	4.746157	3.636188	3.636188	11.138077	11.138077	1.0092226	1.0092226	2.1013615	2.1013615	0.05946421	0.05946421	0.2035134	0.2035134	1.3842776	1.3842776	0.6603426	0.76205534	0.17874396	0.724989	1.2883619	0.9083004	0.41326305	0.23513395	0.09881423	0	6.4681597	0.67896354	3.4391744	0.25111988	2.9485288	1.030303	0.26719368	1.0928415	1.3227053	0.0077294684	0	0.036539305	0	0	0	0	0.049363196	0	0.016512956	0.3135705	0	0.16267018	0.28757137	0.11462451	0.068862535	0.21440493	0.20412824	0.006938955	0	0	0.22529644	0.8166886	0.01045235	3.8675451	1.3077734	1.3761089	0	0	0	0	0	0.96161616	0	0	3.5645146	0.007905139	0.00043917436	0.24400526
CRr2D2E2F_vRhyme_unbinned_68	0.07149296	0.07149296	1.7042507	1.7042507	0.25199363	0.25199363	1.3742459	1.3742459	3.3026142	3.3026142	0.17169406	0.17169406	1.1669787	1.1669787	1.254074	1.254074	0.8410651	0.49871716	0.34831148	0.5249289	0.41356355	0.44400528	0.20588031	0.75036407	0.9065252	1.4684834	0.030996464	0.21468692	0.04708411	10.474793	1.2180154	0.84917825	20.628458	0.7812912	0.8366965	0.14693849	0.115179256	0.14388739	0.7726926	0.9203939	0.8847514	0.19478539	1.0535331	0.45114765	0.4426184	0.30296096	1.7803897	0.6974551	1.3985854	0	0.0073503917	1.7661049	0.55252755	1.6722835	3.6126482	8.890229	6.387421	9.382498	6.070661	0.04493447	0.19339852	0.17294224	0.8158935	0.2178767	0.3770196	0.090631716	0.14756258	0.55890715	0.34220928	12.651065	2.2931836	0	0	0.47916234
SEr3G3H3I_vRhyme_unbinned_79	2.0404592	2.0404592	0.039188936	0.039188936	0.5417294	0.5417294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002258186	0	0	0.19909672	0.024181407	0.48226383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060594656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028838916	0	0	0	30.277334
MGr3G3H3I_vRhyme_unbinned_34	0	0	0	0	0.06891293	0.06891293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9404545	3.2752886	3.3088374	0.13862465	0	0	1.4257498	2.2101517	1.6894925	3.1988237	2.7763417	0.82230777	0	0	0	0.07857091	0.5642292	0.6194902	0	0	0	2.1381164	0.32815337	1.6316898	1.4664875	1.0880836	0.9636192	4.877641	3.9446664	3.8900588	1.2418125	8.111829	1.6228306	5.1548905	2.903493	1.790647	0	0	0	4.225619	5.089899	1.0326047	0	0	0	0	0	1.6438167
MHr1A1B1C_vRhyme_unbinned_32	0.81311315	0.81311315	0.1792967	0.1792967	0.8019702	0.8019702	0.124671966	0.124671966	0.4256934	0.4256934	0.9299124	0.9299124	0.22136542	0.22136542	0.043804757	0.043804757	0.01853123	0	0	0.016795188	0	0	0	0	0	0	5.4746256	0.9462635	3.4457185	0	0.020993985	0.035568655	0.022043684	3.509629	3.0652833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49961644	0	6.798256	1.6570714	3.0731156	0	0	0	0	0	1.5112842	0	0	0	0	0	0
BAr3G3H3I_vRhyme_unbinned_45	0	0	0	0	0	0	0	0	0	0	0	0	4.1304474	4.1304474	3.4739008	3.4739008	3.851141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAr3G3H3I_vRhyme_unbinned_38	0	0	0	0	0	0	0	0	0	0	0	0	11.017516	11.017516	3.3250086	3.3250086	1.3147049	0.0040724203	0.13105343	0	0	0	0	0	0	0.025955547	0	0	0	0	0	0	0	0	0	0.41102007	0.6762671	1.345616	0.6393209	0.4059173	1.2910554	0.39433786	2.768608	0.8385751	1.0384182	0.5326039	0.07408861	0.25150877	0.08179186	0.5695501	0.2858054	0.2688288	0.20558363	0	0	0	0	0	0	0	0	0	0.16142486	1.2840881	0.9005937	2.4871695	3.2959619	0	0	0	0.0793386	0	0	2.5412395
MGr2D2E2F_vRhyme_unbinned_65	0	0	0	0	0.0077341734	0.0077341734	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018285114	0	0	0	0	0	0	1.2380407	0.48935357	0.4659601	0.6976511	0.47894585	1.6837583	0.24319679	0.3118495	0.21894395	0	0	0	0.2769025	0.56731594	0.3029218	0	0	0.017473504	0.3497565	0.09643846	0.0489831	0	0	0	0.28081733	0.3995512	0.8336198	2.4459085	4.0498424	4.1363983	3.5658836	7.516614	4.779624	1.0529934	0.42461568	0.3257424	0	0	0	0.62871194	1.523871	0.27685478	0.21927814	0.36780292	0.14379834	1.3056431	0.3401604	1.555094
LAWAr2D2E2F_vRhyme_bin_21	0.008908997	0.008908997	1.7151453	1.7151453	2.3380754	2.3380754	0	0	0	0	0.030738374	0.030738374	0	0	0	0	0	4.126685	1.5628994	12.340827	8.310555	4.3407807	2.1873221	0.17118336	0.37137926	1.5734409	0	0.1039694	0.021456225	0.66117823	0.16022202	0.37263864	0	0	0	0.49643174	0.68641263	1.3808479	0.39246234	0.27566585	0.6683614	8.319371	11.67755	16.369513	0.18102524	1.3141005	0.2859275	1.1736089	3.177247	3.8084798	0	0	0	0.12827091	0.22827557	0.04048696	0.40155792	0.00517748	0	0	0.015205933	0	0.07738234	0.03293064	0.057185505	15.658193	1.1989365	0	0.7476095	1.3296796	0.115770325	0	0	2.395121
SEr3G3H3I_vRhyme_unbinned_126	0.27728996	0.27728996	0.20524846	0.20524846	0.48662943	0.48662943	0	0	0.18808621	0.18808621	0.027040511	0.027040511	0	0	0	0	0	0.33206946	0	0	0.012572341	0.025543803	0	0	0	0	0.028437437	0.07603273	0.7807823	0.38894433	0.85611653	1.0566753	0.40211535	0.12492517	0.3942327	0.23917381	0.05378168	0.01237278	0.056575533	0	0.05537817	0.45320296	0.6403911	0.5659549	0	0	0.14547995	0.25264418	0	1.118639	0.08032329	0.06146478	0.54210734	0.035022948	0.041708242	0.043604072	0.03282778	0.22560367	0.36070645	0.09119936	0.24057074	0.603173	0.22540411	0	0.052883655	0.34224707	1.7916584	0.4912193	0.644083	1.3884454	0.038415484	1.575933	3.7483537	13.059669
BAr2D2E2F_vRhyme_unbinned_16	4.7065015	4.7065015	0.50494057	0.50494057	4.614707	4.614707	0	0	14.915795	14.915795	7.9562507	7.9562507	0	0	0	0	0	0.52062154	0.053701848	0.68201345	0.9997136	1.1508664	0.18201347	0	0.018974653	0.04625519	0	0	0	0.029142203	0	0	0	0.026779322	0.016898181	0.30173278	0.43584418	0.2443076	5.0968065	2.678863	0.08069598	0	0	0.062365744	0.44586855	0	0	0.038665332	0	0.33252183	0.0033653157	0.18852928	0.15358728	0	0	0	1.8731921	0.1482171	0.01510812	0	0	0	0	0	0	0	0	0.033366747	4.4874697	0.6924674	0.099670626	0.12573393	0.30266362	2.1957612
BAr3G3H3I_vRhyme_unbinned_29	0	0	0	0	0.032635406	0.032635406	4.5316033	4.5316033	0.32615748	0.32615748	0.03209476	0.03209476	6.4302564	6.4302564	5.854615	5.854615	6.036715	0	0.0133195715	0.02545955	0	0	0	0.18858744	0.20524919	0.61948293	0.13943772	0.31573772	2.646761	0	0	0	0	1.0971689	0.14012583	0	0	0	0	0	0	0	0.122382775	0	0	0	0	0	0	0	0.024624005	0	0	0.058340706	0	0.027671287	0	0	0	0.2133589	0.47793177	1.2805957	0	0	0	0.3578099	0.45684657	0.20215276	0.0085029	0	0.31485304	0	0	0
SEr2D2E2F_vRhyme_unbinned_118	0.23744515	0.23744515	0.0034129692	0.0034129692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031273942	0	0	0	0	0	0.015950408	0.059483178	0.013860835	0.34025213	0.20220102	3.4629798	0.04520443	0	0.03601031	0.103364214	0.09507557	0.09946368	0.10782197	0.25506723	0.124608204	0.313227	0.564324	0.7694504	0.33175454	0.007243853	0.25005224	0.08400083	0.03893571	0.15003134	0.020199206	0.029950546	0.0041094935	0	0.21961412	0.1858327	0.15372293	0.1499617	0.17413108	0	0	0	0	0.01887581	0	0.25262937	0.054886118	0.112558335	12.4140835	0.43971583	0	0.3761928	0.8735112	10.976945
SEr2D2E2F_vRhyme_unbinned_153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028083896	0	0	0.018942663	0.04636636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07698949	0	0.03778376	0	0	0	0.114417754	0.16256158	0.045858514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4601088	6.2359962	1.2022752	2.7921386	5.2926717	0.5230816
BAr1A1B1C_vRhyme_bin_13	1.8260678	1.8260678	1.7006265	1.7006265	6.5588818	6.5588818	1.1871911	1.1871911	0.06333833	0.06333833	0.21492234	0.21492234	0	0	0	0	0	2.1026518	0.6204333	0.5153327	1.324325	3.1441274	0.9522812	0.01634751	0.0150017645	0.015597424	0.86862427	0.634332	2.6262355	0.2813934	1.0185316	0.2523385	0.57317775	0.34124604	0.2816802	0.26094246	0.3096541	0.025547123	0.32207465	1.5327833	0.25774357	5.8116617	4.125419	4.7961082	0.12074215	1.1524223	0.64549506	3.7611852	1.248191	2.9602013	0.0075891283	0.18800741	0.089922346	0.014913519	0.013148606	0.017229969	0.032319978	0.090495944	0	0.60073245	0.65504766	1.5792226	0	0	0.011979351	0.3462981	0.4352718	0.25306654	1.4277047	0.19462584	4.3465185	0.8182139	1.0345261	13.935889
CRr2D2E2F_vRhyme_unbinned_27	0.21917348	0.21917348	0.012431404	0.012431404	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0917236	0.81487286	0.1689999	0.2812185	0.25982752	0.458618	0.28233844	0.7146377	0.04244596	0.013663344	0.17795946	0.057789225	4.4301715	2.3892934	1.1108747	0.020047037	0.20450218	0.1500728	0	0	0	0.03897413	0.63243365	0	0.35580692	0.63422555	0.21906148	0.0687647	0.04412588	0.32008064	0.7735469	0.3704782	3.4208758	0.23160489	2.6605444	1.0705566	1.2466122	3.3979168	3.1130025	2.294546	0.5641169	0.5328704	0.09676336	0.26565126	0.100795165	0	0	0	0	0.32825625	0.34729534	2.6602082	0.41270018	0.09329152	0.021950947	0	0.05308545
MHr2D2E2F_vRhyme_unbinned_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3273526	0.8998415	10.843133	0	0	0	0	0	0	0	0	0
SEr2D2E2F_vRhyme_unbinned_112	2.1082761	2.1082761	0.23842196	0.23842196	0.9745926	0.9745926	0.2784091	0.2784091	1.8250428	1.8250428	0.04556175	0.04556175	0	0	0.039987136	0.039987136	0	0.041273586	0.10634648	0.20958404	0.15051457	0.1586621	0.004609777	0	0	0	0.35237992	1.7865566	3.9428601	0.4973199	0.4891724	1.268868	2.3525944	1.6350772	1.384434	1.140759	1.1179246	0.50107205	0.3228988	0.059498284	0.10130789	0.62435675	0.8568825	0.43857205	0.49796313	0.08758576	0.4268868	0.6259648	0.2003645	0.44950685	0.3963336	0.7269511	0.2787307	1.5242281	0.849807	0.5096484	0.52133363	1.0958405	1.6585549	0.6068825	1.296741	2.8643868	0.07590052	0.021548027	0	0.24174528	0.30617496	1.2662951	2.2834477	2.5390222	8.009434	2.8331904	1.8043525	3.9066253
SEr3G3H3I_vRhyme_unbinned_197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010607621	0	0	0	0	0.36035016	0.0022657055	0.0067971162	0	0	0	0.06786818	0.051905252	0	0	0	0.00061791966	0	0	0.0016477858	0	0.097837284	0.06210093	0	0.054891866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5244078	0.47291452	0.90587026	2.2605562	5.408754	6.654789
SEr2D2E2F_vRhyme_unbinned_165	0.74389744	0.74389744	0.004602614	0.004602614	0.19520013	0.19520013	0.033286758	0.033286758	0.67263913	0.67263913	0.012739377	0.012739377	0	0	0.0016437906	0.0016437906	0	0.55058765	0.14374949	0.339114	1.0692858	0.7553218	0.3986192	0.034108654	0.117284454	0.026218459	0.98142517	0.35103148	0.43930304	1.0203009	0.8398948	0.58749074	1.6288321	0.86997616	1.0544095	0	0	0	0.06624476	0.17136517	0.011342155	1.3917975	0.39286596	0.55576557	0.116462566	0	0.25725323	0	0	0	1.9390975	1.7313224	0.8079231	1.0647653	0.3830854	0.72072	1.7556505	1.4299334	0.46272704	1.0681351	0.35842854	0.3382921	0	0	0	0	0.009287417	1.5471357	17.57171	13.684885	4.530616	0.5375195	2.3406756	3.2821567
SEr3G3H3I_vRhyme_unbinned_234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.38744
SEr3G3H3I_vRhyme_unbinned_258	0	0	0	0	0.45956743	0.45956743	0	0	0	0	0	0	0	0	0	0	0	0.09711498	0	0	0	0	0	0	0	0	0	0	0.33510047	0	0	0	0	0	0	0.1464792	0.18005455	0.07813761	0	0	0	0.33805847	0.40002304	0.4535746	0	0	0	0.05439668	0	0.0832469	0	0	0.3817756	0	0	0	0	0	0	0	0	0.28665823	0.009603933	0	0	0.15504591	1.0698014	0	0	0	0	1.6736968	3.5644424	10.713802
CRr1A1B1C_vRhyme_unbinned_36	0.17209908	0.17209908	0.42478815	0.42478815	0.41093546	0.41093546	0	0	0	0	0	0	0	0	0	0	0	1.0995762	0.0013037809	0.28406128	1.841835	0.84297585	0.29612124	0	0	0.25382987	2.4699316	1.8354791	7.6562095	0.0428618	0.2011897	0.09061278	0.1035691	0.73060626	0.73671776	0	0	0	0	0	0.013282268	0.11057692	0.59264994	0.6621578	0	0.03683181	0	0	0.0061114733	0.21585724	0.037483703	0.1898631	0	0	0.0952575	0	0.1749511	0.5352021	0.027949804	2.5916722	2.3643253	4.267438	0	0	0	4.0676336	0.6641134	0.90865386	0	0	0	0	0.04921773	0.025668187
