Genome	BAr1A.filtered Trimmed Mean	BAr1B.filtered Trimmed Mean	BAr1C.filtered Trimmed Mean	BAr2D.filtered Trimmed Mean	BAr2E.filtered Trimmed Mean	BAr2F.filtered Trimmed Mean	BAr3G.filtered Trimmed Mean	BAr3H.filtered Trimmed Mean	BAr3I.filtered Trimmed Mean	BOr1A.filtered Trimmed Mean	BOr1B.filtered Trimmed Mean	BOr1C.filtered Trimmed Mean	BOr2D.filtered Trimmed Mean	BOr2E.filtered Trimmed Mean	BOr2F.filtered Trimmed Mean	BOr3G.filtered Trimmed Mean	BOr3H.filtered Trimmed Mean	BOr3I.filtered Trimmed Mean	CRr1A.filtered Trimmed Mean	CRr1B.filtered Trimmed Mean	CRr1C.filtered Trimmed Mean	CRr2D.filtered Trimmed Mean	CRr2E.filtered Trimmed Mean	CRr2F.filtered Trimmed Mean	CRr3G.filtered Trimmed Mean	CRr3H.filtered Trimmed Mean	CRr3I.filtered Trimmed Mean	LABRr1A.filtered Trimmed Mean	LABRr1B.filtered Trimmed Mean	LABRr1C.filtered Trimmed Mean	LASAr3G.filtered Trimmed Mean	LASAr3H.filtered Trimmed Mean	LASAr3I.filtered Trimmed Mean	LASCr2D.filtered Trimmed Mean	LASCr2E.filtered Trimmed Mean	LASCr2F.filtered Trimmed Mean	LASYr2D.filtered Trimmed Mean	LASYr2E.filtered Trimmed Mean	LASYr2F.filtered Trimmed Mean	LAWAr2D.filtered Trimmed Mean	LAWAr2E.filtered Trimmed Mean	LAWAr2F.filtered Trimmed Mean	MGr1A.filtered Trimmed Mean	MGr1B.filtered Trimmed Mean	MGr1C.filtered Trimmed Mean	MGr2D.filtered Trimmed Mean	MGr2E.filtered Trimmed Mean	MGr2F.filtered Trimmed Mean	MGr3G.filtered Trimmed Mean	MGr3H.filtered Trimmed Mean	MGr3I.filtered Trimmed Mean	MHr1A.filtered Trimmed Mean	MHr1B.filtered Trimmed Mean	MHr1C.filtered Trimmed Mean	MHr2D.filtered Trimmed Mean	MHr2E.filtered Trimmed Mean	MHr2F.filtered Trimmed Mean	MHr3G.filtered Trimmed Mean	MHr3H.filtered Trimmed Mean	MHr3I.filtered Trimmed Mean	SEr2D.filtered Trimmed Mean	SEr2E.filtered Trimmed Mean	SEr2F.filtered Trimmed Mean	SEr3G.filtered Trimmed Mean	SEr3H.filtered Trimmed Mean	SEr3I.filtered Trimmed Mean
SEr3G3H3I__bin_29	0.0709799	0.17851414	0.086883046	0	0.25218317	0.021280425	0	0	0	1.3485093	0.2909881	0.19509947	0.6203373	0.9489959	0.39214027	0	0	0.03169941	0.020339327	1.029813	0.49611768	0.026192192	0.14850461	0.1675676	0.27873692	0.108742684	0.081001274	0.17573243	0.1500652	0.06997449	0.26785403	0.15655087	0	0.7273999	0.51515174	0.51124734	0.010802314	0	0.2544474	0.17716308	0.13503395	1.4100627	0.40336326	0.3223841	0.04734073	0.06546651	0	0.06175605	0.15318021	0.08647666	0.015956745	0.0047870236	0.7125232	0.23851891	0	0	0	0	0.022912808	0.18582916	4.4819965	3.9575593	0.5290294	2.7213314	4.783713	26.286032
BAr3G3H3I__bin_6	0.3250427	0.08686811	1.6054592	1.5739194	1.023608	0.47398096	9.612322	6.998705	12.0007	0.22474201	1.4118834	1.9001436	0.15934235	0.06190492	0.527956	1.1309086	2.1916783	2.9469643	3.5783153	1.7471302	2.488015	0.042340413	0.033425383	0.21543762	1.2884468	4.4291086	3.5086658	0.088898666	0.098739654	0.08172725	0.27263293	0.10403789	0.1483902	0.007819913	0.7972254	0.019364264	0.06312829	0.10865491	0.10068154	0.03428394	0.06124497	0	0.23236659	0.3625279	0.87013054	0.3247358	0.015101921	0.23460852	0.3870268	0.7024009	0.10279717	2.657736	2.457216	2.0458713	0.14012106	0.116815105	0.06125642	0.38634753	0.1263711	1.8831097	0.794886	0.07851062	0.47571018	0.1298976	0.24206622	0.3702863
BOr2D2E2F__bin_33	10.947704	4.2231574	8.440565	0.022915691	0.278181	0.93456084	0.031380866	0.009275803	0.021127094	8.172387	6.157942	1.9150108	13.196908	32.284843	11.198352	1.2152433	1.1094286	0.53649914	0.96804637	1.8125197	5.0198174	4.881098	8.2583	1.9572438	3.515087	1.5946647	0.6446503	1.2467084	1.1357545	1.0276866	1.6190963	8.382461	1.9597939	29.566425	15.458729	18.375391	0.8406959	1.5658021	2.9151385	21.831192	8.327269	18.460184	0.109936945	0.8713569	0.39842898	0.24203993	0.59307325	0.3651415	0.8137287	0.9462925	0.37132862	0.8610589	1.5686713	4.0604153	0.17233048	0.42324242	0.4763478	2.6604125	0.8237239	0.59818023	8.317018	1.943639	26.27514	5.0129404	6.183876	79.97171
BOr2D2E2F__bin_11	0.21977407	0.5042256	0.18808246	0.68110234	0.08046753	0.28566137	0.9256391	1.136113	1.7689624	3.8653758	4.2176023	1.6608089	4.109913	4.0152197	8.863467	2.9799209	3.6602302	3.7842202	0	0	0	0	0	0	0	0	0	0	0	0	6.702777	2.9946876	2.8000643	0.2595741	2.9082015	0.6252221	1.8548199	2.622991	8.479819	0.22797468	1.2011392	4.384746	0	0	0.014522054	0	0.07857967	0.3486632	0.92143476	0	0	0	0	0	0	0.21775301	0	0.20329052	0.41387057	0	0	0	0	0	0	0.007440087
MGr3G3H3I__bin_48	0.18869305	0.45756426	0.29053497	0.021003867	0.11634377	0.19342805	0	0	0	0.02871304	0	0	0	0	0	0.00094111403	0	0	0.11316119	0.14903	0.23645943	0.82267994	0.9290928	0.2521865	0.41722226	0.20720464	0.17224944	0.22970885	0.19487986	0.31105405	0.27027482	0.16838886	0.3108864	0.20569329	0.44128054	0.24456343	0.016751377	0.035226725	0.051723406	0.62907904	0.38381627	0.5061375	0.35930848	0.3917947	0.26417148	1.360757	5.755757	11.249905	8.244805	13.8229885	6.978292	0.11310424	0.12873812	0.13852693	0.644367	0.32513192	0.31020224	0.14655165	0.8108128	0.2134879	0.038631953	0.044781234	0.18438068	0	0	0.740881
MGr1A1B1C__bin_68	0.36561722	1.3085936	1.1633841	0.095728725	0.145471	0.1922281	0.101062454	0.8814193	0.17498043	0.23458259	0.3044607	0.7211326	0.17223538	0.030436069	0.14679511	0.12000145	0.15962805	0.44448268	5.9004707	12.545	8.338672	9.788672	19.398783	5.9358244	8.474702	13.989854	37.263832	0.013388811	0.009775145	0.1737209	0.0056427363	0.11542829	0.2854523	0.1421199	0.2137722	0.172252	0.5377556	0.31579265	0.69102305	0.11914291	0.27922028	0.42590138	24.390038	46.02933	17.278708	4.430467	6.851328	6.131758	5.90247	2.935805	0.8926518	5.0297904	13.755082	10.787028	0.03528688	0.1221492	0.075100265	0.07652401	0.07910952	50.56105	7.3680105	1.7045014	1.6003577	0	0	0.48991418
MGr3G3H3I__bin_92	0	0	0	0	0	0	0	0	0	0	0	0	0.0020662502	0	0	0	0	0	0	0.40162864	0.18369736	0.0054895515	0.030950995	0	0.20677559	0.051075324	0.02646529	0.31561854	0.29617923	0.09948859	0	0	0	1.2183831	0.9019103	0.49456435	0	0	0	1.3746921	0.26872125	0.42054743	0.48136005	0.7240873	0.25265136	0.19025396	0.837864	0.60560834	2.124426	5.008734	2.3984916	0	0.28537953	0.10484895	0.025443783	0.0097949365	0.025085002	0	0.9378201	0.06345238	0	0	0	0	0	0.2656112
SEr3G3H3I__bin_13	0.10267518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9558449	0.5845353	6.11791	1.5307955	5.580113	10.349284
BAr2D2E2F__bin_94	0.46048316	0.2052787	1.599025	7.478678	2.4856703	1.3541851	1.0550382	2.1427622	2.3455029	0.15135773	0.572399	1.4882567	0.27682593	0.15817742	1.0206766	1.3987402	1.9270004	3.2465851	1.7961919	0.07323817	0.3055354	0	0.060719017	0.47310174	0	0.5612373	0.900719	0	0	0.14282973	0	0	0	0.045536388	0.7898259	0.21230629	0.046646245	1.3466414	0.004083607	0	0	0	0	0	0	0	0	0	0	0.106383935	0	2.1346312	0.15938626	0.22639845	0	0.002361998	0	0.038960226	0.050154854	0.55417997	0.7030717	0	0	0.03536029	0.014101635	0.5885589
MGr3G3H3I__bin_152	0.026981808	0	0.010218868	0.20013863	0.085272595	0.07655831	0.31705418	0.25577307	0.38283065	0	0	0.000028335697	0	0	0	0.002959033	0.0060472963	0.0467824	0.09628912	0.12642226	0.07540587	0.3637496	0.2884482	0.4572759	0.23574007	0.20077741	0.1280192	0	0	0.041599587	0	0	0	0	0.04071725	0.0065124603	0	0	0	0	0	0	1.0229679	0.5500691	1.3060901	1.1504235	0.9409789	2.3687272	1.121435	16.193958	0.7517886	0.07833821	0.12351661	0.12876461	0.003277605	0.0132617615	0	0	0	0.08711196	0.15949295	0.05138048	0.6696253	0	0	0.21071997
SEr2D2E2F__bin_128	0.012932772	0	0.11703286	0.05586946	0.032925427	0.039448954	0.15265071	0.24186455	0.15497379	1.9623064	3.7844312	2.9614751	8.051435	2.6045156	4.2668414	0.86066204	0.8405824	1.3007317	1.3928912	9.08918	4.7821646	2.2189453	2.3520505	2.8063703	1.5183966	1.8597704	1.7771432	0.44583467	0.22101633	0.045180287	5.125254	2.40558	1.429358	0.7911772	1.7283084	0.8172059	1.9377937	0.6500975	2.2418406	0.25924063	0.22767206	0.018319177	0.22217605	0.34660852	0.28782198	0.12745607	0.03335399	0.10611616	0.16258587	0.9673351	0.20365246	1.446849	10.099915	3.5722048	0.0020734721	0	0	0.099703535	0.22977488	1.3529198	4.298733	12.024835	10.420346	1.5394928	7.2888513	2.1830077
MGr3G3H3I__bin_115	0.29172415	16.983326	0.72835547	1.9360166	0.14672597	0.42878035	0	0	0	1.1062822	0	0	0	0	0	0	0	0	0	0.33198208	0	0	0.005520583	0.09536195	1.5573237	0.13648473	0.63085914	0.15752085	0.08065906	1.4058236	0	0	0	0	0	0	0	0	0	0	0	0	7.580826	0.20701772	0	106.30707	90.75706	47.324875	1.228953	17.435337	8.858356	0	0.44201955	0	0	0	0	0	0.0070714373	1.6297811	3.6520557	0.20949069	0.1412092	0	0	2.3810139
MGr2D2E2F__bin_76	0.063350946	0.028979262	0.055434972	0	0	0	0	0	0	0.6984933	0	0	0.020291083	0.05681625	0	0	0	0	0.0042185	2.8816228	1.7040079	0	0	0	0.19388829	0.10380042	0	11.416401	9.818508	1.1008707	0	0	0	0.08413668	0.15781921	0.05625546	0	0	0	0.01012018	0.0008014176	6.934051	16.49175	0.40089914	0.20657301	11.56547	0.11202845	0.2908586	0	0.9189245	0.013654534	0	2.3304815	0.9404224	0	0	0	0	0	0.0009690052	0	0	0	0.014921788	0.030990718	2.4424357
SEr3G3H3I__bin_85	0	0	0.06484907	0	0	0	0	0	0.003509065	0.0028625133	0.63353187	0.024884047	1.9458004	0.41815498	1.1070828	0.57081664	0.98276126	0.02885798	0	0	0	0	0	0	0	0	0	0.016412724	0.025432399	0.034945685	0	0	0.026590306	0.015478037	0.5886321	0.098110504	0	0	0.04218291	0	0	0.02434945	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046893343	0.12322176	0.10159151	0.3388506	0	4.8294435	0.54064536	0.58862036	16.290472	25.16184	36.721813
SEr3G3H3I__bin_28	0.019238586	0.020564862	0.0084957415	0.23317859	0.07866271	0.16719449	0.2518248	0.23816314	0.24192081	0.13772711	0.4076449	0.2937009	0	0	0	1.0364641	1.650451	0.5484524	0	0	0	0.027993988	0.019320203	0.03458621	0	0.010371618	0	0	0	0	0.14924268	0	0.15979564	0	0.56917256	0	0.18021965	0.045544285	0	0	0.10791024	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0305051	7.0452332	3.9547637	0	0.017495008	0	0.02101606	0	0	5.7393236	13.502686	2.9834726
SEr3G3H3I__bin_173	0.010769837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91208595	1.3658816	0.5293846	3.1953304	2.177904	17.862852
BAr3G3H3I__bin_76	0	0	0	0	0	0	3.968427	1.8809855	2.5289934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGr2D2E2F__bin_71	0	0	0	0	0	0	0	0	0	0	0	0.0036427064	0.14559492	0.16306514	0.041867543	0	0	0	0	0.20075148	0.055271294	0	0	0	0	0	0	2.300031	1.953184	0.09744715	0	0	0	0.30546787	0.084791645	0.061573353	0	0	0	0.31003478	0.5963818	0.7535813	15.244668	0.5746748	0.25815633	106.05171	2.22411	1.1101724	0.28214186	1.4776324	1.0496985	0	0.11746971	0.0400571	0	0	0	0	0.636731	0	0	0	0	0	0	0.21496755
CRr3G3H3I__bin_5	0.21905032	0.497453	0.17859554	0.009243832	0.012278575	0.4125041	0	0.03485688	0.05614719	1.1264938	1.9207368	1.832046	1.9386708	0.53495514	1.8169959	0.32312888	1.6322988	1.400656	1.9289846	1.4773737	1.3289182	2.6881528	4.0319343	2.5087001	0.48856238	8.635696	3.4767766	0.9546855	0.91198087	1.3213621	1.7538422	0.9165727	0.74730164	2.2458637	2.4311993	1.2208506	0.896984	2.3156748	3.9765134	0.30910677	0.8893939	0.4791772	0.0007078766	0.07757168	0.1553387	0.08096801	0.053536188	0.12513384	0.6934608	0.72036284	0.1367509	2.1133518	1.839367	1.3216295	0.11195352	0.48415577	0.39558068	3.7666147	0.32375956	2.1553473	1.0321157	0.45228037	0.4998065	0.03719583	0	2.4301398
LASAr3G3H3I__bin_142	3.3779922	0.5219463	0.4650519	0.1580583	1.2186861	0.08751532	0.73152864	1.9630506	0.44532073	0.056228153	0.018213488	0.15407895	0.03200011	0.0075571113	0.021577049	0.3179376	0.4910822	0.35559848	0	0	0	0.08702956	0.09719253	0.029717831	0.1998672	0	0	0.07404156	0.06329951	0.06643587	2.7252743	3.937319	11.607928	0.05185101	0.873056	0.20024815	13.488135	3.171248	1.6543717	3.2714245	1.7891023	1.3642884	0	0	0.012038672	0	0	0	0	0	0.020179454	0	0	0	0.575722	4.154387	4.4581556	2.7234743	9.164155	0	0	0	0	0	0	0.1759811
SEr3G3H3I__bin_119	2.345888	0.46604547	2.0573566	0	0	0	0	0	0	0.053858805	0	0	0.010467611	0.0005905779	0	0	0	0	0.58927184	0.57494056	0.689415	0.7467517	0.50527996	0.49051344	0.094820924	0.07336601	0.55176085	0.10840133	0.030724887	0.013714347	0	0.0035904497	0.04800413	0.6135173	0.978107	1.6326882	0.061131198	0	0.021055153	0.06883468	0	0.22120954	0.02411849	0.1406923	0.1638765	0.08266606	0.036360722	0	0	0.06912646	0	0.68437093	0.43994385	0.5763228	0	0.07787179	0	0.5362913	0.35414973	0.595408	0.12645662	0.067313105	0	0.27995822	0.016791288	16.601902
MGr2D2E2F__bin_111	0.012454002	0.64405376	0	0	0.026070043	0	0	0.052582562	0	0.091939636	0.39794415	0.55187786	0.87891954	1.1595724	0.84295	0	0	0	0.1365781	2.01257	1.6561015	1.0176464	3.7591162	0.8310344	6.918633	4.5975723	6.1983	0.2020516	0.11230712	0.12037984	0.08582464	1.9229901	0.08855619	1.9487411	1.1494906	0.6135021	0.7701776	0	0.48654613	0.34333357	0	0.6708253	1.8953701	2.3396075	1.5113728	7.9340963	7.368796	3.301058	0.5553331	2.619269	3.804489	0.11081402	1.6427053	1.0470853	0.003654123	0	0	0	1.1485045	11.884542	0.3613195	0.20260957	0.5113313	0.061633576	0.069089115	1.4123629
LAWAr2D2E2F__bin_62	6.701968	0.86955905	0.33036152	0	0	0.07435773	0	0	0	0.14473483	0.144468	0.04781643	0.19166988	0.1673211	0.09890125	0.021548357	0.006438583	0	0.0782262	0.12981029	0.29143092	1.5509338	6.4075246	0.19382279	0.40360922	0.18922855	0.23602556	2.3562064	1.8425016	1.880351	0.5411557	0.45697266	0.21818177	3.8598223	3.4049993	3.0113556	0.1352444	0.49226794	0.2802029	2.0380805	0.5627608	15.287939	0.66792107	1.4731874	1.3071989	0.68961763	1.1523412	0.7761474	0.27926862	0.5417957	0.79150695	0.074338764	0.1940199	0.23569445	1.0341463	0.4441977	0.4114989	3.075038	4.3245053	0.5641438	0.014265639	0.004719714	0	0.0055446387	0.06641873	4.1411676
CRr2D2E2F__bin_11	1.4732473	2.3130853	3.9874408	0.0059925606	0.00978544	0.31596354	0	0	0.02697897	0.7010329	0.24556711	0.43530524	0.8118177	0.4061009	0.57576865	0.14459056	0.17364474	0.06257197	1.419704	0.5784303	1.0733395	1.6908182	8.255786	3.1806839	0.076707385	0.28887174	0.20342585	0.24969585	0.27583367	0.43365523	0.30512494	0.17718427	0.6382362	0.29621398	0.76688474	0.4576285	0.5036118	2.3567002	0.5645113	0.15965568	0.6660748	0.22631001	0.038753297	0.06137406	0.05629012	0.21364231	0.04956159	0.15868501	0.12948589	0.37607485	0.08864694	1.4236546	0.73667526	0.6598723	0.028196555	0.4984841	0.57443285	2.6490703	0.14588805	0.18950926	0.2557123	0.09345765	0.21288165	0.06121968	0.081941694	1.4835207
SEr3G3H3I__bin_231	0	0	0	0	0	0	0	0	0	0.25939542	8.826461	3.2749422	0.5142983	0.5007237	1.0355937	0.5138132	0.71613723	2.1965613	0	0	0	0	0	0	0	0	0	0	0	0	1.3845083	0.9960753	0.2596173	0.0129683325	0.31638193	0.012859733	3.5613863	0.12522714	1.7438892	0	0	0.08977072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07136808	0.14598589	33.677326	54.336937	48.173523
SEr3G3H3I__bin_262	0	0	0	0	0	0	0	0	0	0.0037422364	0	0.068643354	0.021326913	0.06620978	0.016365493	0	0	0	0.003532914	0	0	0	0	0.015761495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5765328	1.0732708	0.42840776	0.40069252	0.7692948	0.26570678	0.41235384	0.70282614	0.71490777	0.003226121	0	0	0	0	0	0	0	0	1.3832868	0	0	8.896243	0.5660636	13.140327
SEr2D2E2F__bin_75	2.9776394	0.31138334	0.66197544	0.02707513	0.23402199	0.001901586	0	0	0	0	0	0	0	0	0	0	0	0	0.45170188	0.07016443	0.19845915	0.046756208	0.12924051	0.029125223	0.08409404	0.02690794	0.079931684	0.20662504	0.17157054	0.045116518	0.016148822	0	0.008188127	0.10949147	0.082074545	0.047454283	0	0	0	0.045340408	0	0.06701391	0.058304563	0.08760084	0.07284978	0.039155338	0.019425942	0.0126694	0.0072194547	0.110087104	0.044033166	0.15683751	0.051733576	0.1388045	0.010060398	0	0.009148745	0.014337436	0.073169984	0.063755475	8.7456255	1.5515623	0.047236193	0.22668302	0.28774476	1.4968464
SEr3G3H3I__bin_69	0.05298606	0	0.014800041	0	0.065637395	0	0	0	0	0	0	0	0	0.00028454504	0	0	0	0	0.025283804	0.012197694	0.019360162	0.015033524	0.016767435	0.007888077	0.0080075925	0.0049349507	0.013082781	0.01533731	0.003274303	0	0	0.0063724765	0	0.026726881	0.025467705	0.024957817	0.012100009	0	0	0.0020103161	0	0.049510095	0.026285078	0.009201276	0	0.04393649	0.015442396	0	0	0.04315982	0.006159345	0.0118602365	0.002162764	0.0020487981	0	0	0	0	0.013661861	0.03068054	0.17465107	0.123245366	0.01854612	1.6675274	0.9838975	36.003635
SEr2D2E2F__bin_57	0.32505086	2.9545941	1.1724093	0	0.6782443	0.44375807	0	0	0	0.22751416	0	0	0	0.032161843	0	0	0	0	0	0.31688544	0.088692546	1.1753429	2.5062342	4.938224	0	0.22700061	1.4909114	0	0	0.36064896	0.65945727	0.7096038	0.027096322	1.0246292	1.3394204	2.1383617	0.49281028	0.03008685	0.5623192	4.132755	0.6501406	2.0862725	0.37763557	0.6021122	0.62708974	0.18980059	1.6688548	0.7235119	4.601085	3.5633337	2.706593	0	0.29748255	0.09089005	0	0	0	0.37714556	1.1269361	2.0682926	11.309615	19.152735	15.864354	3.496693	0.30981547	0.9441814
LASAr3G3H3I__bin_135	0.0020538326	0.14594142	0.0072546955	0.011873462	0	2.2793174	0	0	0.006844636	2.899129	4.197765	1.4654824	1.2347037	2.1130311	4.1093097	7.5503354	10.425841	2.8180134	0.015426722	0	0	0	0.005530796	0.0078079225	0	0.02011943	0.0042852988	0.003528515	0.0029417058	0.052892085	1.1454345	15.374975	25.475008	0.016215911	3.7761188	0.018992355	13.29141	9.10072	3.2080023	0.1564925	1.2181507	0.30213404	0	0	0	0	0.15802374	0	0.10135128	0	0	0.019574452	0	0	4.2657633	8.940177	5.7086987	0.35281	0.6230878	0	0	0	0	0	0	0.13809933
SEr3G3H3I__bin_203	2.2218623	1.9723167	4.3782005	0	0	0.007995317	0	0	0	0.28528386	0.0914177	0.26846302	0.69511926	0.76207453	0.38206676	0	0	0	1.9053618	2.0730336	3.4230244	2.8656974	1.5416877	1.4946734	1.5071492	1.2462687	1.8772398	1.2919333	0.72958404	0.6001142	0.52952856	0.51762915	0.30292493	1.911111	2.3728504	2.1794477	0.05206671	0	0.33159676	1.172832	0	3.8150609	2.1911585	2.3034117	1.9401141	1.3990712	1.4109578	0.60950947	0.79948115	0.9340778	1.4012324	1.4097023	1.8754786	3.0000093	0.02677086	0	0	0.972874	1.2811439	3.189973	0.69063234	1.3628784	0	5.0519605	3.8965502	12.243686
CRr1A1B1C__bin_52	0.09204689	0.024000153	0.47674745	0	0	0	0	0	0	2.1582587	0.097156145	0.06493491	0.6227462	1.2537367	0.1921112	0	0	0	0.29346302	18.174948	8.872078	0	0	0	0.94980514	1.1777894	0.14259571	6.196301	5.409878	0.5694403	0.30921236	0.2873925	0	0.31532562	0.6176622	0.41600457	0	0	0.18758154	0.23759149	0.29984185	4.441637	7.5173545	2.4691405	1.3605335	0.82698905	0	0.07481984	0.009207987	0.21355143	0	0.12742923	13.785296	4.6005163	0	0	0	0	0	0.08377692	0	0	0	0.20524521	0.049814858	1.4301105
MGr1A1B1C__bin_50	0	0.16163513	0.045069642	0	0	0.010692402	0	0	0	0.027006527	0	0.0079948	0.16321152	0.22773701	0.014972568	0	0	0	0.10367969	0.30089524	0.19799928	0.03442994	0.02427934	0.024691701	0.12429185	0.10279271	0.21558839	0.0307113	0.023680523	0	0	0	0	0.057635233	0.034787443	0.015922723	0	0	0	0.0087021	0	0.03404686	15.489528	0.19282474	0.104585156	32.801094	3.1509628	3.3971453	0.77654314	5.430214	0.67900544	0.0980367	0.2732187	0.16988295	0	0	0	0	0.007542375	0.28293476	0.42326707	0.40424207	0.3795356	0.2854761	0.239979	2.6918454
MGr3G3H3I__bin_117	0	1.0779133	0.7241057	0.35624415	0.17269066	6.643367	0.1946146	0.16058402	1.338945	0.021989223	0	0	0	0	0	0	0	0	0	0.108848445	0.34063905	0.34298307	0.36099562	0.25008807	19.976902	4.9199595	2.4526234	0	0	0	0.5679347	0	0	0	0	0	0	0	0	0	0	0	0.28012922	1.2000388	0.51433873	1.8639954	6.107351	26.265022	34.429726	17.436945	0.70642203	0.013230218	0.10612981	0.22396041	0	0	0	0	0	2.6864266	0.00442651	0.086605914	1.9275453	0	0	0
BAr3G3H3I__bin_23	0	0	0	0	0	0	1.843038	3.0980978	1.7496288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGr1A1B1C__bin_144	0	0.28706527	0.024980847	0	0.1517738	0.21140745	0.05308833	0.1592699	0.043240897	0	0	0	0	0	0.0106380135	0.48124152	0.37075353	0.14888577	0.19039257	4.5890293	1.8890948	6.001318	6.023387	2.8590124	4.881392	2.964967	2.5196588	0.42534906	0.5274494	0.034577392	1.2646197	0.9019129	1.8324049	0	0.4295136	0.025410887	0	0.17848195	0.48148617	0.32541698	1.0413346	0.15430674	5.4684644	18.726383	10.491478	1.7152983	4.3383284	5.9159956	12.567833	4.7739797	2.8658175	0.28206587	3.9969568	1.0781976	0.3477395	0.5047118	0.14811137	0.04503056	2.0777674	3.3422842	0	0.21997312	2.310494	0	0	0.15412714
BAr1A1B1C__bin_104	9.115459	3.3230212	15.559446	0.10170811	0.39353713	3.6886375	0	0.19200131	0.3070402	0.8401221	0.7913805	1.5208827	4.385151	1.4045167	3.273466	0.05556991	0.053704783	0.03224871	15.795341	2.091857	5.952723	0.634686	6.802288	3.8809514	0.1572481	11.748397	4.881842	0.002483877	0.0029300873	0.017222028	0.109170884	0.064212196	0.149872	0.5582932	0.45783168	0.31887698	0.15192536	0.33373895	0.09953711	0.14365229	0.47186542	0.07011798	0	0	0	0.3539239	0.011918688	0.29703784	0.11940607	1.6712451	0.18294254	11.517048	3.0583575	5.9393234	0	0.041219767	0.010280794	0.08476677	0.008551678	2.7786705	4.320995	0.04684879	1.2880185	0.019684441	0.021201598	0.49689406
LASAr3G3H3I__bin_35	5.238031	6.4106045	4.6709075	0.034503333	0.34282747	1.7961689	0.009091604	0.11018296	0.01780668	13.214526	9.058826	5.0609417	27.894644	19.697275	10.60468	5.79942	7.2947245	2.9055374	1.9824734	3.4123325	4.5623536	21.784494	28.112753	15.6346035	1.3057656	3.4864132	4.8758917	4.3068867	3.670081	8.198483	15.478915	18.49968	11.971701	39.982506	39.76119	34.274452	29.545948	11.49812	20.226545	12.908531	9.287918	37.839138	1.1885417	8.107839	5.665417	0.7067654	5.296082	3.6748643	10.234604	0.94709355	0.618374	2.5316155	3.34398	3.084828	1.0020539	3.6875877	1.8302873	15.489514	9.886126	6.9662576	8.720407	1.8738985	3.3847623	0.363155	0.22121872	16.072279
CRr3G3H3I__bin_72	0.008656235	0.04563753	0.08989389	0.15240213	0.09938074	0.2780805	0.1801439	0.27390528	0.15137911	0.06189473	1.0142565	0.10598386	0.20784788	0.5367108	0.09710297	0.96989584	0.18675154	0.30633202	0.073940426	0.19274418	0.26014444	0.022120876	0	0.52040625	0.7125918	1.50605	7.477689	0.0421977	0.045281406	0.0025759668	0.2300141	2.3104155	0.3229272	0.35304397	0.6670132	0.16437832	3.0342498	0.6893809	9.436584	0.5125348	1.7521505	0.21736848	0	0.06611379	0.035114046	0	0	0.027262231	0.097009785	0.20859791	0	0.10136989	0.24585322	0.18715703	0.4045099	0.459733	0.18025774	0.031321116	0.0069305296	7.6177344	0.057713445	2.9157264	1.0032645	0	0	0.08562446
LAWAr2D2E2F__bin_69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006760028	0.014701055	0	0	0	0	0	0	53.39745	33.579082	31.066053	0	0.01431065	0	0.67581725	0.112857975	0.1818723	0	0	0	28.734154	1.4718561	23.766188	0.006178304	0	0	0	0	0	0	0	0	0	0.0019082975	0.02179021	0.12990376	0	0.010479094	0	0.18359618	0	0	0	0	0	0	52.035667
MHr2D2E2F__bin_132	0	0	0.0009793171	0	0	0	0	0	0.0121886935	0	0	0.002459958	0	0	0	0	0.0076878895	0.018300677	0.012289514	0	0.0019186395	0	0	0	0	0	0	0	0	0	0.013326045	0.004291942	0.004276111	0	0.0072654444	0	0	0.0019247498	0	0	0.0014470341	0	0	0	0	0	0	0	0	0.0012540036	0	0.004981852	0	0	7.6253667	27.395653	55.16966	0	0	0	0	0	0	0	0	0.025815533
