Genome	BAr1A.filtered Trimmed Mean	BAr1B.filtered Trimmed Mean	BAr1C.filtered Trimmed Mean	BAr2D.filtered Trimmed Mean	BAr2E.filtered Trimmed Mean	BAr2F.filtered Trimmed Mean	BAr3G.filtered Trimmed Mean	BAr3H.filtered Trimmed Mean	BAr3I.filtered Trimmed Mean	BOr1A.filtered Trimmed Mean	BOr1B.filtered Trimmed Mean	BOr1C.filtered Trimmed Mean	BOr2D.filtered Trimmed Mean	BOr2E.filtered Trimmed Mean	BOr2F.filtered Trimmed Mean	BOr3G.filtered Trimmed Mean	BOr3H.filtered Trimmed Mean	BOr3I.filtered Trimmed Mean	CRr1A.filtered Trimmed Mean	CRr1B.filtered Trimmed Mean	CRr1C.filtered Trimmed Mean	CRr2D.filtered Trimmed Mean	CRr2E.filtered Trimmed Mean	CRr2F.filtered Trimmed Mean	CRr3G.filtered Trimmed Mean	CRr3H.filtered Trimmed Mean	CRr3I.filtered Trimmed Mean	LABRr1A.filtered Trimmed Mean	LABRr1B.filtered Trimmed Mean	LABRr1C.filtered Trimmed Mean	LASAr3G.filtered Trimmed Mean	LASAr3H.filtered Trimmed Mean	LASAr3I.filtered Trimmed Mean	LASCr2D.filtered Trimmed Mean	LASCr2E.filtered Trimmed Mean	LASCr2F.filtered Trimmed Mean	LASYr2D.filtered Trimmed Mean	LASYr2E.filtered Trimmed Mean	LASYr2F.filtered Trimmed Mean	LAWAr2D.filtered Trimmed Mean	LAWAr2E.filtered Trimmed Mean	LAWAr2F.filtered Trimmed Mean	MGr1A.filtered Trimmed Mean	MGr1B.filtered Trimmed Mean	MGr1C.filtered Trimmed Mean	MGr2D.filtered Trimmed Mean	MGr2E.filtered Trimmed Mean	MGr2F.filtered Trimmed Mean	MGr3G.filtered Trimmed Mean	MGr3H.filtered Trimmed Mean	MGr3I.filtered Trimmed Mean	MHr1A.filtered Trimmed Mean	MHr1B.filtered Trimmed Mean	MHr1C.filtered Trimmed Mean	MHr2D.filtered Trimmed Mean	MHr2E.filtered Trimmed Mean	MHr2F.filtered Trimmed Mean	MHr3G.filtered Trimmed Mean	MHr3H.filtered Trimmed Mean	MHr3I.filtered Trimmed Mean	SEr2D.filtered Trimmed Mean	SEr2E.filtered Trimmed Mean	SEr2F.filtered Trimmed Mean	SEr3G.filtered Trimmed Mean	SEr3H.filtered Trimmed Mean	SEr3I.filtered Trimmed Mean
SEr3G3H3I__bin_9	0.03167167	0.1331387	0.8953538	0.04164465	0.13727945	0.07985725	0.035007756	0.054709867	0.08101755	0.7081047	0.15247673	0.3131105	0.87666327	1.1090257	0.6851402	0.08925362	0.15260938	0.11228589	0.15472873	0.28516722	0.17447232	0.18714269	0.090929285	0.6595802	0.2866521	0.30215135	0.31936157	0.60175914	0.39623073	0.524715	0.128018	0.3067496	0.16454224	1.798828	1.7495433	2.0148351	0.53758913	0.097084396	0.37341833	0.7741779	0.6292565	0.46906555	0.47365168	0.3885535	0.07904948	0.22784466	1.1096566	0.44550067	0.32115322	1.5824516	0.81483185	0.1433197	0.31094682	0.5041885	0.23435256	0.104038246	0.051904675	0.32380602	0.44696212	0.3381402	3.8756306	2.0669959	0.8105799	9.463114	55.686676	7.627118
BAr3G3H3I__bin_68	0	0	0	0.12816833	0	0	3.4326782	2.5552669	1.6943048	0	0	0.0026685568	0	0	0	0.048584174	0.11866685	0.12906112	0.024261333	0	0	0	0	0	0	0.028490668	0	0	0	0	0	0	0	0	0.018744858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030587802	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRr3G3H3I__bin_86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07338403	0.4833341	0.122301355	0.0063617956	0	0	8.598294	1.2779531	0.6914306	0	0	0	0	0	0	0.002063998	0	0	0	0	0	0	0	0	0	0.0005535042	0	0	0	0.29153848	0.005330621	0	0	0.1386254	0.8296757	0.19082007	0	0	0	0	0	0.8194785	0	0	0	0	0	0
LASYr2D2E2F__bin_54	0.46457443	0.5496764	0.8759346	2.042625	1.0987935	1.9316478	3.894676	4.3056	4.5619416	2.3035166	2.9055314	2.666851	1.8915429	1.0658554	1.5124748	5.6714044	5.4686227	2.4927871	0.14809528	0.30551985	0.18931365	0.2255893	0.41308627	0.76491266	0.13009858	0.17071722	0.075745314	0.2562705	0.30020225	0.22866374	1.674096	2.2125669	3.0873625	0.09298645	2.0796084	0.18644832	8.238625	2.1838653	9.042543	0.0668975	0.26928282	0.13061179	0	0.026321162	0.050534282	0.018790657	0.03483339	0.10172269	0.15750484	0.14339945	0.006500009	0.26826376	0.4044277	0.18628517	0.27424192	2.2420046	0.8491769	0.805028	0.15407215	0.05637758	0.55659103	0.124463335	0.08772735	0.19701551	0.023396492	0.6115846
BAr2D2E2F__bin_42	3.3639295	13.498309	10.205277	0.01000091	13.471664	81.38437	0	0.021013964	0.050242435	1.3017056	0.4143185	0.09237588	0.30918807	0.041311067	0	0	0	0	1.3397005	3.507574	6.7223163	2.6883523	0.60042644	5.392442	0.86763984	2.069897	3.3592832	0.37292862	0.5362317	0.0038257204	0.70317286	1.0366169	0.37060696	1.9758953	2.8939347	1.9902891	0.5183317	0.04163193	1.6914017	0	0.42280367	0.12181842	0.09847993	1.1195644	0.88438475	0.23487957	0.05714632	0.2503711	1.0885332	0.4455249	0.030402087	2.5277333	3.9162207	4.325659	0	0.009344159	0	0.8995225	0	3.5244093	0.60586286	0	0	0	0	0.06163183
CRr3G3H3I__bin_98	0.17142896	0.33552295	0.21335927	0	0.26672545	0.11017906	0	0.019286381	0	0.039990865	0.12873979	0.15301664	0.42046085	0.5500855	0.2968987	0	0.0026390725	0.036509294	1.633296	8.249722	4.848852	2.0022497	5.1492534	6.4261127	7.9933314	8.269025	3.1640866	0.1931584	0.19870566	0.099589825	0.43248785	0.3563739	0.28453782	0.8057967	0.7385948	0.47321045	0.1541983	0.027216336	0.4112476	0.39759904	0.2747551	0.4711492	4.5961523	9.374101	3.7897496	1.1006399	0.71915805	1.2754115	3.0905702	3.1194692	1.0083901	1.212503	5.1544185	3.5154467	0.0112492815	0.029970583	0.03285108	0.07708213	0.35815415	2.42067	0.015099083	0	0.70190024	0	0.2622563	0.36373517
SEr3G3H3I__bin_159	0	0	0	0	0	0	0	0	0	0.0051862136	0	0	0.046380542	0.28607717	0.17233494	0.0020384428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050883493	0	0	0	0	0	0	0	0	0	0	0.6493753	0.29855967	0.060825676	13.885788	10.837788	1.8599573
SEr3G3H3I__bin_258	0.17159508	0.04571448	0.15056475	0	0.5916465	0.047070783	0	0	0	0.003580721	0	0.035302285	0.020170592	0.040507276	0.015489226	0.04389016	0.03974103	0.24043512	0.063732505	0.15061076	0.13264859	0.049736638	0.06421159	0.03886923	0.5919255	0.25375825	0.6434114	0.24612461	0.12541012	0.04890371	0.11935277	0.055713773	0.28872517	0.14947075	0.18285003	0.1178914	0.05614242	0	0.08363685	0.17476586	0	0.14143701	0.42520472	0.4943853	0.3329736	0.57669216	0.21921803	0.13046576	0.03206384	0.42094216	0.44563982	0.037795406	0.06338654	0.038086254	0.036269564	0	0	0.015123576	0.123303086	0.7999816	1.0903032	1.4989796	0.495407	7.048804	8.466916	38.53385
BAr2D2E2F__bin_124	0.37026715	0.5703651	0.3750009	0.3355702	19.270441	0.56894106	0.33751372	0.2695987	0.27116007	0.079007186	0.053586856	0.086372375	0.0075992565	0	0.025850296	0.06880344	0.08004369	0.27536052	1.6156968	3.834017	7.1780043	0.2815811	0.23534238	0.1105725	7.61357	13.152136	5.173057	0.21011898	0.17083558	0.4796856	0.39197856	0.14960301	0.40799224	0.12782927	0.28368515	0.14857489	0.045163535	0.08015131	0.047941543	0.4233551	0.440735	0.258103	0.54020137	1.5854254	2.2598774	0.62260884	0.23554286	0.57997346	0.9940903	1.8555263	0.6977272	1.6009232	3.2299423	3.3401506	0.7471897	0.7822904	1.067718	0.28633416	0.9269223	4.966843	0.11042545	0.031935755	0.2636333	0.001329342	0.006162804	1.3170164
MHr1A1B1C__bin_37	0.4421237	0.22633402	2.7879598	4.5737104	5.7625537	2.0859022	2.2865157	1.3738722	2.3203692	0.7158301	1.221733	1.6044906	1.6892253	0.5842628	0.99271166	2.0137606	3.0260308	5.141799	3.0179195	4.8714724	6.8387394	0.21467142	0.5573514	1.0288327	1.7026443	7.7955675	3.780827	0.09589459	0.0990911	0.15454009	0.24476221	0.10981424	0.076322615	0.09628211	1.262076	0.148878	0.028176958	0.33483547	0.17403954	0	0	0	0.24426611	0.3194607	0.5634703	0.18961039	0	0.17457709	0.29504925	0.49920893	0.05444967	3.2300117	6.2151723	6.3871026	0	0	0	0.08144487	0.15147883	2.394237	0.90294516	0.12273439	0.71417576	0.13622643	0.07681182	0.7440287
SEr3G3H3I__bin_68	0.038815096	0.4171941	0.84047985	0.015668936	0.007913959	0.06523437	0	0.19957887	0	0.29949933	1.0905501	0.6467564	2.6035085	3.1429954	2.4035244	0.080182426	0.16368857	0.2082438	9.374094	11.371318	8.155851	14.721264	15.860745	10.229686	14.363111	15.8352785	14.214403	2.7048783	2.4470453	0.9450822	1.2005831	1.1923331	0.18231373	5.147195	7.5824776	6.3139853	0.033772137	0	0.888615	2.7046866	0.47771546	2.0761764	7.5990443	15.606114	9.872746	4.093331	9.607511	8.243074	14.011486	18.764421	7.9018507	9.535297	6.1076875	6.9184756	0.050712664	0.02339515	0.023007417	2.0950282	7.821944	16.10323	22.919464	28.684437	7.808023	20.34412	24.797125	133.01732
SEr3G3H3I__bin_103	1.2021377	0.64529157	0.16702887	0	1.4333264	0.17501637	0	0	0	0.025264824	0.009677327	0.019308327	0.101500124	0.061679117	0.04078731	0	0	0	0.14060064	0.22662818	0.30249164	0.603159	1.0174924	1.1237133	1.0598475	0.88203984	0.78063166	0.5235164	0.34671143	0.31808385	0.0068217413	0.047253046	0	0.10048259	0.09495183	0.08069673	0	0	0.013294554	0.18215062	0.03445084	0.2695773	0.2610514	0.10527521	0.059550352	0.20763426	0.3553431	0.1226349	0.053887397	0.677808	0.8720972	0.08210282	0.24312311	0.25343063	0.100178294	0	0.007355418	0	0.23758084	1.3699352	5.2190504	5.812809	0.84238183	6.5853148	6.217842	31.577291
MGr3G3H3I__bin_97	0	0.0037116113	0.021180863	0.08795568	0.0777477	0.0845012	0.18631425	0.20307733	0.20138645	0.04123874	0.049402323	0.061974756	0.038263634	0.011601063	0.033301614	0.14545429	0.19449747	0.10822231	0	0.20977895	0.026846433	0.14890368	0.09095095	0.50174826	2.4525619	2.4933434	1.568836	0	0	0	0.017747762	0.017046489	0.029104494	0	0.06614664	0	0.05881123	0.0435117	0.067554094	0	0.0051213433	0	12.525259	14.490948	5.243289	6.6333194	10.84887	17.12682	39.579395	13.628111	0.21387616	0.0035261707	0.19488466	0.020364258	0.0021656908	0.07997036	0.03925849	0.016027443	0.037450008	1.9379246	0.062526174	0.20980453	0.19071715	0	0	0.029267322
MGr1A1B1C__bin_94	0	0.02556572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011205655	0.39697838	0.46767816	0.055192683	0.14133441	0.019486915	3.8714888	0.69370365	1.5062058	2.1099389	1.4056895	0.23035915	0.017828288	0.07227427	0.16494669	3.5952482	4.3035545	4.6519213	0	0	0	7.17163	0.5737648	2.8749034	8.685232	10.369414	6.899586	1.3822604	6.725558	2.1427217	2.4484727	6.334577	20.723635	0	0.23144816	0.5288441	4.6005764	0.7293266	0.4149373	0.6282583	8.967159	2.4321654	0	0.04261236	0.055596057	0	0	0.5848646
MGr1A1B1C__bin_51	0.9504967	0.99036306	2.295265	2.1943514	1.3120736	5.5421524	2.5156133	2.3124244	3.557512	0.59141666	0.2181042	0.47003895	4.041407	0.6646723	0.9659274	0.52047914	0.8561891	0.58914787	0.6448663	13.3828745	13.651168	6.3810525	3.4222302	19.216963	0.91027725	1.8924295	2.5302908	0.53848606	0.63090533	0.17225534	1.8559176	1.938851	0.23532079	3.3850298	4.910885	4.113748	0.8458371	1.3018826	3.3713615	0.04355392	0.9752469	0.82281476	0.7248866	9.389814	3.6477623	0.4915581	0.15564227	0.7864351	2.1841922	0.4302691	0.13444023	1.3384391	16.302668	11.903038	0.006010779	0.29745045	0.06019731	0.9061342	0.67595774	1.7538084	0.41568333	0.0023523343	0.013845817	0.004801404	0	0.46133474
BOr3G3H3I__bin_85	0.17156576	0.15177679	0.61140573	0.080578424	0.0925681	0.09784059	0.020702727	0.050500568	0.042324875	3.5395734	3.5417836	2.2408597	9.617007	7.027926	6.1088557	4.6655903	5.245224	1.887616	0	0.025122846	0.04016017	0.078123346	0.21607383	0.29896018	0.040623825	0.010642842	0	0	0	0	0.5815564	0.18421826	0.53991306	0.01877515	2.5185256	0.08604959	1.8824056	1.4803731	2.8242254	0.0010951698	0.09076895	0.01670781	0	0	0	0	0	0	0	0	0	0	0.029236574	0.01401142	0	0.1379877	0.028995749	0.2651541	0.07418759	0	0.28486937	0.11725466	2.0636725	0.080098	0.16202646	0.11278253
BAr3G3H3I__bin_3	1.8180859	0.39634234	1.2706393	5.0997224	1.5875379	0.7306038	6.7731223	3.4879546	6.5043344	0.5726015	0.59489083	0.37082052	0	0.000953055	0	1.2625242	1.3344381	3.1508062	0.26602182	1.4698337	1.4556499	0.073200166	0.4525363	0.28199387	0.7513428	2.2951543	1.1577853	0.054209467	0.053770006	0.1848276	0	0.06517307	0.011567858	0.062030707	0.5941879	0.0598494	0.00872256	1.8637968	0.21103528	0.046638895	0.7131609	0	0.09646388	0	0	0	0	0.02305465	0	0.021400804	0	0.37817135	2.8516455	2.209261	0	0.1252006	0.037801668	0	0.15880819	0.6808236	2.2401693	0.02586315	1.8172225	0.058291018	0	0.6020918
LABRr1A1B1C__bin_80	0	0.33294514	0.022955878	0	0	0	0	0	0	0.038666558	0	0.055025224	0.002901924	0	0	0	0	0	0.017363487	0.13589624	0.07321211	0.07763348	0.12710996	0	0.096184805	0.022948269	0.10687539	4.801605	3.4789705	1.276342	0	0.009275665	0	2.4099522	1.5644467	0.8586736	0	0	0	1.000101	0.0028634774	3.9654083	0.6155119	0.48834586	0.5239635	0.4786677	0.4713548	0.2539388	0.052995156	0.35560465	0.8043144	0.0016504043	0.13963036	0.057643604	0.17747273	0	0	0	1.666034	0.15732186	0	0	0	0	0	2.6738431
MGr2D2E2F__bin_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17788927	0.10899232	0.14548391	0	0	0	0.12837285	0.030746872	0.029080573	0	0	0	0.072539486	0	0.14195664	2.0769398	0.34716684	0.11072995	12.221472	3.3689368	1.0264837	0.01595319	0.5971418	0.8282401	0	0	0	0	0	0	0	0.40192088	0	0	0	0	0	0	0.26179838
LASCr2D2E2F__bin_31	0.09910269	1.9287734	3.9085417	0.73849636	0.8572859	0.7909353	0	0	0	0.8873465	0.032581255	0.034743782	0.5038571	0.33174098	0.00942679	0	0	0	0.06900364	0.33012828	0.16342096	0.8441333	0.47745964	0.5123528	0	0	0	0.22820172	0.121936925	0.3640893	1.261196	0.2293651	0	3.1106997	2.5256763	6.23573	0.60283124	0	0.20274685	1.2798606	0	3.1622143	0	0.15706082	0.31725472	0	0	0	0.06882623	0.017289773	0	0.40333778	0.37527162	0.2547634	0.0017675919	0	0	0.16835022	3.9634893	0	0.028279273	0	0	0	0	0.60940397
MGr2D2E2F__bin_113	0	0.047103655	0.0463649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02574624	0.043800592	0	0.037230156	0	0.18130039	0	0.01739007	0.33392075	0.3657063	0.1844227	0	0	0	0.106142186	0.064597934	0.010464089	0	0	0	0	0	0.04774415	5.3832145	2.0605671	1.3328303	14.236994	7.7180877	4.638001	0.22085077	5.06139	1.6975586	0	0.022156417	0.003910975	0.018317068	0	0	0	0.111803465	0.074783534	0	0	0	0	0	0.393441
LABRr1A1B1C__bin_136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76485914	0.50050056	0	0	0	0	0	0	8.266333	7.056292	0.57286024	0	0	0	0	0	0	0	0	0	0	0	1.0879052	8.878043	0.81719065	0.11641187	2.8485875	0	0	0	0.08427939	0	0	0.503653	0.23843177	0	0	0	0	0	0	0	0	0	0	0	1.1069171
MGr3G3H3I__bin_15	0	0	0	0	0	0	0.06136519	0	0.02476486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10115046	0	0.00246914	0.039645188	0.037143588	0	0	0	0	0	0	0	0	0	0	0.0040248805	0.008354987	0	0	0	0	0	0	0	0	14.741028	0	0	0	0	0.15335603	0	0	0	0	0	0	0	8.316919	0	0	0.11074799
CRr1A1B1C__bin_125	1.0173796	1.7386347	10.800294	0.12384282	0.13435853	0.047882274	0.05424318	0.117159724	0.081835054	0.33435348	0.02376376	0.034175195	0.25469682	0.12343887	0.047854904	0.010799442	0.021221269	0.03896259	7.2134314	6.6488404	9.04778	0.2489037	0.5842861	0.37920892	2.0298648	1.9942367	3.803483	0.26147518	0.21739225	0.1755778	0	0.04299337	0.022153875	2.4643757	1.8954297	1.5678383	0.08218323	0.042638622	0.3109022	0.05679468	0.14358723	0.023365706	0.04923857	0.19533157	0.11233457	0.041503005	0.06951095	0.17817642	0.23075497	1.0716509	0.036574263	6.855696	8.842867	6.338034	0.004615564	0.12668116	0.028874036	0.36977342	0.044421032	2.2802052	0.26016217	0.1353133	0.49068573	0	0	0.6695311
CRr2D2E2F__bin_13	0.02975284	0.18042985	0.0525382	0	0	0.010268835	0	0.021025384	0	0.01329936	0	0.016110426	0.0081552705	0.012537162	0.0014700164	0	0	0	1.7470033	5.666647	3.4546201	2.9920373	4.2795634	0.96783054	6.0328846	5.104199	4.476307	0.7559446	0.557674	0.08482547	0.0140321115	0.029647732	0.024074394	0.8473816	0.40358925	0.49415466	0	0	0	0.12216333	0.047848936	0.20363522	3.940785	7.103034	4.8742623	1.3446903	1.4610622	1.8858174	1.5194416	1.8111206	0.19617465	1.2314736	3.5291116	2.8714647	0.093965836	0.025445964	0.01657256	0.012478696	0.29599583	5.684537	0.003912234	0.017020507	0.024297507	0.012219256	0.013916685	0.5934866
MGr3G3H3I__bin_159	0.049307346	0.16031365	0.036877036	0	0.0279117	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026558278	0.16103184	0.057415806	0.01916027	0.026280288	0.03319537	0.06930561	0.013970399	0.021496566	0.7330412	0.2608749	0.41041598	0	0	0	0.06898026	0.05246368	0.091028474	0	0	0	0.04852043	0	0.63791376	6.4200916	3.8327246	1.3589537	8.033265	12.6156225	4.431112	1.6462655	10.034116	9.260387	0.011300703	0.122379445	0.02179963	0.04157408	0	0	0	0.05390564	0.04371349	0.023954209	0.016564561	0	0.010662997	0.010137973	1.407347
SEr3G3H3I__bin_176	1.6559592	1.8199339	0.55921763	0	0.01937863	0.07204332	0	0	0	0.10494401	0.03891818	0.18110767	0.26249936	0.022604354	0.0020915314	0	0	0	0.5060403	0.6244769	0.97706026	2.9316802	5.544678	0.3143244	2.622457	1.3520925	1.7293779	0.5793859	0.3914201	0.4353735	0.14538434	0.24350928	0.060758572	0.75558156	0.7370924	0.53687674	0.028597541	0.057512935	0.050598055	0.60529804	0.09410338	4.797043	3.9875226	8.679431	6.9764967	3.7051115	5.469089	3.7751493	1.6237757	2.333908	3.3723028	0.40569994	0.8998317	0.7867741	2.344508	0.39466852	0.5528821	0.40232286	1.6155344	3.7962081	1.3463881	0.5086261	0	1.5960253	4.2325373	20.789198
SEr3G3H3I__bin_83	3.2548769	0.72468674	0.536929	0	0.46098	0.59821355	0	0	0	0.3013156	0.26223648	0.09539699	0.8062027	0.3184267	0.25629514	0	0	0.011824619	2.1148434	0.68762225	1.1459796	0.06255334	0.49073622	1.0823804	0.30627888	0.55660325	3.0966077	0	0	0	0	0	0	0.21518604	0.15124482	0.18880713	0.17104416	0	0.26497215	0	0	0	0	0	0	0	0	0	0	0.15875976	0	1.8176908	0.9370881	1.3766844	0	0	0	0	0	2.9478316	2.3462777	1.46586	0.4976616	7.203779	8.290397	37.01496
BAr2D2E2F__bin_51	0.4536079	1.2493305	0.5347395	0	1.8506153	6.79399	0	0	0	0.06515006	0	0	0	0	0	0	0.008183398	0	0	0.043648306	0.05527164	0.01532618	0.0038659682	0	0.019671915	0.13230938	0	0.015497456	0.008710663	0	0.25334325	0.07194549	1.1038467	0	0.04723889	0.014418939	1.0578783	0.76347166	0.4746217	0.00912902	0.0022146078	0.0069220886	0	0	0	0	0	0	0	0	0	0	0.060028538	0.041331507	0.0008256802	0.15603533	0.09176949	0.015008094	0.015195683	0	0	0	0	0	0	0.024127038
SEr2D2E2F__bin_124	0	0	0	0	0	0	1.0345639	1.005502	0.24575242	0	0.022644203	0.07984954	0	0	0.07553622	0.11381538	0.18224607	0.38887036	0	0	0	0	0	0	0	0.6922651	0	0.0044994	0.03037095	0	0	0	0	0	0.043555304	0	0	0	0	0	0	0	0.03921977	0	0.009022871	0	0	0.00094894756	0.08511087	0.14011095	0	0	0	0	0	0	0	0	0	0	0.010343991	0	8.906872	0	0	0.05940967
LAWAr2D2E2F__bin_24	0	0.1523432	0	0	0	0	0	0	0	0.10342723	0.028826738	0.35505408	0.2729852	0.37239197	0.16333427	0	0.002456731	0	0.23346853	0.7269062	0.46521658	0.43220758	0.35518155	0.1478847	1.4166156	0.31053543	1.1136702	0.034645785	0.012466028	0.19614421	1.0633117	0.9163156	0.64364725	4.0763125	3.0083945	5.5395627	0.12885368	0.1270805	0.3425571	6.9299865	0.122890726	5.5101547	1.3227952	2.0297089	1.0048317	0.78939646	1.6828215	0.26338613	0.4314152	0.99706894	1.7668014	0.2097981	0.3887135	0.6764062	0.37721327	0.039243355	0	1.4623922	3.776778	1.7989738	0	0	0	0.09409059	0.817112	5.337888
MGr2D2E2F__bin_27	0.120933756	0.18890408	0.042386744	0	0	0.15663046	0	0	0	0.0211736	0	0.0037516474	0.014869809	0.06334447	0.07704451	0	0	0	0	0	0	0.057883367	0.025889251	0.008846121	0.22670749	0.07243055	0.2059386	0.19183505	0.09654255	0.47863194	0.03356382	0.028228492	0	1.6741467	1.6749549	3.803621	0.019124867	0	0	0.71979594	0.030327773	2.6568317	1.1038208	1.0584412	0.057104312	4.0011773	7.7995634	1.7680615	0.393931	1.6712112	4.790037	0	0	0	0	0	0	0	0.43738583	0.40633577	0.1308319	0.7759508	0.008044172	0.01701518	0.091446295	7.0826354
MGr3G3H3I__bin_82	2.206727	9.550863	3.7048366	0.5584908	7.968267	12.307997	0.6871552	1.1690269	2.2307436	4.2190747	8.424554	8.170686	6.473677	4.863602	7.3840294	10.050448	11.221538	8.447593	4.4223742	14.40208	9.0446825	17.848492	12.802631	15.479961	68.38711	30.977343	29.048004	2.2496114	1.617406	0.517792	20.432056	19.64119	14.375604	4.4916763	8.786579	1.9470391	5.7892714	4.4672747	11.590392	8.851781	5.5734468	4.9816275	13.86712	24.10681	17.047352	7.3876767	22.185379	15.970519	35.706593	52.408463	23.903097	4.431133	14.193714	8.812493	6.7467546	3.8871875	2.4170654	2.3006246	6.0862303	34.777206	42.70741	66.411026	35.8272	40.435745	100.63417	47.86048
BOr3G3H3I__bin_49	0	0	0	0	0	0	0	0	0	3.0682182	9.370709	12.35342	9.06947	2.0037973	7.306615	14.700706	19.228767	8.96469	0	0	0	0	0	0	0	0	0	0	0	0	0.3281803	0.097853154	0.88804674	0	8.534402	0	5.5982623	1.1113698	0.9158433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09779054	0.011612165	0	0	0	8.989476	0.20332405	1.6420012	0	0	0
BAr2D2E2F__bin_7	0.83771306	0.41761714	2.7739556	0	9.042654	3.5976667	0	0	0	0	0	0	0	0	0	0	0	0	2.5819445	7.3611293	2.4906635	0.033515666	0	0.24083365	0.48022968	10.143307	1.3930973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013787767	0.01522098	0.34348983	0	2.1333332	7.569182	1.7374301	0	0	0	0	0	0.42559162	0	0	2.2880433	0	0	0
MHr1A1B1C__bin_47	1.2974187	0.23193356	1.9713317	0.8723615	0.8903065	2.1253984	1.3674307	1.1048481	1.372176	0.17354682	0.38640592	0.87255734	0.3726258	0.10319714	0.37111166	0.3514905	0.39028654	0.78634155	5.7048655	0.93890536	3.4138138	0.0042900736	0.27399284	0.09426845	0.11026242	4.2801933	3.361534	0	0	0.07414082	0	0.041420456	0.029298458	0	0.34271747	0.27906835	0	0.46481088	0.035284635	0	0.19295932	0	0	0	0	0	0	0	0	0.4414651	0	7.6849055	1.7474049	3.4253218	0	0	0	0.25753	0	1.8896304	0.28375247	0	0.048675228	0	0	0.2129858
CRr1A1B1C__bin_29	0.09422858	0.050950594	0.09733018	0	0.3492747	0.023363179	0	0.038266115	0	0	0	0	0	0	0	0	0	0	6.1085215	6.6342497	3.0632212	0.29301673	0.3255605	0.15658575	1.2871221	8.014784	3.5511239	0	0	0	0	0.03159687	0	0.017953958	0.019304559	0.011389402	0	0	0	0	0	0.044389803	0.036741663	0.68095344	0.44677612	0.24313797	0.10252885	0.379835	1.7883638	1.4563804	0.027684342	5.4872494	5.79541	1.5530474	0	0	0	0	0.022504026	2.7046812	0.13711181	0.19333448	0.6152305	0	0	0.32272285
LASAr3G3H3I__bin_140	0.36586985	0.3783202	0.6662071	0.77829564	0.88287336	1.0115242	0.2209499	0.22432345	0.40034798	0.4111232	0.7864909	0.8378644	0.7462356	0.47345048	0.70141166	0.86953646	1.3711352	1.3196036	0.3385697	0.2901319	0.34293783	0.36806482	0.23203067	0.36403048	0.49310136	0.47430375	0.45922852	0.16178167	0.108959585	0.02593361	10.267539	4.3619084	8.483939	0.0864998	0.8326803	0.1253244	1.4855442	2.7310953	1.7640598	0.13242315	0.56264555	0.097759515	0.091336794	0.2558568	0.24839343	0.08896797	0.08719879	0.21117772	0.37237707	0.4831903	0.10333462	0.27403784	0.33237275	0.31515262	0.5477231	1.2830691	0.7460926	0.5666537	1.3715353	0.34916353	0.1868827	0.12378269	0.34290847	0.8403356	1.6428487	1.2449553
SEr3G3H3I__bin_235	1.3572748	0.68753195	0.8517456	0	0.5943238	0.6049443	0	0.009416215	0	0.02911779	0.09585313	0.10060513	0.11277315	0.02375319	0.036437232	0.03852425	0.07117715	0.039490454	0.7284305	1.1902694	1.7036023	0.63826925	0.48111856	0.852126	0.79293835	1.7974485	1.8785135	0.18251976	0.15218313	0.035714407	1.2121443	0.14304101	0.42089057	0.1659158	0.3777192	0.24782312	0.035249595	0.05131218	0.23383145	0.016386926	0.13946885	0.014694485	0.050446447	0.286461	0.26266196	0	0.015266111	0.06743816	0.20261836	0.31855887	0.006386892	0.5352762	0.6815855	1.0822741	0	0.004155991	0	0.67226243	0.31896466	1.9618299	0.1675824	0.45651183	0.26579568	0.6148853	0.33773223	10.617571
CRr1A1B1C__bin_136	0.8622864	0.1572985	5.2649293	0.024620887	0	1.3340415	0	0.014972606	0	1.033134	1.6525546	2.2503796	1.0292741	0.49850988	1.8042834	0.34545094	0.9248926	4.4822407	19.654251	4.080931	15.469529	0.1325101	1.6363298	0.83450896	0.0944969	4.3097067	4.337751	0.12637353	0.16888826	0.63677883	0.03822317	0	0.26206657	0.06723005	1.2091056	0.16460148	0.088695124	2.5854273	0.6768445	0.017121524	0.446056	0	0.15718423	0.40600842	0.441606	0.26905257	0	0.061435554	0.048022147	1.8433832	0.025131997	17.312355	6.2624054	13.432918	0	0.030302612	0	11.740197	0.5154106	2.0616226	0.2043876	0	0	0.034131784	0.02314181	1.4009099
