Genome	BAr1A.filtered Covered Fraction	BAr1B.filtered Covered Fraction	BAr1C.filtered Covered Fraction	BAr2D.filtered Covered Fraction	BAr2E.filtered Covered Fraction	BAr2F.filtered Covered Fraction	BAr3G.filtered Covered Fraction	BAr3H.filtered Covered Fraction	BAr3I.filtered Covered Fraction	BOr1A.filtered Covered Fraction	BOr1B.filtered Covered Fraction	BOr1C.filtered Covered Fraction	BOr2D.filtered Covered Fraction	BOr2E.filtered Covered Fraction	BOr2F.filtered Covered Fraction	BOr3G.filtered Covered Fraction	BOr3H.filtered Covered Fraction	BOr3I.filtered Covered Fraction	CRr1A.filtered Covered Fraction	CRr1B.filtered Covered Fraction	CRr1C.filtered Covered Fraction	CRr2D.filtered Covered Fraction	CRr2E.filtered Covered Fraction	CRr2F.filtered Covered Fraction	CRr3G.filtered Covered Fraction	CRr3H.filtered Covered Fraction	CRr3I.filtered Covered Fraction	LABRr1A.filtered Covered Fraction	LABRr1B.filtered Covered Fraction	LABRr1C.filtered Covered Fraction	LASAr3G.filtered Covered Fraction	LASAr3H.filtered Covered Fraction	LASAr3I.filtered Covered Fraction	LASCr2D.filtered Covered Fraction	LASCr2E.filtered Covered Fraction	LASCr2F.filtered Covered Fraction	LASYr2D.filtered Covered Fraction	LASYr2E.filtered Covered Fraction	LASYr2F.filtered Covered Fraction	LAWAr2D.filtered Covered Fraction	LAWAr2E.filtered Covered Fraction	LAWAr2F.filtered Covered Fraction	MGr1A.filtered Covered Fraction	MGr1B.filtered Covered Fraction	MGr1C.filtered Covered Fraction	MGr2D.filtered Covered Fraction	MGr2E.filtered Covered Fraction	MGr2F.filtered Covered Fraction	MGr3G.filtered Covered Fraction	MGr3H.filtered Covered Fraction	MGr3I.filtered Covered Fraction	MHr1A.filtered Covered Fraction	MHr1B.filtered Covered Fraction	MHr1C.filtered Covered Fraction	MHr2D.filtered Covered Fraction	MHr2E.filtered Covered Fraction	MHr2F.filtered Covered Fraction	MHr3G.filtered Covered Fraction	MHr3H.filtered Covered Fraction	MHr3I.filtered Covered Fraction	SEr2D.filtered Covered Fraction	SEr2E.filtered Covered Fraction	SEr2F.filtered Covered Fraction	SEr3G.filtered Covered Fraction	SEr3H.filtered Covered Fraction	SEr3I.filtered Covered Fraction
SEr3G3H3I__bin_77	0.20531179	0.70810455	0.69343287	0.18212385	0.8126968	0.6579668	0.18542229	0.20569079	0.25369772	0.26232558	0.2604995	0.26340255	0.22820656	0.20970736	0.24425137	0.2886554	0.29312655	0.27991268	0.22630437	0.31003422	0.290071	0.6328915	0.5473921	0.6513302	0.62739795	0.39569825	0.37257218	0.17360331	0.15309732	0.1849064	0.47844878	0.44435474	0.44255075	0.15190683	0.424026	0.19227976	0.258334	0.2532114	0.32301623	0.7084515	0.64581054	0.6010727	0.24493913	0.28891793	0.30303955	0.37622324	0.50923574	0.40837336	0.6758436	0.72318375	0.46827215	0.21636176	0.30765355	0.3484447	0.5188212	0.35784936	0.32525408	0.1720906	0.30069116	0.38841498	0.85996	0.91495675	0.6952557	0.9883822	0.9955853	0.78322345
SEr2D2E2F__bin_48	0.20777541	0.2880362	0.16110213	0.021780629	0.068139955	0.07958938	0.01386933	0.019208333	0.012046856	0.11049895	0.10167124	0.17398226	0.1688646	0.23246834	0.16300006	0.021498926	0.043697074	0.028537307	0.11063862	0.1414026	0.10359313	0.09766706	0.25621998	0.17164935	0.12581791	0.16576204	0.32889852	0.025982173	0.023345962	0.011268332	0.0220138	0.05201879	0.016517675	0.12892433	0.1204579	0.08291386	0.019206261	0.008306329	0.035712097	0.16134094	0.05288313	0.14229564	0.072380856	0.07678658	0.093526475	0.2375428	0.10662349	0.19608809	0.06685336	0.117187865	0.09415882	0.10233347	0.13731587	0.11034981	0.04761278	0.016504655	0.008813806	0.023466395	0.03694099	0.3736644	0.9827079	0.888964	0.9536407	0.6696335	0.6561148	0.6888513
MGr3G3H3I__bin_131	0.016500616	0.026144333	0.029232386	0.0040138476	0.008843766	0.025155379	0.0026662273	0.011742695	0.0034776411	0.119309224	0.45264363	0.66126865	0.552999	0.5365256	0.62386805	0.00977541	0.021874383	0.07810765	0.10657053	0.16808814	0.14536735	0.13010965	0.1435166	0.06975484	0.2439928	0.53724986	0.17494647	0.24068053	0.20471399	0.13664442	0.65373385	0.091980845	0.1930766	0.18675996	0.15469132	0.14991681	0.010063632	0.009919641	0.11204304	0.26843777	0.08088802	0.15567407	0.19354248	0.18649264	0.17035367	0.15074351	0.31330743	0.13402845	0.9960608	0.618011	0.988557	0.087826826	0.13895318	0.12723626	0.10463823	0.06362243	0.06386218	0.024367964	0.09871178	0.1869886	0.030055143	0.036710862	0.024013836	0.050498925	0.050757416	0.24558555
SEr2D2E2F__bin_67	0.55555844	0.20317943	0.121606655	0.014774534	0.1614006	0.49696827	0.0353319	0.061054055	0.028112344	0.8492325	0.94219303	0.8471604	0.9252089	0.8996346	0.93419003	0.9596734	0.9607623	0.8220932	0.014405861	0.016981177	0.019742738	0.11626753	0.19803645	0.35866398	0.044344496	0.020241491	0.016673837	0.04136164	0.042524945	0.07275317	0.94032717	0.9170289	0.94629174	0.34716615	0.9528492	0.60198784	0.97518975	0.95283914	0.9656546	0.47141665	0.366653	0.31499818	0.011728773	0.020283727	0.020788321	0.013160327	0.018367574	0.019366652	0.026115537	0.022555523	0.016852444	0.015128378	0.017293459	0.01907706	0.2701019	0.5622278	0.47145528	0.4580977	0.59824985	0.019790815	0.1814044	0.9933219	0.8547684	0.03325062	0.017677857	0.11170777
SEr3G3H3I__bin_267	0.021184038	0.026815	0.03147178	0.020741642	0.016614119	0.023961138	0.010171086	0.012616388	0.011153348	0.13608877	0.050101686	0.06817051	0.24581327	0.22985895	0.16719769	0.049690094	0.06846595	0.05232655	0.030842023	0.0356743	0.035671774	0.03353908	0.03657222	0.038657952	0.04599866	0.089865886	0.047938943	0.10125482	0.086350694	0.16716437	0.080313444	0.07416736	0.07486353	0.18551978	0.16406733	0.15427753	0.036213912	0.03992656	0.06557573	0.14579473	0.07830145	0.25115055	0.017393112	0.05023602	0.022801362	0.018581674	0.04778996	0.034825362	0.053911548	0.2950544	0.22111177	0.028380055	0.03151673	0.033784267	0.18495896	0.072511405	0.061435074	0.059822295	0.16515994	0.04965752	0.5427256	0.7130974	0.15708014	0.17900959	0.49955532	0.9985251
MGr3G3H3I__bin_132	0.011084621	0.022764433	0.014174146	0.010845497	0.009932396	0.013711901	0.013110246	0.012639077	0.01380392	0.01412552	0.008562591	0.0138700865	0.026118934	0.0425369	0.02303187	0.008855571	0.008289615	0.009362747	0.012882201	0.02320698	0.019507492	0.037362047	0.02618941	0.021516806	0.05021347	0.028579721	0.03305844	0.5593175	0.2607006	0.06940644	0.020021439	0.04242026	0.040548515	0.29217753	0.108186305	0.09708075	0.009364593	0.012334094	0.017590811	0.26778477	0.046418272	0.21895988	0.7186883	0.40938836	0.41799217	0.89848053	0.85083	0.46919876	0.4191832	0.9004028	0.97791016	0.013208111	0.022291726	0.01573568	0.15108542	0.034599047	0.02794729	0.0354586	0.14866926	0.03777105	0.014060277	0.021901496	0.036965046	0.01973646	0.021008091	0.11035534
CRr1A1B1C__bin_28	0.4293717	0.3346293	0.85908324	0.0502894	0.3942518	0.090327814	0.06628203	0.12426946	0.047525726	0.12127561	0.13130307	0.18232858	0.34483805	0.1662535	0.13788453	0.025397921	0.02521511	0.08635437	0.8744465	0.98899424	0.9954028	0.8673865	0.6926359	0.53748214	0.5674944	0.8500599	0.9357381	0.25227425	0.20109436	0.14102508	0.41209534	0.2525761	0.4868184	0.33730337	0.4553639	0.48276073	0.4972558	0.1453173	0.46777508	0.09698813	0.0948095	0.07739074	0.30405635	0.74386877	0.54479945	0.15934817	0.07251041	0.12097374	0.15478992	0.20985034	0.04903584	0.89366573	0.98573256	0.97854507	0.092172824	0.122384	0.08431784	0.5632879	0.2019851	0.9691436	0.16801581	0.13105343	0.21177317	0.10121454	0.123096295	0.33965892
SEr2D2E2F__bin_107	0.040005423	0.033931356	0.059467833	0.152616	0.049835127	0.063635565	0.066865936	0.092419416	0.0959542	0.13553007	0.058036845	0.11368652	0.12371889	0.14408922	0.07362716	0.067738846	0.067479596	0.085414395	0.03662824	0.02323633	0.033265773	0.018984867	0.045667946	0.06120506	0.01929165	0.032026388	0.025472399	0.019566532	0.01748157	0.039032783	0.021917049	0.059292138	0.029271364	0.2594336	0.124288484	0.1768481	0.051669706	0.060499802	0.028436666	0.62163556	0.4230473	0.3449876	0.0152598545	0.017393904	0.016787283	0.013237237	0.013883714	0.01778799	0.031676546	0.15949003	0.010954365	0.03421821	0.02487044	0.028088382	0.020374354	0.038683675	0.03044667	0.030959774	0.022892432	0.020738546	0.95687366	0.9830188	0.6970887	0.91973895	0.9860054	0.5286314
MGr3G3H3I__bin_121	0.00053870276	0.0012703082	0.00087792653	0.003335244	0.0014593748	0.012220277	0.0075517027	0.010167946	0.0069982037	0.004334283	0.111647375	0.18506275	0.09935093	0.055232104	0.099935114	0.010612938	0.007420726	0.010660615	0.013911464	0.57898545	0.1765016	0.7921484	0.94110876	0.41565108	0.19013248	0.4466394	0.12412961	0.6507644	0.6300362	0.021311915	0.10798606	0.12535223	0.1577429	0.06230703	0.044033334	0.042659998	0.0041183634	0.016189579	0.08034781	0.04821417	0.12098398	0.14860305	0.9531164	0.9834652	0.83371896	0.37748486	0.7125717	0.75037235	0.9972479	0.95436096	0.910794	0.012824742	0.4325553	0.16093676	0.74593234	0.28175688	0.11873875	0.010450176	0.17164834	0.10776576	0.0005502112	0.00052116613	0.009844067	0.0012379751	0.00042745488	0.03848738
MGr3G3H3I__bin_91	0.99691814	0.9626577	0.9978699	0.06558336	0.016289132	0.078455746	0.0001941567	0.2172783	0.0012317137	0.9484139	0.23865609	0.9417879	0.8964477	0.9132582	0.5057171	0.016245985	0.026518827	0.005925375	0.9948975	0.99982125	0.99965537	0.9998577	0.99970776	0.9995079	0.9994355	0.9901447	0.9992932	0.999603	0.99903536	0.9941491	0.6370138	0.5227022	0.64488274	0.99546915	0.98314023	0.9987472	0.040925458	0.0011341217	0.09637261	0.94525397	0.01981734	0.9998973	0.9999029	0.99991065	0.99981815	0.96555924	0.9996903	0.9484555	0.894539	0.9980204	0.9998993	0.9933792	0.9996892	0.999436	0.14805065	0.043490075	0.17812902	0.61455685	0.9993656	0.99965996	0.9998865	0.99960655	0.26826343	0.9998947	0.99948686	0.99997276
BAr1A1B1C__bin_47	0.8419252	0.7592731	0.9504782	0.06660258	0.5662053	0.74577713	0.11630048	0.15698393	0.12982371	0.27392837	0.14633602	0.14675272	0.32829568	0.2689923	0.17664355	0.079374	0.09342787	0.07605177	0.6109277	0.725219	0.69892806	0.7610052	0.73096806	0.8397768	0.8378056	0.83417225	0.78125995	0.037304945	0.037964605	0.046659417	0.17595957	0.11998744	0.14112854	0.5150665	0.552466	0.49272433	0.1339266	0.11205975	0.2741127	0.22802785	0.12711409	0.15693726	0.3665256	0.59618497	0.34893557	0.25790966	0.31000167	0.35012427	0.53783363	0.5663139	0.20926537	0.5078712	0.64645505	0.59772646	0.044424925	0.06322584	0.046469796	0.125813	0.14267024	0.8610005	0.82063407	0.8239671	0.7856766	0.29266262	0.3867333	0.26064888
LASAr3G3H3I__bin_128	0.022386668	0.059490815	0.062471908	0.012342749	0.010636757	0.011238892	0.014843417	0.03079796	0.017742183	0.67261785	0.74571586	0.638109	0.5395746	0.45185566	0.6149811	0.41032612	0.6429129	0.6797772	0.11091485	0.092672974	0.090896994	0.07483139	0.07725649	0.05646273	0.13852346	0.14476828	0.1718515	0.57693726	0.5545102	0.747085	0.43861717	0.99587417	0.99334526	0.81537247	0.89312667	0.743234	0.99657905	0.98742783	0.96957463	0.6859852	0.748879	0.7362978	0.11061818	0.12900324	0.10433684	0.09788477	0.119422495	0.10777368	0.118178844	0.18479384	0.08099541	0.09862011	0.09684971	0.0955878	0.40309528	0.8647246	0.89724827	0.97375387	0.6767464	0.19125776	0.12376811	0.08305234	0.051597305	0.004006005	0.0065174922	0.8793883
LABRr1A1B1C__bin_124	0.011983492	0.04826499	0.012087088	0.0011341551	0.008373297	0.0035268338	0.0003977906	0.000593516	0.00038497607	0.010199168	0.0011680125	0.0026969907	0.010446286	0.012300484	0.002316331	0.0012628402	0.0010654961	0.00059580914	0.007401279	0.0061418116	0.007963231	0.011763083	0.011301219	0.007410317	0.0064802505	0.0034558817	0.005025057	0.99923056	0.9984187	0.9843463	0.006274813	0.007935983	0.003175985	0.09224493	0.06272399	0.070910595	0.002061389	0.0010781757	0.0032168566	0.17689852	0.13076763	0.11809714	0.30802158	0.3623527	0.26177618	0.06956277	0.088605866	0.06436884	0.026659254	0.017445728	0.014774097	0.0051313504	0.0058124103	0.008428872	0.06528029	0.050572824	0.063419744	0.019603563	0.19734812	0.006470943	0.0019971814	0.001529113	0.0009914415	0.0045548305	0.003686274	0.9863834
LAWAr2D2E2F__bin_7	0.20032074	0.7142554	0.04942151	0.029520975	0.10665377	0.04677888	0.07457341	0.090816684	0.05664555	0.14749075	0.13505465	0.21921553	0.20747884	0.48457247	0.20975877	0.04584656	0.03485792	0.03721433	0.18849495	0.081919745	0.13194129	0.19913891	0.2171872	0.17755753	0.09125677	0.08863565	0.1226307	0.12059511	0.07703856	0.43261215	0.45879835	0.9295181	0.76092464	0.9799956	0.96740985	0.96982425	0.57934386	0.12681878	0.62128556	0.9930678	0.96232104	0.99727714	0.94349384	0.5684298	0.6197476	0.78964025	0.8553254	0.7402859	0.6827314	0.5749159	0.69169635	0.12863246	0.06834693	0.11236814	0.052150432	0.05718058	0.05156864	0.6373644	0.9403211	0.12988304	0.3433751	0.27160236	0.3364471	0.25749502	0.29746422	0.7483882
MHr2D2E2F__bin_48	0.019287555	0.027306383	0.039384753	0.09802593	0.04632877	0.038056094	0.09118822	0.07729897	0.09367051	0.06717943	0.049674466	0.0746849	0.043990787	0.042023472	0.05638121	0.0741283	0.0864969	0.095793046	0.027984658	0.03505479	0.039976522	0.009856799	0.009972	0.022870926	0.04896062	0.07089013	0.046527646	0.33080888	0.3100997	0.5270564	0.04277976	0.075428255	0.11975697	0.093760245	0.30876133	0.11369616	0.04103274	0.08839024	0.11274544	0.15024857	0.50516367	0.06679259	0.0121001955	0.03587333	0.03523548	0.011394839	0.025265498	0.054259483	0.0601582	0.08212773	0.0116757685	0.02882098	0.044612877	0.044978287	0.2959113	0.9413544	0.90774465	0.6436443	0.08353318	0.03803952	0.027913112	0.06943859	0.05576559	0.011857666	0.00411249	0.6879601
CRr3G3H3I__bin_47	0.17474413	0.24253798	0.5640066	0.19427949	0.7388954	0.32389936	0.11885032	0.15650462	0.17810094	0.14739184	0.16133927	0.17103077	0.1459274	0.1155649	0.14620912	0.15779242	0.17002623	0.17627154	0.51783663	0.8736445	0.81053203	0.46654975	0.29375368	0.54759765	0.9410627	0.93669194	0.86940277	0.12389664	0.116161235	0.09930368	0.22188477	0.2007181	0.19899222	0.1642651	0.3201881	0.195143	0.15207991	0.14660336	0.1708216	0.14930144	0.18917134	0.12483001	0.3868637	0.42818716	0.23344454	0.1505791	0.16215609	0.22340472	0.3341698	0.38863993	0.19753946	0.49979103	0.875757	0.75765973	0.14742687	0.15887277	0.1447841	0.14865458	0.16922204	0.8442245	0.2072658	0.2616054	0.45742264	0.16513148	0.19767208	0.22027698
CRr1A1B1C__bin_124	0.02426695	0.18559496	0.56254834	0.027105736	0.023598354	0.034607474	0.014650107	0.064386465	0.021271115	0.059531156	0.020995993	0.0184199	0.01772447	0.009179868	0.011289042	0.013206141	0.013098803	0.01934752	0.8460695	0.8859814	0.9939914	0.0780084	0.025308121	0.3349501	0.16112886	0.22618817	0.88670534	0.03223052	0.053290065	0.013104453	0.020077696	0.028831605	0.018712254	0.060672604	0.11664242	0.12284623	0.018881451	0.012238977	0.046226434	0.005335221	0.01823178	0.0073223705	0.04147564	0.14705668	0.095755465	0.035053488	0.020088993	0.037669405	0.05545715	0.15984845	0.0058111763	0.9071805	0.91893363	0.9454764	0.0037455014	0.017099937	0.006637955	0.023235384	0.0065735527	0.7029529	0.014990762	0.004301395	0.007900014	0.0060337596	0.002409719	0.02369863
LABRr1A1B1C__bin_139	0.7397024	0.954457	0.8203668	0.11152531	0.67844105	0.8397368	0.017920487	0.28630808	0.027314091	0.49975196	0.25168276	0.51847875	0.44568634	0.51036173	0.37735143	0.06754328	0.06123149	0.051877838	0.96347356	0.9769189	0.97179216	0.96770227	0.96317977	0.952474	0.96667373	0.96669245	0.9698559	0.9971164	0.99562263	0.69137055	0.77178293	0.86646813	0.7556343	0.9787302	0.9706263	0.9620355	0.29624075	0.13446206	0.77936625	0.9593675	0.8812355	0.9821465	0.9808186	0.9782845	0.97607666	0.957315	0.96232015	0.944521	0.9680676	0.9634192	0.95698684	0.96397674	0.97419935	0.9709684	0.54820234	0.45309088	0.3919876	0.72959375	0.98468727	0.97189987	0.9276382	0.954774	0.9419095	0.9138455	0.91056746	0.99443156
SEr3G3H3I__bin_10	0.8237986	0.04950263	0.04793217	0.021571869	0.35756594	0.19546096	0.013108888	0.026749957	0.014779839	0.09091719	0.043543536	0.079681456	0.110117555	0.13126087	0.09849047	0.013946175	0.014631756	0.016924271	0.6961562	0.58048517	0.28291377	0.8315873	0.5404002	0.66074663	0.3613446	0.27790794	0.39980236	0.04321645	0.035622645	0.031443212	0.2364535	0.67396617	0.5723804	0.06588892	0.061670836	0.056717407	0.4549324	0.020505812	0.32396793	0.037768524	0.020401454	0.08136835	0.08247233	0.2914647	0.22042836	0.07520875	0.15962815	0.26215842	0.37811115	0.22972839	0.13868244	0.7148439	0.32824132	0.43912345	0.02164579	0.019983534	0.016401993	0.042634986	0.491351	0.56379306	0.69255537	0.7725861	0.43044788	0.37831262	0.6581449	0.99727726
SEr2D2E2F__bin_71	0.0063060364	0.008303298	0.017125446	0.008950707	0.003890753	0.0040718256	0.034426086	0.036143124	0.0666835	0.004370953	0.0041810577	0.005849784	0.004466321	0.0023459631	0.0037470711	0.005089362	0.0072639156	0.0075878296	0.0049267747	0.0025463616	0.0047469623	0.23917985	0.09270546	0.007924768	0.0023816735	0.0035575961	0.0025988768	0.0022552167	0.0017695554	0.14335498	0.0019724744	0.0019153378	0.0023858747	0.0022056424	0.0050179414	0.0044755633	0.0018128279	0.007685298	0.0018338341	0.05542212	0.10539021	0.0058048307	0.007994928	0.024956107	0.27337402	0.0013179238	0.0009591393	0.0011087029	0.0019170183	0.0036991772	0.00077428547	0.004789815	0.0027211325	0.0061451294	0.0016817497	0.00295304	0.0010263589	0.005123392	0.0017867803	0.0027908727	0.9979767	0.24155396	0.07021715	0.084494166	0.0022598382	0.24065658
SEr2D2E2F__bin_6	0.5360201	0.24341741	0.21406543	0.1503895	0.6788849	0.276752	0.045535125	0.09141196	0.044188827	0.11234557	0.07232764	0.108742684	0.11957639	0.13424379	0.10404908	0.07676088	0.081158936	0.07008795	0.42064223	0.36284152	0.21404968	0.6656824	0.52154106	0.5648072	0.5804291	0.7176514	0.6598234	0.27065888	0.20806636	0.29038638	0.07689008	0.10561099	0.07473707	0.3118362	0.3177472	0.25194556	0.06423016	0.06692698	0.06807455	0.2422296	0.13565737	0.2585301	0.20895159	0.18377587	0.13990258	0.67340803	0.40993828	0.29096904	0.1950681	0.4130818	0.3838044	0.37055057	0.31492147	0.27510086	0.07785244	0.060182262	0.04690619	0.12141583	0.24455655	0.71277064	0.97199714	0.87881696	0.7674129	0.41851792	0.535789	0.897662
MHr3G3H3I__bin_38	0.013793977	0.15384856	0.015858056	0.020693557	0.011072364	0.016593916	0.025042437	0.012823136	0.014737968	0.12506738	0.008772565	0.012412801	0.06570017	0.19494718	0.35745555	0.04595764	0.046348535	0.05072704	0.024648951	0.074572355	0.08121326	0.0323892	0.076008156	0.023290923	0.05402934	0.022401186	0.05101942	0.11254848	0.10254954	0.0970428	0.51402795	0.7609683	0.9298563	0.9473385	0.97320306	0.9132683	0.02781997	0.031190231	0.040928822	0.9668077	0.9038643	0.98991275	0.058656342	0.06606847	0.05536478	0.0663903	0.34867576	0.06857177	0.5162976	0.4704749	0.92119485	0.02598865	0.060340825	0.065641284	0.99504083	0.94462097	0.9810624	0.9155309	0.99808997	0.067715	0.010771464	0.00597818	0.008940699	0.00613724	0.005345643	0.111150816
MGr2D2E2F__bin_108	0.65488523	0.7679177	0.75205487	0.7024312	0.97160614	0.921157	0.697267	0.67683065	0.739662	0.67973393	0.7354017	0.7679246	0.5795711	0.59485584	0.64640814	0.75452805	0.80291706	0.7787759	0.70688164	0.9285205	0.57777333	0.8950438	0.9211067	0.903008	0.9544511	0.77674276	0.88000506	0.6773966	0.6911083	0.68158126	0.6527832	0.7388057	0.72624534	0.371876	0.7371707	0.38601455	0.7296529	0.67264026	0.69646764	0.6579708	0.79221404	0.88812464	0.6744067	0.9762122	0.98819506	0.88782126	0.995757	0.99520326	0.99510694	0.9930777	0.96956444	0.7390148	0.9136733	0.55658126	0.97140497	0.87625295	0.85454935	0.715961	0.9104623	0.9055364	0.9605142	0.96894425	0.96570235	0.5230103	0.2291004	0.7428348
LABRr1A1B1C__bin_138	0.0010352925	0.0013851698	0.0007263845	0.0013769759	0.0012852049	0.0007579308	0.0008292173	0.001016037	0.001202447	0.0015842803	0.0007423625	0.0018149371	0.004212047	0.003920756	0.0014122095	0.0010484027	0.0013974606	0.0008451953	0.001101253	0.0017813423	0.0016158266	0.0013474781	0.0011905659	0.0015519146	0.0013839407	0.0015662538	0.0018493512	0.968196	0.83552325	0.20159648	0.0011840109	0.0009599092	0.00085789576	0.0036933764	0.0026617711	0.002271744	0.00073048146	0.00089517777	0.00082553003	0.0031464372	0.0027318285	0.0038490596	0.0038502887	0.0032140363	0.0027240443	0.003801945	0.0033471864	0.002946917	0.0033189177	0.004948674	0.0031357852	0.0006788602	0.0014036059	0.0015670732	0.030457757	0.0042919368	0.003366442	0.0015965711	0.0027822207	0.0016621219	0.0007800542	0.0016514699	0.0015084872	0.0007747282	0.0007849705	0.30487543
LASCr2D2E2F__bin_94	0.02441996	0.016787319	0.024670845	0.039025106	0.0449188	0.020711571	0.01673139	0.017227935	0.021649253	0.4982412	0.035951767	0.04392415	0.23129943	0.5108654	0.065502316	0.025649818	0.022008331	0.026459966	0.05084752	0.057693534	0.05672031	0.024988633	0.023765046	0.02658175	0.03070462	0.05661682	0.06314975	0.08046759	0.068256296	0.052187137	0.018075716	0.030930417	0.030119222	0.973861	0.81267905	0.6499276	0.030297978	0.023139926	0.028358325	0.12642233	0.07098415	0.08411012	0.027126377	0.06938842	0.042792555	0.020852694	0.027606195	0.039715037	0.036169723	0.058099132	0.04053721	0.048226822	0.05695499	0.055685412	0.0108194	0.028785875	0.020345699	0.03358979	0.035055377	0.059612803	0.03552474	0.057648063	0.0969643	0.027569607	0.036178607	0.101117484
BAr1A1B1C__bin_103	0.4988978	0.99656063	0.9998879	0.0146421315	0.023307478	0.1904876	0.00577216	0.0076444736	0.007906178	0.41583464	0.004208251	0.0064995172	0.006270977	0.0080424445	0.0048848465	0.017064476	0.0126581425	0.0073561477	0.45428398	0.33969155	0.99118847	0.35428923	0.057484936	0.29304433	0.02257448	0.008735736	0.019382138	0.025387576	0.026098916	0.011283066	0.04659781	0.023824569	0.015075749	0.75646585	0.81781316	0.5389419	0.013498529	0.008968562	0.38852286	0.01024595	0.010213688	0.013733837	0.0066497717	0.06871521	0.01917864	0.0710173	0.0065408032	0.013121765	0.03717059	0.058215678	0.0028214434	0.57989526	0.3930657	0.91534543	0.003532106	0.005527827	0.0031113487	0.08397889	0.06938481	0.010597898	0.005386823	0.005509102	0.005046833	0.0033161999	0.00328281	0.020098215
MHr1A1B1C__bin_83	0.42477587	0.8426166	0.90468043	0.10222923	0.6993744	0.94428444	0.058485385	0.142014	0.070368834	0.7416945	0.53381574	0.22261468	0.9168936	0.80492014	0.78967774	0.14281435	0.22642244	0.21798958	0.9138359	0.992788	0.98716515	0.9350722	0.5653102	0.95908594	0.76744395	0.9456174	0.97798085	0.73742944	0.6837004	0.16120699	0.46585733	0.23095082	0.28584364	0.9517306	0.8726492	0.7704347	0.41075745	0.12209079	0.63984174	0.06878764	0.12004918	0.12839325	0.29159206	0.7171502	0.6003743	0.06936033	0.12950554	0.16654563	0.51448137	0.43021688	0.057017032	0.9190939	0.98951757	0.99486077	0.015416895	0.04971088	0.045153093	0.58666134	0.34218845	0.9752379	0.24505122	0.48546264	0.39526817	0.049022235	0.088478945	0.33891067
CRr1A1B1C__bin_96	0.974612	0.9661257	0.97935283	0.1495477	0.95450187	0.9637537	0.1259598	0.19597706	0.14272791	0.38979736	0.072724566	0.09087152	0.14170107	0.22432101	0.088886656	0.09625738	0.091128334	0.08701584	0.9785923	0.94765186	0.9497632	0.76782334	0.73906374	0.9362921	0.23513411	0.43678814	0.94921076	0.05617254	0.06245147	0.049468722	0.08570389	0.0762439	0.11092165	0.10141515	0.18430284	0.16605021	0.120521195	0.16927843	0.13223015	0.035730746	0.057680428	0.05004774	0.044853527	0.030265354	0.03804274	0.03499095	0.025261715	0.03686027	0.04594768	0.3547768	0.025546614	0.9645799	0.8730828	0.8719947	0.024517419	0.056495383	0.046991237	0.105803326	0.05694599	0.9755833	0.14478415	0.034994595	0.12417108	0.06128079	0.06809779	0.09389436
LASAr3G3H3I__bin_72	0.59485936	0.68062824	0.80720484	0.7097488	0.86378944	0.92738897	0.6549889	0.64731365	0.7076565	0.25895554	0.32333773	0.31534457	0.25486764	0.15832303	0.221566	0.25331014	0.27895892	0.4231383	0.6103033	0.73760545	0.86399615	0.25765327	0.256224	0.59398144	0.33942187	0.77141476	0.5521366	0.26317242	0.31407887	0.21555342	0.8962596	0.57287365	0.9594919	0.28894562	0.792311	0.5602674	0.7424425	0.7204748	0.7147222	0.2359654	0.7685283	0.054425973	0.06068363	0.059151534	0.14068167	0.13758191	0.040587556	0.13792247	0.3240145	0.19395545	0.07214301	0.6493417	0.78011084	0.8097492	0.270935	0.72557545	0.57383	0.9155692	0.53883046	0.39715937	0.1929079	0.13243784	0.67748123	0.2905435	0.067686394	0.36698034
MHr2D2E2F__bin_21	0.006688272	0.007830869	0.009963039	0.009447458	0.00811501	0.010135429	0.01571063	0.020100055	0.01772216	0.009806206	0.009303959	0.01232792	0.009991295	0.008258192	0.009415393	0.012268234	0.012299029	0.016096046	0.008194062	0.00791881	0.009218875	0.0076187947	0.008511538	0.0086775785	0.011645981	0.010731332	0.010612278	0.34281242	0.23714301	0.19338588	0.015304895	0.015456013	0.016048424	0.0076889573	0.016030645	0.009748108	0.0099852625	0.011610107	0.011701857	0.013816249	0.015393788	0.00918046	0.0060472875	0.00905728	0.009022992	0.00664573	0.01005352	0.010955153	0.014377229	0.016610356	0.010832607	0.008847428	0.008474076	0.009032517	0.9635398	0.75795513	0.7625211	0.01055672	0.02087311	0.009578258	0.0080207195	0.009268084	0.010652598	0.010514178	0.011119923	0.29233307
LABRr1A1B1C__bin_134	0.012131293	0.01704603	0.016678205	0.029796626	0.013351895	0.014591082	0.012994523	0.014745569	0.024944419	0.016612576	0.015026472	0.018494105	0.019775301	0.014682845	0.015954169	0.018287541	0.020561675	0.018886903	0.014574626	0.022021556	0.021597007	0.013384419	0.016497776	0.012935284	0.017329257	0.017902099	0.014053475	0.9952595	0.995298	0.9820747	0.020447262	0.023319403	0.02510549	0.04351635	0.053209536	0.04186229	0.02134708	0.019258602	0.01696356	0.08536334	0.2628557	0.06422961	0.04242855	0.047610834	0.034112003	0.045013983	0.04015829	0.035431724	0.023521319	0.04456988	0.039585255	0.013154818	0.019307194	0.017859507	0.22708094	0.61277044	0.78208953	0.031348854	0.060365494	0.01501505	0.018064909	0.0062216823	0.012230412	0.0055214576	0.0053764563	0.98969644
