Genome	BAr1A.filtered Covered Fraction	BAr1B.filtered Covered Fraction	BAr1C.filtered Covered Fraction	BAr2D.filtered Covered Fraction	BAr2E.filtered Covered Fraction	BAr2F.filtered Covered Fraction	BAr3G.filtered Covered Fraction	BAr3H.filtered Covered Fraction	BAr3I.filtered Covered Fraction	BOr1A.filtered Covered Fraction	BOr1B.filtered Covered Fraction	BOr1C.filtered Covered Fraction	BOr2D.filtered Covered Fraction	BOr2E.filtered Covered Fraction	BOr2F.filtered Covered Fraction	BOr3G.filtered Covered Fraction	BOr3H.filtered Covered Fraction	BOr3I.filtered Covered Fraction	CRr1A.filtered Covered Fraction	CRr1B.filtered Covered Fraction	CRr1C.filtered Covered Fraction	CRr2D.filtered Covered Fraction	CRr2E.filtered Covered Fraction	CRr2F.filtered Covered Fraction	CRr3G.filtered Covered Fraction	CRr3H.filtered Covered Fraction	CRr3I.filtered Covered Fraction	LABRr1A.filtered Covered Fraction	LABRr1B.filtered Covered Fraction	LABRr1C.filtered Covered Fraction	LASAr3G.filtered Covered Fraction	LASAr3H.filtered Covered Fraction	LASAr3I.filtered Covered Fraction	LASCr2D.filtered Covered Fraction	LASCr2E.filtered Covered Fraction	LASCr2F.filtered Covered Fraction	LASYr2D.filtered Covered Fraction	LASYr2E.filtered Covered Fraction	LASYr2F.filtered Covered Fraction	LAWAr2D.filtered Covered Fraction	LAWAr2E.filtered Covered Fraction	LAWAr2F.filtered Covered Fraction	MGr1A.filtered Covered Fraction	MGr1B.filtered Covered Fraction	MGr1C.filtered Covered Fraction	MGr2D.filtered Covered Fraction	MGr2E.filtered Covered Fraction	MGr2F.filtered Covered Fraction	MGr3G.filtered Covered Fraction	MGr3H.filtered Covered Fraction	MGr3I.filtered Covered Fraction	MHr1A.filtered Covered Fraction	MHr1B.filtered Covered Fraction	MHr1C.filtered Covered Fraction	MHr2D.filtered Covered Fraction	MHr2E.filtered Covered Fraction	MHr2F.filtered Covered Fraction	MHr3G.filtered Covered Fraction	MHr3H.filtered Covered Fraction	MHr3I.filtered Covered Fraction	SEr2D.filtered Covered Fraction	SEr2E.filtered Covered Fraction	SEr2F.filtered Covered Fraction	SEr3G.filtered Covered Fraction	SEr3H.filtered Covered Fraction	SEr3I.filtered Covered Fraction
CRr2D2E2F__bin_61	0.44766325	0.30285233	0.077903986	0.028763605	0.10005609	0.14362173	0.015533652	0.03387439	0.01392992	0.11281875	0.12310418	0.2877013	0.15085796	0.27913955	0.08436584	0.019220069	0.01906014	0.020255443	0.61203384	0.67822164	0.45982286	0.9679237	0.9283449	0.71792567	0.5411628	0.47658625	0.5407458	0.06314166	0.053100288	0.043046977	0.09755414	0.40172505	0.13175006	0.52160317	0.29938304	0.412269	0.17515826	0.025766604	0.23850621	0.092218734	0.040490616	0.24362284	0.4260043	0.7083921	0.43935224	0.36979815	0.5834748	0.41642603	0.69644684	0.81707656	0.603173	0.56046534	0.39802393	0.52316445	0.025076076	0.028264938	0.02416787	0.08444663	0.5579934	0.6225047	0.92224985	0.89352953	0.62086904	0.3697698	0.7256017	0.8039366
LASCr2D2E2F__bin_89	0.484232	0.92638016	0.84664387	0.06137162	0.32537815	0.75680023	0.033588655	0.054835156	0.0750458	0.58766335	0.3057631	0.2521002	0.37083024	0.35902485	0.37105396	0.45179376	0.42778447	0.25685325	0.4446397	0.6020747	0.55872357	0.52671874	0.55395985	0.47523737	0.51595885	0.4811365	0.4600773	0.72456944	0.69770294	0.84664255	0.4618877	0.75119746	0.7329084	0.9669848	0.95312333	0.91729116	0.5234266	0.5370917	0.5316247	0.8001492	0.68251723	0.81078076	0.5728277	0.6252083	0.57751524	0.5147949	0.76068795	0.79733145	0.8985098	0.6594467	0.54330397	0.4851651	0.59161556	0.5397827	0.4976191	0.64103615	0.54390264	0.7319274	0.8463937	0.45066494	0.13863638	0.07896401	0.16446859	0.025824603	0.02605453	0.91254133
BOr2D2E2F__bin_30	0.120850086	0.19375601	0.37724322	0.320874	0.24281369	0.16522336	0.2039674	0.16720389	0.2687756	0.8563918	0.70425785	0.82304215	0.96400166	0.8221206	0.823957	0.5246654	0.68399566	0.7690442	0.3111229	0.3844212	0.3981546	0.22074355	0.07304392	0.28572977	0.26076397	0.33260244	0.17944735	0.24639127	0.27688786	0.32742724	0.090815775	0.21621753	0.17434852	0.18855534	0.7768878	0.3846291	0.2186446	0.34503138	0.43656588	0.07239027	0.2687265	0.07884186	0.10090615	0.14902005	0.2320919	0.11310132	0.043585263	0.20583701	0.24519531	0.10623129	0.03951549	0.3398899	0.41092703	0.38914117	0.03634284	0.2380622	0.1512095	0.49944547	0.1616264	0.13830008	0.20778137	0.035854474	0.05809637	0.053597037	0.03030082	0.40269274
BAr1A1B1C__bin_100	0.9841835	0.98555785	0.99256885	0.09846708	0.97847164	0.624669	0.008399621	0.024247643	0.008553837	0.4408033	0.09845909	0.13623805	0.16611654	0.17054735	0.13054888	0.063583024	0.08934432	0.022715628	0.5527769	0.31099632	0.29678315	0.38457018	0.18984236	0.40144005	0.66299766	0.3317404	0.38476565	0.2908376	0.1555514	0.22721806	0.32806793	0.43367627	0.3416997	0.59416413	0.80434406	0.7437497	0.4379479	0.20016558	0.34672144	0.54047	0.22257946	0.3471582	0.45233455	0.26958075	0.10559301	0.3800979	0.6918355	0.47676492	0.642	0.59175587	0.3852214	0.38664064	0.30919498	0.5121194	0.065846816	0.06453187	0.049524263	0.3155766	0.43736	0.48535007	0.041832007	0.04299036	0.39984992	0.046619415	0.048067626	0.37368342
MGr2D2E2F__bin_116	0.05718276	0.09570873	0.08262023	0.02804068	0.020393938	0.049751874	0.0078794565	0.01022521	0.007137747	0.025895895	0.01877194	0.023685655	0.030767359	0.018356645	0.026747504	0.02076961	0.020528356	0.013402212	0.013122867	0.033331815	0.024738891	0.050474755	0.04231267	0.025408793	0.056703754	0.021205483	0.024214571	0.068042405	0.058044873	0.15222377	0.086425975	0.09876226	0.14757998	0.06807306	0.13388355	0.09320513	0.05545327	0.06960135	0.05863268	0.101938605	0.0603637	0.08972711	0.04164386	0.05169503	0.039658453	0.9938623	0.9923097	0.796935	0.045048106	0.3076854	0.7301547	0.013933755	0.04026903	0.022364896	0.31676915	0.08511616	0.07565127	0.1911786	0.12362221	0.031031817	0.009997531	0.011818527	0.0061624474	0.007772403	0.0151308235	0.21860565
SEr3G3H3I__bin_180	0.008120118	0.06267781	0.042283643	0.0063620186	0.03587085	0.0421436	0.0006793035	0.0014183075	0.0012330683	0.9669398	0.9554388	0.9589871	0.9648988	0.9644346	0.9641057	0.31775585	0.6724089	0.6914662	0.015402753	0.028583473	0.02841776	0.011457213	0.01144717	0.007939621	0.022708543	0.012505042	0.019255674	0.18133162	0.14730702	0.19430451	0.5118419	0.7384475	0.14282167	0.8622607	0.9037847	0.87697434	0.33674148	0.12253491	0.67496794	0.3039332	0.0869966	0.30332115	0.093065694	0.051252123	0.029350933	0.081263945	0.04169361	0.036140062	0.013248789	0.071148045	0.04409419	0.012894491	0.025430778	0.02941677	0.19528985	0.10775427	0.102215506	0.018462269	0.15029791	0.02721231	0.2859374	0.21725242	0.95828074	0.9661788	0.96640277	0.99905986
LABRr1A1B1C__bin_86	0.0036013722	0.024622902	0.0042109974	0.0011306561	0.0017693994	0.003609426	0.00018400267	0.0018771989	0.00015860163	0.093677185	0.03669955	0.045713823	0.060536258	0.09041532	0.05912743	0.011838744	0.0113833845	0.02646169	0.007912115	0.046821557	0.0142939715	0.047729798	0.040510327	0.022208564	0.17428274	0.024474833	0.08802081	0.9745692	0.9123782	0.8652784	0.21076608	0.5244045	0.24063213	0.7911204	0.6995224	0.6547794	0.04278031	0.23043577	0.17842312	0.89257216	0.8019437	0.8359694	0.44204813	0.6644832	0.72591096	0.13787934	0.4265758	0.26857018	0.3639387	0.3618651	0.49165452	0.00671331	0.032727074	0.010741543	0.8702285	0.79682326	0.8580317	0.20768574	0.8058214	0.12490188	0.0067709265	0.02284669	0.002871557	0.00032463772	0.00028250917	0.9071251
CRr2D2E2F__bin_63	0.9086041	0.96518725	0.944203	0.202775	0.32302737	0.9729784	0.1749551	0.21393137	0.5223727	0.8790844	0.6824222	0.6082197	0.86325836	0.7557489	0.8126159	0.4658282	0.5478236	0.37230843	0.15864138	0.6767125	0.73667115	0.9752579	0.97994554	0.9952404	0.19593056	0.119092606	0.19385122	0.64901006	0.65937996	0.6785199	0.96515566	0.93816054	0.92349946	0.66014135	0.94190073	0.89519346	0.97587293	0.9484986	0.9818022	0.37009138	0.6138257	0.5303431	0.056563832	0.2274857	0.18800558	0.13501891	0.11935549	0.1607801	0.20503539	0.14318053	0.084703796	0.20232573	0.72671473	0.7272465	0.15078624	0.52237517	0.27213976	0.97161007	0.5876196	0.17523874	0.37157342	0.09258987	0.101320215	0.19467708	0.044507593	0.7860629
LASYr2D2E2F__bin_98	0.86281127	0.89707243	0.9168366	0.11393223	0.258546	0.8564103	0.100818574	0.1149434	0.12056995	0.7009746	0.36026844	0.6164722	0.6595033	0.48512462	0.460845	0.41698253	0.45466542	0.29606003	0.44465023	0.212568	0.46319968	0.6943806	0.85951084	0.878965	0.11572062	0.17763504	0.2624178	0.3513458	0.3493443	0.61634856	0.54039997	0.3627062	0.781738	0.7525014	0.77560854	0.81162465	0.95161283	0.96048146	0.77857196	0.29012114	0.4791531	0.43506643	0.07339745	0.15949832	0.16913997	0.09757011	0.14994767	0.17037602	0.18962047	0.11264151	0.08428204	0.4828318	0.23785746	0.31393254	0.17373651	0.3298671	0.24826	0.8822771	0.2648364	0.22503713	0.3977268	0.08757189	0.13690348	0.05026725	0.028403543	0.7384743
SEr3G3H3I__bin_84	0.032919027	0.030888021	0.03531573	0.00223638	0.0014542559	0.005547927	0.00017209168	0.018871233	0.0007492482	0.19847082	0.045287307	0.2695439	0.110826634	0.20697719	0.06807362	0.0022587033	0.004483719	0.0015877893	0.07214863	0.10601253	0.15099828	0.30148312	0.75152236	0.07697247	0.6227393	0.2564568	0.5249588	0.37674198	0.29656997	0.47149792	0.24676973	0.21147063	0.1800558	0.46072394	0.42459157	0.60982597	0.017525345	0.0009773509	0.01715275	0.5109503	0.0032368659	0.92845327	0.26837537	0.20789081	0.21230106	0.17443562	0.30142912	0.13391614	0.054242972	0.21475945	0.44165665	0.0576775	0.07590745	0.15303902	0.11560299	0.01895809	0.09930623	0.1520365	0.9346376	0.57978743	0.75068057	0.77890277	0.015355935	0.99771655	0.9985076	0.999349
MHr2D2E2F__bin_102	0.0063570947	0.00673589	0.010603758	0.026239455	0.008701914	0.0076618	0.107794695	0.08707987	0.14140272	0.0088362545	0.008456515	0.009297479	0.0073748715	0.006117359	0.008168958	0.015029435	0.014916489	0.018017955	0.0077391947	0.007848995	0.013739202	0.0065332786	0.0064860866	0.0070958086	0.012308337	0.013585671	0.007810298	0.0075740223	0.0058040028	0.008699083	0.016989168	0.014136875	0.018890066	0.0068733767	0.01613027	0.009763737	0.012208919	0.019496642	0.021776967	0.010745019	0.014125863	0.007277656	0.005016209	0.008081495	0.009534383	0.0074840426	0.005410735	0.010310851	0.011700188	0.010162039	0.007147091	0.008618227	0.0083464	0.0104530575	0.9973022	0.9854016	0.95859677	0.04187767	0.020219626	0.006709148	0.0066050105	0.004997961	0.013930487	0.00751047	0.0079767285	0.014088424
BAr1A1B1C__bin_60	0.85540456	0.91762966	0.99659646	0.66943336	0.9503517	0.8629602	0.087962694	0.099454686	0.48543233	0.20114857	0.04837747	0.0677611	0.024770182	0.032710638	0.026096191	0.022307424	0.022432037	0.01671183	0.5543073	0.3659515	0.83685553	0.07104074	0.08759845	0.6809574	0.10332945	0.24906753	0.22812222	0.04765114	0.059017677	0.015626412	0.054599848	0.024449235	0.121810205	0.035474557	0.1818537	0.16736308	0.03698047	0.10150043	0.21490327	0.009614279	0.016089363	0.013644235	0.05096772	0.06745623	0.10160285	0.097326554	0.0120456135	0.033281174	0.03658144	0.09933259	0.013876311	0.4163451	0.436477	0.54654527	0.012958683	0.026626186	0.023777954	0.11240258	0.07251919	0.17212115	0.016679326	0.011469323	0.023124665	0.014187544	0.012749875	0.037401322
CRr1A1B1C__bin_31	0.15726191	0.056540918	0.17753392	0.22508258	0.13757268	0.07712603	0.065113574	0.06055835	0.058852363	0.35201886	0.3552071	0.3481468	0.3739554	0.22903071	0.49226236	0.16482179	0.23312585	0.57480586	0.9237465	0.54960465	0.93676335	0.16851026	0.29170108	0.19342557	0.095569044	0.81527466	0.554348	0.18355814	0.26184168	0.5380118	0.038090788	0.08205295	0.15882996	0.09339358	0.49382234	0.254874	0.11642063	0.5454535	0.3028183	0.07349552	0.26190546	0.030042008	0.2358281	0.20950404	0.277259	0.415577	0.046245445	0.26866138	0.19177528	0.28394985	0.18911739	0.86311597	0.70018893	0.9100278	0.022229582	0.17927359	0.14055985	0.8442343	0.11950882	0.42133182	0.17526166	0.051334903	0.07445131	0.03525547	0.030279983	0.71606636
SEr3G3H3I__bin_195	0.031166114	0.019499794	0.053968064	0.009625124	0.029114459	0.011139477	0.012715308	0.013334583	0.015186003	0.02416218	0.027591141	0.032076348	0.03521435	0.031246377	0.030033872	0.021906022	0.02939325	0.027577052	0.03531468	0.09356943	0.06631002	0.026157266	0.029839188	0.059033055	0.055396605	0.045534957	0.071737476	0.041299723	0.03868237	0.02722013	0.046590775	0.08173809	0.07446604	0.066519	0.0995265	0.065100074	0.0849728	0.027924793	0.07808499	0.060526486	0.029070057	0.03674599	0.025848161	0.060312804	0.04686295	0.021081176	0.030229408	0.02522419	0.039592605	0.035263658	0.047257014	0.031401996	0.08416994	0.08948554	0.09791673	0.06541686	0.06710988	0.07178038	0.07333252	0.09384352	0.08764309	0.2385773	0.11539945	0.39884695	0.7197093	0.9940408
MGr3G3H3I__bin_81	0.0008599154	0.000963727	0.0018491789	0.0015854863	0.0012063242	0.0011635782	0.0013767529	0.0024143138	0.0012918161	0.014021784	0.0011657987	0.0027368513	0.0045344024	0.003016088	0.001927454	0.0011891148	0.0012107653	0.0017220514	0.0012146513	0.0034163457	0.0029428091	0.00087990053	0.0023904426	0.0014750131	0.0040386603	0.0029411437	0.0018736052	0.034379408	0.024328556	0.014241065	0.0014822299	0.0020162768	0.0018314144	0.0063008647	0.00526719	0.005380439	0.0004818635	0.00080551143	0.0013234592	0.027869252	0.016033065	0.03408851	0.11270554	0.31952047	0.036277995	0.17084171	0.5650271	0.29463178	0.40709528	0.85048133	0.9981064	0.0011868943	0.0029838898	0.0026707896	0.8025265	0.25872627	0.15624924	0.0019080241	0.04535568	0.0025930696	0.0032764499	0.0017797862	0.0023687922	0.0013989585	0.0016609858	0.021321349
LABRr1A1B1C__bin_26	0.07022283	0.12991714	0.0873909	0.023898067	0.13572876	0.052762184	0.016386129	0.023039216	0.015655812	0.0824274	0.14673078	0.13592143	0.17007843	0.075665966	0.089656204	0.083354734	0.0915883	0.10651098	0.06225988	0.17545384	0.24125466	0.42893225	0.09509142	0.042792264	0.115421206	0.0881253	0.10165072	0.9980955	0.9980191	0.9833857	0.08156727	0.06207283	0.06654646	0.3486342	0.51785964	0.44067377	0.042730168	0.077161096	0.08280457	0.3967633	0.9259237	0.6331506	0.77020067	0.94959843	0.93046504	0.88636726	0.27498695	0.1306564	0.27175906	0.31314743	0.06784815	0.058615703	0.1580949	0.19354899	0.22957675	0.5914604	0.58068377	0.5464325	0.84367925	0.08849199	0.020741453	0.061205544	0.1223007	0.018323077	0.016755886	0.99064845
LAWAr2D2E2F__bin_98	0.088394366	0.19869657	0.055070985	0.03947259	0.082589194	0.12479191	0.4152268	0.37134677	0.39150855	0.49390042	0.50765014	0.42795235	0.18056248	0.0832209	0.2629489	0.41787767	0.5112929	0.44732627	0.48363608	0.85446745	0.71446776	0.6209758	0.5894244	0.48097792	0.38112172	0.8089105	0.6053664	0.90258557	0.8882198	0.8158203	0.6930988	0.67878664	0.8018986	0.9604803	0.95764345	0.88756996	0.34965253	0.6464436	0.47457206	0.983512	0.7610139	0.9819967	0.35821033	0.68343157	0.5440427	0.11566142	0.3374805	0.2907734	0.5612629	0.30342224	0.20700163	0.48683378	0.82839185	0.66181815	0.7627474	0.79072005	0.7138474	0.68639797	0.92738533	0.5216877	0.2651168	0.58074707	0.6903761	0.6231265	0.5915635	0.91283005
BAr1A1B1C__bin_67	0.96084166	0.3533983	0.94731957	0.114940554	0.445336	0.46815363	0.127541	0.11440277	0.2822087	0.0445333	0.026144205	0.041321576	0.023144085	0.030640509	0.012693669	0.025356855	0.030554371	0.03032018	0.12934051	0.15819716	0.2726239	0.0855932	0.070595585	0.17694755	0.24234726	0.23357156	0.11444836	0.045291122	0.041670483	0.0109009715	0.015637182	0.009438808	0.017373813	0.030694667	0.035411417	0.027946973	0.014750086	0.013754128	0.017589362	0.0070458692	0.007813215	0.01169458	0.021596735	0.053268038	0.037513968	0.104371615	0.011708325	0.030633297	0.047874436	0.052365974	0.013089793	0.11058781	0.15537137	0.11883036	0.013196751	0.017331766	0.016423715	0.024565559	0.03817109	0.09504888	0.020747062	0.01191911	0.032719105	0.018995732	0.013148034	0.036057383
MHr2D2E2F__bin_126	0.14396317	0.099714324	0.13515106	0.23041183	0.09374203	0.10017232	0.2976281	0.36587104	0.29150522	0.24969523	0.21827847	0.2922554	0.23986949	0.19386916	0.2613015	0.34304187	0.34751645	0.33327338	0.25715196	0.1259271	0.17920655	0.095549114	0.23769383	0.08342445	0.094715536	0.21475783	0.16519383	0.18911736	0.18730472	0.18443663	0.1258372	0.1646614	0.25307885	0.09314748	0.2770877	0.11761262	0.19017425	0.29268223	0.14446007	0.14475034	0.27919856	0.097863734	0.045015227	0.070886746	0.07827726	0.051457368	0.040040843	0.05845007	0.071101844	0.1127122	0.074287996	0.24830554	0.14111127	0.1548852	0.9934566	0.99099284	0.98942554	0.2374722	0.29760343	0.12648009	0.15683874	0.05925609	0.11532241	0.08959107	0.07242169	0.261141
MGr1A1B1C__bin_132	0.0144898	0.042934865	0.023816796	0.0032917222	0.0068878573	0.006471793	0.0034866147	0.005742793	0.003231777	0.016071524	0.008076815	0.009735958	0.010383563	0.010403166	0.007881355	0.0054304255	0.0044713044	0.004495737	0.12772004	0.567169	0.46697256	0.018798457	0.02481086	0.01737881	0.10926407	0.054235645	0.066106044	0.76391774	0.57477933	0.6868124	0.010262962	0.012180353	0.011960459	0.63027465	0.20349145	0.23400788	0.007294262	0.0070206737	0.011434306	0.47039622	0.02708238	0.79570967	0.9946795	0.9685254	0.93357563	0.96029633	0.74719536	0.6863997	0.03713667	0.7287327	0.5079113	0.09278685	0.41668248	0.30587462	0.27377787	0.09198086	0.13811398	0.020314697	0.27216363	0.07220027	0.010322197	0.0130467145	0.011353906	0.015628472	0.017105648	0.83187217
LABRr1A1B1C__bin_96	0.033093106	0.10524716	0.499111	0.0032176976	0.06896856	0.00820149	0.00037756673	0.0067282743	0.0007202879	0.37527794	0.044114437	0.069756776	0.233892	0.06854556	0.12042702	0.009577227	0.0040672226	0.006024747	0.2655679	0.27839723	0.4522892	0.051810447	0.15326606	0.123550765	0.10769606	0.09366962	0.16174632	0.9135531	0.8049259	0.7357439	0.4879507	0.5792989	0.29474464	0.85648674	0.7809284	0.84448576	0.2885558	0.37380517	0.5489604	0.7604436	0.32383624	0.9301378	0.10420179	0.19052607	0.22439857	0.053860597	0.087258935	0.053145163	0.09383591	0.09491392	0.07837685	0.28732958	0.30196384	0.41383561	0.095444985	0.19455007	0.083571926	0.5651481	0.9033972	0.15173241	0.021710968	0.059447348	0.007228462	0.021792568	0.015356291	0.84172016
LAWAr2D2E2F__bin_95	0.03236324	0.20070286	0.032438226	0.0124530345	0.027068868	0.012131944	0.00794561	0.0101860035	0.0054440587	0.056256816	0.015751665	0.05380709	0.026551476	0.054999962	0.016652107	0.038371883	0.01752823	0.0050757746	0.029449105	0.07076813	0.09823047	0.025166648	0.030738968	0.018470366	0.051749103	0.054442324	0.037701618	0.98083997	0.92930454	0.87081254	0.011736734	0.032982256	0.014830377	0.9637139	0.9956628	0.9963493	0.023906317	0.007894652	0.016318278	0.97106075	0.23774204	0.9987553	0.41275564	0.1913264	0.06378174	0.8107652	0.9431922	0.5255944	0.1811482	0.658071	0.7783174	0.025012907	0.05697312	0.05474633	0.5790358	0.07836167	0.22856939	0.13095851	0.95206517	0.054700006	0.03466733	0.027563099	0.021664476	0.034259092	0.03349299	0.9069087
CRr3G3H3I__bin_43	0.2477112	0.6462345	0.46607703	0.12690495	0.9639927	0.8026802	0.16578113	0.47835487	0.22495753	0.15687655	0.089472696	0.2559682	0.07528646	0.06327434	0.07352406	0.2273836	0.32080692	0.2360226	0.2202621	0.93058515	0.6644065	0.9704287	0.9469818	0.99069077	0.99572265	0.9940142	0.9952574	0.035477012	0.036334697	0.03800841	0.06157358	0.06649074	0.06582505	0.06937674	0.1729018	0.040392157	0.07752188	0.072604895	0.0881037	0.03285575	0.05235103	0.049567	0.98857427	0.99282205	0.99190557	0.98793125	0.99098843	0.99155855	0.9930364	0.9918495	0.89025414	0.22213754	0.9358104	0.6021227	0.04709792	0.08288519	0.07124211	0.059314642	0.18780528	0.99403095	0.9736508	0.9853006	0.9824613	0.056056246	0.064025186	0.109698676
MGr1A1B1C__bin_10	0.34486768	0.6766507	0.63285494	0.012274156	0.011077612	0.016459916	0.008142183	0.012177977	0.008428106	0.13213594	0.008322775	0.009738945	0.15368122	0.089391634	0.022295102	0.007412527	0.007925732	0.0068701883	0.34309873	0.76117134	0.72215134	0.9585394	0.7345433	0.45719612	0.09164671	0.724838	0.21084009	0.060663722	0.05487261	0.04545059	0.031455103	0.030964497	0.025939643	0.09747966	0.08959053	0.09516164	0.038509995	0.010995252	0.020243403	0.02744116	0.03292114	0.03287725	0.5933628	0.9951918	0.9696204	0.4853942	0.5997878	0.7171926	0.9469081	0.2304827	0.16121683	0.48842543	0.65336674	0.59205943	0.03753401	0.04339814	0.034640413	0.021831574	0.03864446	0.2908377	0.007986988	0.009036182	0.010553761	0.0071454663	0.008496832	0.06269955
MGr3G3H3I__bin_147	0.03996577	0.069194205	0.050544806	0.021592554	0.034339577	0.051999025	0.0337696	0.034236204	0.02943544	0.06663242	0.27508035	0.27900985	0.16032864	0.21707326	0.2903998	0.36544326	0.33133894	0.5045444	0.037005257	0.05589767	0.051523615	0.073999375	0.08350219	0.057920832	0.06605596	0.06483362	0.059320644	0.067684546	0.07172361	0.038352992	0.29093635	0.3151969	0.7980791	0.032252423	0.23030035	0.06413902	0.06598834	0.09680572	0.28041017	0.040497664	0.06344443	0.035765037	0.24942853	0.34225634	0.53661364	0.31522724	0.71174955	0.8117679	0.89356506	0.9669659	0.28077546	0.03752264	0.04966264	0.04153891	0.06951132	0.06762599	0.069634125	0.040594816	0.04157259	0.0658873	0.046229042	0.07511005	0.0860562	0.044498384	0.05028158	0.06665547
BOr1A1B1C__bin_33	0.2820222	0.10686835	0.18639776	0.041268483	0.710973	0.24253182	0.030845724	0.042781655	0.03872713	0.47547114	0.9342601	0.8600707	0.8778911	0.45254713	0.61729306	0.62379164	0.6968422	0.7391055	0.13064018	0.49487138	0.76970327	0.11166946	0.10355071	0.14046519	0.11349817	0.14523083	0.120969154	0.12911609	0.12655565	0.105592825	0.485351	0.19369385	0.27116054	0.122960955	0.59318084	0.17560703	0.2765794	0.32956767	0.26006272	0.087268956	0.13522637	0.09967563	0.08182524	0.15801397	0.14970274	0.07584681	0.04987586	0.055450827	0.07360434	0.09260628	0.062379528	0.12785876	0.4639535	0.6852409	0.05186614	0.09374298	0.08714619	0.16032101	0.10975162	0.09767868	0.13962615	0.47512254	0.7622035	0.19075541	0.1701921	0.3650778
MGr2D2E2F__bin_9	0.031093376	0.3468143	0.05473766	0.008071325	0.0034713692	0.0027464707	0.0002008	0.0005874357	0.00018409567	0.28270587	0.0046893936	0.17367738	0.03674118	0.124079786	0.012137437	0.0014518849	0.0014915577	0.00044092478	0.011533298	0.04982137	0.027063804	0.05668789	0.026951049	0.031925112	0.11612017	0.01014997	0.014808391	0.10692165	0.087747514	0.07955334	0.0032928416	0.0022898857	0.00019905997	0.5995067	0.39733204	0.46233833	0.0004562371	0.0011734794	0.0009382267	0.18773547	0.005001208	0.96732354	0.9847827	0.35484144	0.09016616	0.971683	0.927261	0.90487194	0.018604798	0.7553988	0.96966386	0.012761762	0.040567167	0.024426606	0.0034724132	0.0012382086	0.0010172243	0.01583536	0.09261683	0.035627905	0.034578316	0.0067485506	0.0011578191	0.010213655	0.008215051	0.12550591
