Map,Metabolism,Pathway,KOs
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20569
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20570
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20571
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20572
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20573
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20574
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20575
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20576
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20577
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20578
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20579
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20580
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20581
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20582
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20583
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20584
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20585
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20586
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20587
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20588
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20589
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20590
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20591
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20592
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20593
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20594
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20595
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20596
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20597
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",K20598
map00524,Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K00973
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K01710
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K19969
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K19974
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K19978
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K19979
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K20424
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K20425
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K20426
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K20427
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K20428
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K20430
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K20431
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K20432
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K20433
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K20434
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K20435
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K20436
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K20437
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K20438
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K20439
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K20440
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K20441
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K20442
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K20443
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K21036
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,K23144
map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,
map00231,Biosynthesis of other secondary metabolites,Puromycin biosynthesis,K12628
map00231,Biosynthesis of other secondary metabolites,Puromycin biosynthesis,K12629
map00231,Biosynthesis of other secondary metabolites,Puromycin biosynthesis,K12630
map00231,Biosynthesis of other secondary metabolites,Puromycin biosynthesis,K12631
map00231,Biosynthesis of other secondary metabolites,Puromycin biosynthesis,K12632
map00231,Biosynthesis of other secondary metabolites,Puromycin biosynthesis,K12633
map00231,Biosynthesis of other secondary metabolites,Puromycin biosynthesis,K12634
map00231,Biosynthesis of other secondary metabolites,Puromycin biosynthesis,K12635
map00231,Biosynthesis of other secondary metabolites,Puromycin biosynthesis,K12636
map00231,Biosynthesis of other secondary metabolites,Puromycin biosynthesis,
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K00210
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K00220
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K00812
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K00813
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K00815
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K00817
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K00832
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K00838
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K04517
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K11358
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K12701
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K12702
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K12703
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K12704
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K12705
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K12707
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K12708
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K12709
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K12711
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K12712
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K12713
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K12714
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K12719
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K12720
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K12721
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K12722
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K12723
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K12724
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K14187
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,K17626
map00401,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K14132
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K14134
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K14257
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K14266
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K16438
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K17475
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K17825
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K17826
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K17827
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K18279
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K18280
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K18281
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K19884
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K19885
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K19886
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K19887
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K19888
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K19889
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K19981
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K19982
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K20075
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K20076
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K20077
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K20078
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K20079
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K20080
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K20081
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K20082
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K20085
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K20086
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K20087
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K20088
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K20089
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,K20090
map00404,Biosynthesis of other secondary metabolites,Staurosporine biosynthesis,
map00405,Biosynthesis of other secondary metabolites,Phenazine biosynthesis,K01657
map00405,Biosynthesis of other secondary metabolites,Phenazine biosynthesis,K01658
map00405,Biosynthesis of other secondary metabolites,Phenazine biosynthesis,K06998
map00405,Biosynthesis of other secondary metabolites,Phenazine biosynthesis,K13063
map00405,Biosynthesis of other secondary metabolites,Phenazine biosynthesis,K17940
map00405,Biosynthesis of other secondary metabolites,Phenazine biosynthesis,K18000
map00405,Biosynthesis of other secondary metabolites,Phenazine biosynthesis,K18001
map00405,Biosynthesis of other secondary metabolites,Phenazine biosynthesis,K18002
map00405,Biosynthesis of other secondary metabolites,Phenazine biosynthesis,K18003
map00405,Biosynthesis of other secondary metabolites,Phenazine biosynthesis,K20257
map00405,Biosynthesis of other secondary metabolites,Phenazine biosynthesis,K20260
map00405,Biosynthesis of other secondary metabolites,Phenazine biosynthesis,K20261
map00405,Biosynthesis of other secondary metabolites,Phenazine biosynthesis,K20262
map00405,Biosynthesis of other secondary metabolites,Phenazine biosynthesis,K20940
map00405,Biosynthesis of other secondary metabolites,Phenazine biosynthesis,K21103
map00405,Biosynthesis of other secondary metabolites,Phenazine biosynthesis,K21338
map00405,Biosynthesis of other secondary metabolites,Phenazine biosynthesis,
map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis,K00059
map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis,K00208
map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis,K00645
map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis,K21428
map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis,K21778
map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis,K21779
map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis,K21780
map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis,K21781
map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis,K21782
map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis,K21783
map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis,K21784
map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis,K21785
map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis,K21786
map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis,K21787
map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis,K21788
map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis,K21789
map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis,K21790
map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis,K21791
map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis,K21792
map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis,K21793
map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis,
map00254,Biosynthesis of other secondary metabolites,Aflatoxin biosynthesis,K01946
map00254,Biosynthesis of other secondary metabolites,Aflatoxin biosynthesis,K11262
map00254,Biosynthesis of other secondary metabolites,Aflatoxin biosynthesis,K15316
map00254,Biosynthesis of other secondary metabolites,Aflatoxin biosynthesis,K17643
map00254,Biosynthesis of other secondary metabolites,Aflatoxin biosynthesis,K17644
map00254,Biosynthesis of other secondary metabolites,Aflatoxin biosynthesis,K17645
map00254,Biosynthesis of other secondary metabolites,Aflatoxin biosynthesis,K17646
map00254,Biosynthesis of other secondary metabolites,Aflatoxin biosynthesis,K17647
map00254,Biosynthesis of other secondary metabolites,Aflatoxin biosynthesis,K17648
map00254,Biosynthesis of other secondary metabolites,Aflatoxin biosynthesis,K17649
map00254,Biosynthesis of other secondary metabolites,Aflatoxin biosynthesis,K17650
map00254,Biosynthesis of other secondary metabolites,Aflatoxin biosynthesis,K17651
map00254,Biosynthesis of other secondary metabolites,Aflatoxin biosynthesis,K17652
map00254,Biosynthesis of other secondary metabolites,Aflatoxin biosynthesis,
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K01957
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K02078
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K09460
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K12250
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K13037
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K14245
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K14246
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K15907
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K17476
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K17747
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K17876
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K18056
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K18057
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K18091
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K18652
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K18653
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K18654
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K19546
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K19547
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K19548
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K19549
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K19550
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K19650
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K19723
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K19724
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K19725
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K19726
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K19727
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K19741
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K19834
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K19835
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K21202
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K21203
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K21204
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K21205
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K21207
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K21271
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K21272
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K21477
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K21568
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K21721
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K21949
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K22113
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K22114
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K22269
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K22598
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K22798
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K22799
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K22800
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K22801
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K22802
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K23371
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K23646
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,K23647
map00998,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - other antibiotics,
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K00487
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K00588
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K01904
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K17835
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K18287
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K18383
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K20204
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K20501
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K20502
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K20503
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K20508
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K20980
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K20981
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K20982
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K20983
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K20984
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K20985
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K21354
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K21371
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K21721
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K21898
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K21949
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K22458
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K23371
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K23372
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K23373
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K23374
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K23375
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K23446
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K23447
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K23665
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K23666
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K23667
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K23668
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K23669
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K23670
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K23671
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K23672
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,K23673
map00999,Biosynthesis of other secondary metabolites,Biosynthesis of secondary metabolites - unclassified,
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K00074
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K00217
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K00252
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K00446
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K00448
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K00449
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K00481
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K00626
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K00632
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K01031
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K01032
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K01055
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K01075
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K01607
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K01615
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K01617
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K01666
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K01692
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K01782
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K01821
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K01825
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K01856
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K01857
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K02554
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K03268
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K03381
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K03464
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K04073
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K04098
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K04100
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K04101
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K04105
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K04107
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K04108
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K04109
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K04110
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K04112
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K04113
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K04114
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K04115
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K04116
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K04117
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K04118
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K05549
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K05550
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K05783
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K05784
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K07104
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K07516
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K07534
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K07535
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K07536
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K07537
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K07538
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K07539
