Map,Metabolism,Pathway,KOs
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K07823
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K07824
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K10216
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K10217
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K10218
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K10219
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K10220
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K10221
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K10621
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K10622
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K13767
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K14333
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K14334
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K14727
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K15511
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K15512
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K15513
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K15514
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K15766
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K15767
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K16173
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K16242
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K16243
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K16244
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K16245
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K16246
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K16249
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K16268
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K16269
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K16514
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K16515
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K18089
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K18090
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K18364
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K18365
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K18366
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K19065
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K19066
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K19067
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K19515
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K19516
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K20458
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K20509
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K20941
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K20942
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K20943
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K20944
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K22270
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K22553
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K23351
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,K23352
map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation,
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K00141
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K00493
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K01034
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K01035
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K01101
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K01426
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K01501
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K01512
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K01576
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K01612
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K01692
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K01721
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K01781
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K01865
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K03186
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K03380
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K03862
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K03863
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K04099
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K04100
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K04101
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K04105
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K04107
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K04108
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K04109
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K04110
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K05599
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K05600
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K07511
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K07514
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K07515
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K07824
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K08295
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K09461
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K10215
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K10219
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K10221
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K11311
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K14333
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K14338
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K14578
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K14579
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K14580
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K14581
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K15054
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K15055
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K15056
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K15057
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K15058
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K15059
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K15060
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K15061
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K15062
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K15063
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K15064
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K15065
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K15066
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K16239
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K16319
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K16320
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K18248
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K18249
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K18541
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K19709
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K20458
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K20712
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K20807
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K20990
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K21725
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K21726
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K21727
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K21759
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K21802
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K22958
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K22959
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K22960
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K23526
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K23527
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K23528
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,K23529
map00627,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,
map00364,Xenobiotics biodegradation and metabolism,Fluorobenzoate degradation,K00217
map00364,Xenobiotics biodegradation and metabolism,Fluorobenzoate degradation,K01061
map00364,Xenobiotics biodegradation and metabolism,Fluorobenzoate degradation,K01721
map00364,Xenobiotics biodegradation and metabolism,Fluorobenzoate degradation,K01856
map00364,Xenobiotics biodegradation and metabolism,Fluorobenzoate degradation,K01860
map00364,Xenobiotics biodegradation and metabolism,Fluorobenzoate degradation,K03381
map00364,Xenobiotics biodegradation and metabolism,Fluorobenzoate degradation,K03391
map00364,Xenobiotics biodegradation and metabolism,Fluorobenzoate degradation,K05549
map00364,Xenobiotics biodegradation and metabolism,Fluorobenzoate degradation,K05550
map00364,Xenobiotics biodegradation and metabolism,Fluorobenzoate degradation,K05783
map00364,Xenobiotics biodegradation and metabolism,Fluorobenzoate degradation,K05784
map00364,Xenobiotics biodegradation and metabolism,Fluorobenzoate degradation,K08686
map00364,Xenobiotics biodegradation and metabolism,Fluorobenzoate degradation,K14417
map00364,Xenobiotics biodegradation and metabolism,Fluorobenzoate degradation,K14418
map00364,Xenobiotics biodegradation and metabolism,Fluorobenzoate degradation,K20806
map00364,Xenobiotics biodegradation and metabolism,Fluorobenzoate degradation,K20807
map00364,Xenobiotics biodegradation and metabolism,Fluorobenzoate degradation,K20808
map00364,Xenobiotics biodegradation and metabolism,Fluorobenzoate degradation,K20809
map00364,Xenobiotics biodegradation and metabolism,Fluorobenzoate degradation,
map00625,Xenobiotics biodegradation and metabolism,Chloroalkane and chloroalkene degradation,K00001
map00625,Xenobiotics biodegradation and metabolism,Chloroalkane and chloroalkene degradation,K00114
map00625,Xenobiotics biodegradation and metabolism,Chloroalkane and chloroalkene degradation,K00121
