Genome,Domain,Phylum,Class,Order,Family,Genus
BAr3G3H3I__bin_95,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Palsa-1248
SEr2D2E2F__bin_46,Bacteria,Bacteroidota,Bacteroidia,AKYH767,Palsa-948_A,JABEUT01
LABRr1A1B1C__bin_36,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,JAKASW01,JAKASW01
LASCr2D2E2F__bin_32,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,JAKASW01,JAKASW01
SEr3G3H3I__bin_258,Bacteria,Planctomycetota,Brocadiia,,,
CRr3G3H3I__bin_11,Bacteria,Planctomycetota,Brocadiia,,,
MGr3G3H3I__bin_173,Bacteria,Planctomycetota,Brocadiia,,,
MGr1A1B1C__bin_31,Bacteria,Planctomycetota,Brocadiia,,,
LABRr1A1B1C__bin_94,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
BAr2D2E2F__bin_18,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
LASAr3G3H3I__bin_48,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
LASYr2D2E2F__bin_78,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
BOr3G3H3I__bin_12,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
BAr1A1B1C__bin_20,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
LASCr2D2E2F__bin_89,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
LASCr2D2E2F__bin_37,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
LAWAr2D2E2F__bin_38,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
MHr3G3H3I__bin_119,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
CRr3G3H3I__bin_62,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
CRr1A1B1C__bin_11,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
MHr1A1B1C__bin_120,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
SEr2D2E2F__bin_107,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
MHr2D2E2F__bin_46,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
MHr3G3H3I__bin_100,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
LASCr2D2E2F__bin_68,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
BOr2D2E2F__bin_7,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
LASAr3G3H3I__bin_123,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
LASYr2D2E2F__bin_93,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
LASYr2D2E2F__bin_46,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
MGr2D2E2F__bin_129,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,
SEr3G3H3I__bin_35,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,
CRr3G3H3I__bin_8,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,
SEr3G3H3I__bin_143,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,
LASCr2D2E2F__bin_59,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,
BOr2D2E2F__bin_82,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,
MGr3G3H3I__bin_90,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,
SEr3G3H3I__bin_103,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,
SEr3G3H3I__bin_195,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,
MHr2D2E2F__bin_42,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,JAFAMB01,JAFAMB01
CRr2D2E2F__bin_13,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA8199,PALSA-1440
MGr3G3H3I__bin_131,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA8199,PALSA-1440
MGr1A1B1C__bin_132,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA8199,
BAr1A1B1C__bin_27,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA8199,
SEr3G3H3I__bin_75,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA8199,
LAWAr2D2E2F__bin_156,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,
SEr2D2E2F__bin_123,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,
BOr3G3H3I__bin_50,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA7542
LASAr3G3H3I__bin_57,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA7542
LAWAr2D2E2F__bin_93,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA7542
LASCr2D2E2F__bin_97,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA7542
MHr3G3H3I__bin_23,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA7542
CRr1A1B1C__bin_115,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA7542
BAr1A1B1C__bin_41,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA7542
CRr3G3H3I__bin_38,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA7542
MHr3G3H3I__bin_27,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA7542
SEr2D2E2F__bin_73,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA7542
CRr2D2E2F__bin_124,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA7542
CRr3G3H3I__bin_30,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA7542
MGr2D2E2F__bin_6,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA7542
MHr3G3H3I__bin_13,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA7542
MGr3G3H3I__bin_53,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA7542
CRr1A1B1C__bin_76,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA7542
SEr3G3H3I__bin_68,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA7542
SEr3G3H3I__bin_206,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,
SEr3G3H3I__bin_235,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,
SEr2D2E2F__bin_178,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Palsa-1400,
LASAr3G3H3I__bin_43,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Palsa-1400,Palsa-1400
MHr3G3H3I__bin_66,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Palsa-1400,Palsa-1400
SEr2D2E2F__bin_43,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Palsa-1400,Palsa-1400
SEr3G3H3I__bin_261,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Palsa-1400,Palsa-1400
MGr2D2E2F__bin_77,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Palsa-1439,Palsa-1439,Palsa-1439
CRr3G3H3I__bin_98,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Palsa-1439,Palsa-1439,Palsa-1439
CRr1A1B1C__bin_49,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Palsa-1439,Palsa-1439,Palsa-1439
CRr2D2E2F__bin_62,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Palsa-1439,Palsa-1439,Palsa-1439
MHr1A1B1C__bin_97,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Palsa-1439,Palsa-1439,Palsa-1439
MGr1A1B1C__bin_45,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Palsa-1439,Palsa-1439,Palsa-1439
LASAr3G3H3I__bin_72,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Palsa-688,
CRr2D2E2F__bin_79,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Palsa-688,Fen-671
LASAr3G3H3I__bin_143,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Palsa-688,Fen-671
SEr2D2E2F__bin_181,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Palsa-688,Fen-671
SEr3G3H3I__bin_199,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Palsa-688,Fen-671
LASCr2D2E2F__bin_54,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,
MGr2D2E2F__bin_102,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,
MGr1A1B1C__bin_117,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,
MGr2D2E2F__bin_40,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,
CRr1A1B1C__bin_31,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,
MHr1A1B1C__bin_60,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,
LABRr1A1B1C__bin_78,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,
LASCr2D2E2F__bin_90,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,
BAr1A1B1C__bin_127,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,
SEr2D2E2F__bin_131,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,
MGr1A1B1C__bin_50,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455
BAr1A1B1C__bin_122,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455
CRr2D2E2F__bin_52,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455
BAr1A1B1C__bin_82,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455
CRr1A1B1C__bin_55,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455
CRr3G3H3I__bin_35,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455
MGr2D2E2F__bin_13,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455
MGr3G3H3I__bin_103,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455
SEr3G3H3I__bin_33,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455
MGr1A1B1C__bin_130,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455
LASAr3G3H3I__bin_49,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455
LABRr1A1B1C__bin_139,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455
LASCr2D2E2F__bin_25,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455
LAWAr2D2E2F__bin_130,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455
MHr3G3H3I__bin_73,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455
CRr2D2E2F__bin_57,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455
MGr2D2E2F__bin_118,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,
MGr1A1B1C__bin_84,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,
MGr3G3H3I__bin_125,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,
BAr2D2E2F__bin_7,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,
CRr3G3H3I__bin_42,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,
SEr2D2E2F__bin_140,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,
BAr1A1B1C__bin_135,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,
BAr2D2E2F__bin_96,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,
CRr1A1B1C__bin_104,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,
MHr1A1B1C__bin_13,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,
BOr3G3H3I__bin_5,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,,
LASAr3G3H3I__bin_94,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,,
CRr1A1B1C__bin_23,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,UBA8190,
MHr1A1B1C__bin_39,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,UBA8190,
MGr3G3H3I__bin_155,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-756
MHr1A1B1C__bin_22,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-756
MGr1A1B1C__bin_99,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-756
CRr3G3H3I__bin_51,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-756
MHr3G3H3I__bin_74,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-756
CRr2D2E2F__bin_58,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-756
CRr3G3H3I__bin_58,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-756
MHr1A1B1C__bin_83,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-756
MHr3G3H3I__bin_25,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-756
LASCr2D2E2F__bin_94,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,RAAP-2
BAr2D2E2F__bin_127,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,RAAP-2
BAr2D2E2F__bin_86,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,RAAP-2
BOr1A1B1C__bin_81,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,RAAP-2
LASCr2D2E2F__bin_86,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,
CRr3G3H3I__bin_99,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,
LASYr2D2E2F__bin_118,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,
LASAr3G3H3I__bin_15,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,
SEr2D2E2F__bin_129,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,
BAr2D2E2F__bin_26,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473
SEr3G3H3I__bin_100,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473
BAr3G3H3I__bin_98,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473
BAr2D2E2F__bin_27,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473
MHr1A1B1C__bin_37,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473
BAr3G3H3I__bin_85,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473
CRr1A1B1C__bin_85,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473
MHr1A1B1C__bin_12,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473
BOr1A1B1C__bin_6,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473
BOr3G3H3I__bin_97,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473
SEr2D2E2F__bin_66,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473
CRr3G3H3I__bin_52,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473
MHr3G3H3I__bin_49,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473
CRr1A1B1C__bin_125,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473
MHr1A1B1C__bin_10,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473
MGr3G3H3I__bin_142,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473
LAWAr2D2E2F__bin_49,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473
SEr2D2E2F__bin_154,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473
MGr2D2E2F__bin_4,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473
BAr3G3H3I__bin_81,Bacteria,Actinomycetota,Acidimicrobiia,IMCC26256,PALSA-610,
BOr1A1B1C__bin_87,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,
MHr1A1B1C__bin_4,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,
CRr1A1B1C__bin_71,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,
CRr2D2E2F__bin_89,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,
MGr1A1B1C__bin_51,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,
CRr3G3H3I__bin_97,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,
MHr3G3H3I__bin_16,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,
MGr1A1B1C__bin_5,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,
MGr2D2E2F__bin_106,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,
MGr3G3H3I__bin_97,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,
LASYr2D2E2F__bin_36,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Chersky-822
MGr3G3H3I__bin_79,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,
MGr1A1B1C__bin_138,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,
MGr2D2E2F__bin_105,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,
SEr2D2E2F__bin_31,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,
BAr2D2E2F__bin_87,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,
MHr3G3H3I__bin_111,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,
CRr3G3H3I__bin_43,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,
CRr2D2E2F__bin_18,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,
BAr2D2E2F__bin_2,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,
MHr2D2E2F__bin_106,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,
MHr2D2E2F__bin_133,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,
BOr1A1B1C__bin_27,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Bog-532
CRr1A1B1C__bin_117,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Bog-532
MHr1A1B1C__bin_59,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Bog-532
BAr1A1B1C__bin_19,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Bog-532
CRr2D2E2F__bin_63,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Bog-532
MHr3G3H3I__bin_40,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Bog-532
BOr1A1B1C__bin_77,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Bog-532
LAWAr2D2E2F__bin_112,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Bog-532
BAr3G3H3I__bin_54,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
CRr1A1B1C__bin_120,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
BOr2D2E2F__bin_74,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
LABRr1A1B1C__bin_44,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
MGr1A1B1C__bin_71,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
MGr3G3H3I__bin_13,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
MGr2D2E2F__bin_108,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
BAr1A1B1C__bin_132,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
CRr2D2E2F__bin_34,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
LASAr3G3H3I__bin_125,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
LASYr2D2E2F__bin_54,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
LABRr1A1B1C__bin_31,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MGr1A1B1C__bin_69,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
LASYr2D2E2F__bin_82,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MHr2D2E2F__bin_40,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
BOr1A1B1C__bin_48,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
LASCr2D2E2F__bin_144,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
LASAr3G3H3I__bin_128,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
LASYr2D2E2F__bin_6,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
BAr1A1B1C__bin_61,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MGr3G3H3I__bin_70,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MHr3G3H3I__bin_86,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
CRr3G3H3I__bin_131,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MGr1A1B1C__bin_101,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
CRr1A1B1C__bin_57,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MGr2D2E2F__bin_132,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
SEr2D2E2F__bin_119,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
CRr2D2E2F__bin_4,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
LAWAr2D2E2F__bin_75,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MHr1A1B1C__bin_51,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
LASAr3G3H3I__bin_28,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MHr2D2E2F__bin_41,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
LASYr2D2E2F__bin_106,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MGr1A1B1C__bin_68,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MHr1A1B1C__bin_34,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
SEr2D2E2F__bin_147,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MGr2D2E2F__bin_114,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MHr3G3H3I__bin_118,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
CRr2D2E2F__bin_82,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
CRr1A1B1C__bin_129,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
LABRr1A1B1C__bin_80,Bacteria,Actinomycetota,Thermoleophilia,UBA2241,UBA2241,Bog-752
