"","BAr1A Covered Fraction","BAr1A Read Count","BAr1A Trimmed Mean","BAr1B Covered Fraction","BAr1B Read Count","BAr1B Trimmed Mean","BAr1C Covered Fraction","BAr1C Read Count","BAr1C Trimmed Mean","BAr2D Covered Fraction","BAr2D Read Count","BAr2D Trimmed Mean","BAr2E Covered Fraction","BAr2E Read Count","BAr2E Trimmed Mean","BAr2F Covered Fraction","BAr2F Read Count","BAr2F Trimmed Mean","BAr3G Covered Fraction","BAr3G Read Count","BAr3G Trimmed Mean","BAr3H Covered Fraction","BAr3H Read Count","BAr3H Trimmed Mean","BAr3I Covered Fraction","BAr3I Read Count","BAr3I Trimmed Mean","BOr1A Covered Fraction","BOr1A Read Count","BOr1A Trimmed Mean","BOr1B Covered Fraction","BOr1B Read Count","BOr1B Trimmed Mean","BOr1C Covered Fraction","BOr1C Read Count","BOr1C Trimmed Mean","BOr2D Covered Fraction","BOr2D Read Count","BOr2D Trimmed Mean","BOr2E Covered Fraction","BOr2E Read Count","BOr2E Trimmed Mean","BOr2F Covered Fraction","BOr2F Read Count","BOr2F Trimmed Mean","BOr3G Covered Fraction","BOr3G Read Count","BOr3G Trimmed Mean","BOr3H Covered Fraction","BOr3H Read Count","BOr3H Trimmed Mean","BOr3I Covered Fraction","BOr3I Read Count","BOr3I Trimmed Mean","CRr1A Covered Fraction","CRr1A Read Count","CRr1A Trimmed Mean","CRr1B Covered Fraction","CRr1B Read Count","CRr1B Trimmed Mean","CRr1C Covered Fraction","CRr1C Read Count","CRr1C Trimmed Mean","CRr2D Covered Fraction","CRr2D Read Count","CRr2D Trimmed Mean","CRr2E Covered Fraction","CRr2E Read Count","CRr2E Trimmed Mean","CRr2F Covered Fraction","CRr2F Read Count","CRr2F Trimmed Mean","CRr3G Covered Fraction","CRr3G Read Count","CRr3G Trimmed Mean","CRr3H Covered Fraction","CRr3H Read Count","CRr3H Trimmed Mean","CRr3I Covered Fraction","CRr3I Read Count","CRr3I Trimmed Mean","LABRr1A Covered Fraction","LABRr1A Read Count","LABRr1A Trimmed Mean","LABRr1B Covered Fraction","LABRr1B Read Count","LABRr1B Trimmed Mean","LABRr1C Covered Fraction","LABRr1C Read Count","LABRr1C Trimmed Mean","LASAr3G Covered Fraction","LASAr3G Read Count","LASAr3G Trimmed Mean","LASAr3H Covered Fraction","LASAr3H Read Count","LASAr3H Trimmed Mean","LASAr3I Covered Fraction","LASAr3I Read Count","LASAr3I Trimmed Mean","LASCr2D Covered Fraction","LASCr2D Read Count","LASCr2D Trimmed Mean","LASCr2E Covered Fraction","LASCr2E Read Count","LASCr2E Trimmed Mean","LASCr2F Covered Fraction","LASCr2F Read Count","LASCr2F Trimmed Mean","MGr1A Covered Fraction","MGr1A Read Count","MGr1A Trimmed Mean","MGr1B Covered Fraction","MGr1B Read Count","MGr1B Trimmed Mean","MGr1C Covered Fraction","MGr1C Read Count","MGr1C Trimmed Mean","MGr2D Covered Fraction","MGr2D Read Count","MGr2D Trimmed Mean","MGr2E Covered Fraction","MGr2E Read Count","MGr2E Trimmed Mean","MGr2F Covered Fraction","MGr2F Read Count","MGr2F Trimmed Mean","MGr3G Covered Fraction","MGr3G Read Count","MGr3G Trimmed Mean","MGr3H Covered Fraction","MGr3H Read Count","MGr3H Trimmed Mean","MGr3I Covered Fraction","MGr3I Read Count","MGr3I Trimmed Mean","MHr1A Covered Fraction","MHr1A Read Count","MHr1A Trimmed Mean","MHr1B Covered Fraction","MHr1B Read Count","MHr1B Trimmed Mean","MHr1C Covered Fraction","MHr1C Read Count","MHr1C Trimmed Mean","MHr2D Covered Fraction","MHr2D Read Count","MHr2D Trimmed Mean","MHr2E Covered Fraction","MHr2E Read Count","MHr2E Trimmed Mean","MHr2F Covered Fraction","MHr2F Read Count","MHr2F Trimmed Mean","MHr3G Covered Fraction","MHr3G Read Count","MHr3G Trimmed Mean","MHr3H Covered Fraction","MHr3H Read Count","MHr3H Trimmed Mean","MHr3I Covered Fraction","MHr3I Read Count","MHr3I Trimmed Mean","SEr2D Covered Fraction","SEr2D Read Count","SEr2D Trimmed Mean","SEr2E Covered Fraction","SEr2E Read Count","SEr2E Trimmed Mean","SEr2F Covered Fraction","SEr2F Read Count","SEr2F Trimmed Mean","SEr3G Covered Fraction","SEr3G Read Count","SEr3G Trimmed Mean","SEr3H Covered Fraction","SEr3H Read Count","SEr3H Trimmed Mean","SEr3I Covered Fraction","SEr3I Read Count","SEr3I Trimmed Mean"
"BOr2D2E2F__bin_15",0.0053162407,0,0,0.042550657,0,0,0.014950254,0,0,0.008638999,0,0,0.002655961,0,0,0.00872278,0,0,0.0034799569,0,0,0.013833455,0,0,0.0054164333,0,0,0.1788874,0,0,0.015856303,0,0,0.67326844,15343,1.6317352,0.76331717,19719,2.1530902,0.9803027,59977,6.885732,0.15452252,0,0,0.0043004975,0,0,0.0028641194,0,0,0.003469592,0,0,0.035496596,0,0,0.06616323,0,0,0.05377047,0,0,0.054644562,0,0,0.06515785,0,0,0.06338203,0,0,0.051704437,0,0,0.05078716,0,0,0.05332047,0,0,0.18139221,0,0,0.15886189,0,0,0.25019327,0,0,0.006629106,0,0,0.0048576016,0,0,0.0023683398,0,0,0.07881079,0,0,0.021299511,0,0,0.02834839,0,0,0.09426459,0,0,0.06501534,0,0,0.05668987,0,0,0.3342011,0,0,0.07162458,0,0,0.061030097,0,0,0.062735096,0,0,0.114601046,0,0,0.09484588,0,0,0.029179296,0,0,0.06079171,0,0,0.047090404,0,0,0.0006452042,0,0,0.0029003958,0,0,0.001165168,0,0,0.0031612415,0,0,0.022744527,0,0,0.056837566,0,0,0.034308106,0,0,0.044982046,0,0,0.042322632,0,0,0.002421891,0,0,0.0032717986,0,0,0.3762793,0,0
"CRr2D2E2F__bin_78",0.6215272,50277,1.4176208,0.6811646,58014,1.6733454,0.87403995,86505,2.8605266,0.05217884,0,0,0.6921303,76073,2.018127,0.4948151,0,0,0.03778725,0,0,0.056497365,0,0,0.032074787,0,0,0.105298735,0,0,0.023953874,0,0,0.03012142,0,0,0.033263203,0,0,0.03774712,0,0,0.023743482,0,0,0.015916388,0,0,0.01580207,0,0,0.016324526,0,0,0.5944393,50375,1.3851991,0.8235598,96449,2.9310162,0.74597335,71207,2.148417,0.9839433,229650,7.5771317,0.9912596,295407,9.526534,0.9622181,187252,6.0451674,0.6774337,65265,1.8115977,0.5103294,44445,1.1049644,0.6024053,50791,1.3984694,0.245519,0,0,0.23909631,0,0,0.05508226,0,0,0.23024133,0,0,0.5766646,46751,1.2413235,0.20786941,0,0,0.40736058,0,0,0.43071976,0,0,0.3462757,0,0,0.28253862,0,0,0.75723875,81172,2.3534849,0.78670317,81237,2.4496312,0.42139998,0,0,0.71232074,67193,1.9455649,0.82783264,90244,2.8295937,0.9491363,223529,7.1767435,0.6929695,92865,2.2107766,0.16462363,0,0,0.55025005,44863,1.2090744,0.74116135,75669,2.213045,0.6477285,54702,1.562649,0.042696577,0,0,0.036808502,0,0,0.027563872,0,0,0.19195765,0,0,0.6129607,51276,1.4043086,0.6465204,60806,1.6620485,0.06656386,0,0,0.07051462,0,0,0.122974634,0,0,0.047837213,0,0,0.045090433,0,0,0.1549818,0,0
"CRr2D2E2F__bin_49",0.32475042,0,0,0.3436764,0,0,0.11910931,0,0,0.04457768,0,0,0.16277069,0,0,0.09840601,0,0,0.16209972,0,0,0.13168998,0,0,0.09743662,0,0,0.23403417,0,0,0.46376544,0,0,0.45445985,0,0,0.38613373,0,0,0.64308953,44671,1.6173546,0.33384776,0,0,0.08583538,0,0,0.13370006,0,0,0.17823282,0,0,0.2202303,0,0,0.29470536,0,0,0.25458637,0,0,0.92464566,98748,4.1680193,0.98339474,217227,9.156536,0.9604232,146364,6.138347,0.59804255,39467,1.4096396,0.46186596,0,0,0.58225626,35791,1.2999548,0.13214861,0,0,0.10323724,0,0,0.10018898,0,0,0.38840172,0,0,0.66308546,52405,1.6903269,0.54919654,36198,1.1040679,0.4228024,0,0,0.43923172,0,0,0.3726553,0,0,0.55574983,31212,1.1765633,0.30732846,0,0,0.39256105,0,0,0.39306772,0,0,0.48289248,0,0,0.54136795,30540,1.1160338,0.45443723,0,0,0.7238999,78762,2.5826163,0.41626453,0,0,0.16222757,0,0,0.25910348,0,0,0.19636093,0,0,0.13712056,0,0,0.09997977,0,0,0.08567016,0,0,0.3244542,0,0,0.24874932,0,0,0.69046766,50649,1.9026896,0.93247557,817798,35.597897,0.9253289,424899,18.407717,0.9358709,454692,19.731499,0.9163384,614396,25.68953,0.91845745,810026,33.523327,0.9434834,1882921,77.53891
"BAr1A1B1C__bin_42",0.99234176,438152,9.942433,0.9952287,494547,11.475118,0.9978858,491853,12.080892,0.107005455,0,0,0.26232302,0,0,0.85325205,146800,3.0448744,0.19134684,0,0,0.14024858,0,0,0.16438352,0,0,0.44062182,0,0,0.04568019,0,0,0.06149436,0,0,0.5025637,55234,0.9921686,0.26050833,0,0,0.36506158,0,0,0.21122307,0,0,0.112291396,0,0,0.1590536,0,0,0.16563222,0,0,0.1207263,0,0,0.24505444,0,0,0.90892905,165607,3.7061393,0.88310915,158946,3.40025,0.25953433,0,0,0.07222352,0,0,0.13791223,0,0,0.111999415,0,0,0.26666763,0,0,0.2915125,0,0,0.40097052,0,0,0.9426748,231636,4.974265,0.6021867,69937,1.353543,0.84785944,123449,2.8012378,0.8390376,132998,2.8586543,0.9446336,219396,4.920175,0.89607936,163046,3.6240911,0.05144175,0,0,0.22822347,0,0,0.1363154,0,0,0.13834678,0,0,0.17481504,0,0,0.3140987,0,0,0.5907878,64721,1.2728405,0.21514015,0,0,0.09110006,0,0,0.12876825,0,0,0.1160108,0,0,0.14484856,0,0,0.21478194,0,0,0.34576795,0,0,0.38140938,0,0,0.98564917,542888,12.615487,0.57152206,62715,1.211119,0.082330555,0,0,0.03621171,0,0,0.040235255,0,0,0.2533728,0,0,0.019923117,0,0,0.018424535,0,0,0.51894253,77973,1.2472413
"MHr3G3H3I__bin_20",0.28891507,0,0,0.5639806,57244,1.3996998,0.19353259,0,0,0.0710366,0,0,0.11546715,0,0,0.1908855,0,0,0.037405595,0,0,0.04853822,0,0,0.04012171,0,0,0.16865708,0,0,0.088114336,0,0,0.09684306,0,0,0.13091893,0,0,0.1422736,0,0,0.12114797,0,0,0.08514294,0,0,0.08175887,0,0,0.07872411,0,0,0.13497663,0,0,0.17380545,0,0,0.19433758,0,0,0.36787048,0,0,0.42668894,0,0,0.19278502,0,0,0.38998684,0,0,0.326239,0,0,0.38078234,0,0,0.9100384,225026,7.693547,0.9088916,211168,7.397346,0.92593175,852350,30.97122,0.23984516,0,0,0.62754273,73565,1.8088313,0.352428,0,0,0.919721,559100,19.525324,0.92982996,199399,6.6775002,0.9175353,236632,8.161428,0.2964838,0,0,0.4124569,0,0,0.36089033,0,0,0.5177927,60468,1.583955,0.6689787,94067,2.7767863,0.52884805,60767,1.6188048,0.2999995,0,0,0.66999185,245385,5.2226305,0.6941924,199964,5.9275885,0.13291842,0,0,0.15295184,0,0,0.1595685,0,0,0.8920748,232319,7.1826572,0.6384095,87092,2.1719944,0.9192066,179641,5.9020605,0.9660199,262016,9.123275,0.9574507,226802,7.39472,0.42751402,0,0,0.16551696,0,0,0.13680273,0,0,0.20872393,0,0,0.19637054,0,0,0.27853203,0,0,0.93644404,1642121,53.37879
"LABRr1A1B1C__bin_68",0.001493376,0,0,0.015836997,0,0,0.0071700076,0,0,0.006149584,0,0,0.0012547964,0,0,0.0030155978,0,0,0.0066621997,0,0,0.011572011,0,0,0.00926494,0,0,0.024050865,0,0,0.0072571463,0,0,0.068444096,0,0,0.19080837,0,0,0.20464298,0,0,0.114310265,0,0,0.0033563399,0,0,0.003751769,0,0,0.004725318,0,0,0.013178367,0,0,0.06093575,0,0,0.044125803,0,0,0.028495537,0,0,0.03411147,0,0,0.03075513,0,0,0.026518991,0,0,0.025913829,0,0,0.027550833,0,0,0.9991334,390065,32.49013,0.99926203,324417,27.558668,0.7105615,23567,1.7923461,0.00922107,0,0,0.0039963583,0,0,0.004257774,0,0,0.353227,0,0,0.16269565,0,0,0.14182384,0,0,0.87167186,91168,5.5263076,0.5047178,24452,1.0099394,0.25698745,0,0,0.7627503,325309,20.335005,0.65473145,43892,1.7783514,0.44270274,0,0,0.28757012,0,0,0.4803184,0,0,0.6952263,51412,1.9976957,0.012937984,0,0,0.053336658,0,0,0.034339234,0,0,0.050437648,0,0,0.011710832,0,0,0.005750549,0,0,0.026640385,0,0,0.7894923,32810,2.491085,0.030567633,0,0,0.0123196,0,0,0.01726607,0,0,0.01856774,0,0,0.000930881,0,0,0.0004368951,0,0,0.85666656,44661,3.4027684
"SEr2D2E2F__bin_97",0.30339995,0,0,0.1584318,0,0,0.19735193,0,0,0.107455276,0,0,0.22529314,0,0,0.16437773,0,0,0.03627908,0,0,0.05990913,0,0,0.062036373,0,0,0.24226493,0,0,0.10339404,0,0,0.19452685,0,0,0.1702488,0,0,0.24162298,0,0,0.12960558,0,0,0.08193183,0,0,0.07045965,0,0,0.08436936,0,0,0.18852872,0,0,0.17228799,0,0,0.21317112,0,0,0.21100539,0,0,0.32456952,0,0,0.16196787,0,0,0.10174687,0,0,0.11621574,0,0,0.13699673,0,0,0.11387391,0,0,0.11518389,0,0,0.13582146,0,0,0.09867953,0,0,0.21740398,0,0,0.14464389,0,0,0.2620233,0,0,0.231257,0,0,0.21641141,0,0,0.1426416,0,0,0.1673565,0,0,0.11830265,0,0,0.13578193,0,0,0.20075436,0,0,0.15665044,0,0,0.09525285,0,0,0.17158277,0,0,0.09074818,0,0,0.15932287,0,0,0.15149434,0,0,0.16696264,0,0,0.13420779,0,0,0.09756621,0,0,0.11925093,0,0,0.17987503,0,0,0.2032309,0,0,0.1263471,0,0,0.9326222,132392,4.5788083,0.83355093,85541,2.9220314,0.6717974,52556,1.6928579,0.797169,209281,6.928461,0.80648124,215333,7.10429,0.8806133,1560990,53.710846
"CRr2D2E2F__bin_5",0.9481137,369270,6.8691382,0.92693704,231795,4.423685,0.90996826,177731,3.5900228,0.028486669,0,0,0.70883125,111082,1.9244794,0.20489392,0,0,0.0014397335,0,0,0.06037029,0,0,0.001554356,0,0,0.25621694,0,0,0.027799813,0,0,0.069666415,0,0,0.096204944,0,0,0.15476602,0,0,0.050650515,0,0,0.0178019,0,0,0.015482516,0,0,0.008713499,0,0,0.8833929,187845,3.5080905,0.85841906,168681,3.0806262,0.91403496,207121,3.975829,0.99141985,459961,9.066211,0.9880194,438957,8.406055,0.89019716,190149,3.5194464,0.9055955,251264,4.5247874,0.82407844,167385,2.9980621,0.9102442,242606,4.5014524,0.95085317,375105,7.2526245,0.9344698,284674,5.6193113,0.81479144,163573,3.0210965,0.20068143,0,0,0.21309228,0,0,0.1021678,0,0,0.9685494,500648,9.62023,0.90401727,247430,4.7000165,0.9721986,451776,8.953321,0.8022847,151059,2.7301342,0.93743664,284680,5.385335,0.94747686,318708,6.1148977,0.7304655,113690,2.0766156,0.9090507,238255,4.478342,0.6809468,94778,1.713899,0.80087924,142036,2.5915318,0.7265831,168609,2.5120401,0.8009082,164016,2.7367895,0.8305256,153070,2.7884226,0.8212709,150535,2.7147467,0.91557175,221360,4.107373,0.2232789,0,0,0.13308643,0,0,0.13753738,0,0,0.23186488,0,0,0.898889,248573,4.605775,0.95535815,374813,7.0614977,0.06312196,0,0,0.040950503,0,0,0.012861571,0,0,0.023965452,0,0,0.04158744,0,0,0.89455515,325740,5.4174066
"MHr1A1B1C__bin_14",0.016352518,0,0,0.015898608,0,0,0.3832248,0,0,0.009679108,0,0,0.0020107562,0,0,0.02492635,0,0,0.00043474085,0,0,0.020549972,0,0,0.0010268915,0,0,0.026321737,0,0,0.001500825,0,0,0.002040577,0,0,0.0032851582,0,0,0.0040426,0,0,0.0014494911,0,0,0.0005983278,0,0,0.0005595611,0,0,0.00053527864,0,0,0.8843481,135964,3.6299806,0.9630417,203990,5.626175,0.9910381,318021,9.042728,0.7145103,70486,1.8525922,0.9147761,162353,4.3694353,0.7517042,82278,2.1447167,0.2824616,0,0,0.46048555,0,0,0.62164426,58814,1.4489859,0.07626432,0,0,0.05778219,0,0,0.0070297658,0,0,0.0012422384,0,0,0.0012356353,0,0,0.0006321954,0,0,0.1902953,0,0,0.033305068,0,0,0.08641843,0,0,0.03841929,0,0,0.14868946,0,0,0.072316505,0,0,0.0038715578,0,0,0.0042064,0,0,0.0028054735,0,0,0.002661057,0,0,0.19868104,0,0,0.0030989929,0,0,0.8278258,108445,2.8308778,0.96761,218865,5.9616084,0.99328846,362077,9.96394,0.0018612276,0,0,0.0010153893,0,0,0.0010158153,0,0,0.0023483674,0,0,0.0062384563,0,0,0.6237012,61057,1.496346,0.21485378,0,0,0.86843497,121017,3.3051152,0.61771625,54423,1.3886732,0.54637915,307252,5.80637,0.49729878,0,0,0.736589,2108910,37.49375
"LASYr2D2E2F__bin_96",0.023082444,0,0,0.024283245,0,0,0.040951118,0,0,0.06972327,0,0,0.038308993,0,0,0.038279004,0,0,0.06170393,0,0,0.05616567,0,0,0.06885836,0,0,0.78463185,63643,2.3712354,0.057105258,0,0,0.11588726,0,0,0.106628135,0,0,0.28726482,0,0,0.11330362,0,0,0.27808216,0,0,0.31155136,0,0,0.10359074,0,0,0.025497243,0,0,0.033755902,0,0,0.041109163,0,0,0.014910754,0,0,0.015498559,0,0,0.024946325,0,0,0.030441104,0,0,0.054675765,0,0,0.037214357,0,0,0.027983118,0,0,0.029823007,0,0,0.05056023,0,0,0.3645063,0,0,0.15558779,0,0,0.64533466,37673,1.3946161,0.056779265,0,0,0.2070855,0,0,0.057140645,0,0,0.011767796,0,0,0.016029382,0,0,0.025695477,0,0,0.011977127,0,0,0.014393126,0,0,0.026777217,0,0,0.035055373,0,0,0.03816834,0,0,0.008728905,0,0,0.029106246,0,0,0.044114467,0,0,0.04338451,0,0,0.068048626,0,0,0.52990836,47172,1.256152,0.11347756,0,0,0.08956679,0,0,0.03774668,0,0,0.028299812,0,0,0.030705014,0,0,0.030435104,0,0,0.034570433,0,0,0.011889556,0,0,0.004067551,0,0,0.07981882,0,0
"MGr3G3H3I__bin_42",0.6830696,106236,2.3812456,0.8043661,219348,5.1502953,0.7785466,590471,15.342755,0.07433426,0,0,0.047265038,0,0,0.36867547,0,0,0.09034668,0,0,0.022013271,0,0,0.0509519,0,0,0.23274389,0,0,0.026431946,0,0,0.028937368,0,0,0.030197835,0,0,0.03581347,0,0,0.02527739,0,0,0.043766905,0,0,0.03754305,0,0,0.03418493,0,0,0.06702729,0,0,0.060018037,0,0,0.06662801,0,0,0.55460846,84455,1.5447676,0.53831816,76411,1.1700647,0.37507632,0,0,0.43286318,0,0,0.12541895,0,0,0.16489258,0,0,0.14705531,0,0,0.11300426,0,0,0.3964608,0,0,0.04164273,0,0,0.051625617,0,0,0.035740398,0,0,0.6110331,109518,2.2986581,0.7171428,195587,4.5117807,0.6119621,102468,2.2599077,0.65538186,103417,2.304303,0.29625338,0,0,0.05245811,0,0,0.8673782,258458,6.151233,0.99254674,588753,14.413101,0.9161987,172709,4.0686717,0.92451966,189667,4.33716,0.9985017,1737084,35.6021,0.99922454,1988316,48.164543,0.072113015,0,0,0.048332993,0,0,0.060055383,0,0,0.86333984,123392,2.9171128,0.07270662,0,0,0.055797108,0,0,0.087327406,0,0,0.59447,88330,1.8929862,0.18513243,0,0,0.66195375,89732,1.9606946,0.9773967,841868,20.582561,0.9484594,354961,8.541243,0.29830846,0,0,0.32150498,0,0,0.5269781,75776,1.3349122
"CRr1A1B1C__bin_120",0.5515878,146804,2.1700108,0.5636556,140047,1.7588056,0.66070807,190213,2.991552,0.60906976,354696,5.2645464,0.80208904,556256,8.212954,0.9231206,648385,10.504553,0.6059681,318738,4.925476,0.6045346,346563,5.055654,0.6870698,402387,6.2588696,0.65051603,397741,5.452461,0.6944923,802618,11.267562,0.8584575,740342,11.026062,0.5197967,408289,5.097749,0.52392656,791214,11.097905,0.55058885,494430,6.532343,0.7132807,707017,10.710519,0.74133503,839577,12.932143,0.73931104,894411,13.824412,0.9589842,405244,7.4091687,0.9888576,692709,12.91984,0.970895,432109,8.225154,0.7877921,167606,2.7963784,0.8702345,254480,4.2482495,0.97001076,452859,8.172558,0.8082388,203130,3.2710268,0.9459352,369735,6.698864,0.7829382,161010,2.7178643,0.6824956,368295,5.6127806,0.70488346,395299,6.171308,0.571523,250096,3.7070994,0.68707365,179607,2.5807507,0.89875674,513276,7.8701015,0.8335565,382141,5.2738743,0.38246968,0,0,0.88273925,411536,6.877469,0.5345027,80030,1.2409571,0.12424726,0,0,0.45298564,0,0,0.5392636,154738,1.6989213,0.7377389,120628,2.0902777,0.39828974,0,0,0.7224531,185637,2.4664931,0.7250607,252957,3.1177254,0.694956,373207,3.3004234,0.44526675,0,0,0.9786488,702353,12.857237,0.9896554,865626,16.139582,0.95901537,390268,7.197042,0.49799424,0,0,0.56991583,946826,10.044927,0.56281984,684004,7.950463,0.6154361,326248,4.477783,0.46253425,0,0,0.7415224,142492,2.3262475,0.89850956,515860,8.732139,0.49746802,0,0,0.4735719,0,0,0.48733875,0,0,0.19724247,0,0,0.67461956,535742,7.701132
"SEr3G3H3I__bin_143",0.19461235,0,0,0.12790455,0,0,0.17370786,0,0,0.016190723,0,0,0.30653495,0,0,0.085403144,0,0,0.0053941715,0,0,0.04676537,0,0,0.004572245,0,0,0.24159491,0,0,0.349984,0,0,0.30493355,0,0,0.63413835,62658,1.4781541,0.4834012,0,0,0.45562163,0,0,0.13426737,0,0,0.179281,0,0,0.18498644,0,0,0.16687642,0,0,0.32552677,0,0,0.2871246,0,0,0.23997168,0,0,0.3488768,0,0,0.58248067,50832,1.216004,0.85511684,137499,3.449761,0.86487585,141747,3.6270945,0.8391469,122794,3.1360679,0.20704916,0,0,0.17248538,0,0,0.085020006,0,0,0.6339572,63167,1.4748962,0.7019217,77645,1.8730913,0.4898049,0,0,0.4677948,0,0,0.4544602,0,0,0.33084646,0,0,0.4732036,0,0,0.5215337,49374,1.0975578,0.34306887,0,0,0.5128086,50882,1.1562189,0.64262885,85940,2.0772045,0.403101,0,0,0.59826463,65939,1.4724365,0.62257314,117642,2.326612,0.6110095,76914,1.779731,0.16230738,0,0,0.32348675,0,0,0.27297607,0,0,0.08061411,0,0,0.043076705,0,0,0.038265448,0,0,0.23825677,0,0,0.52919436,48312,1.0848854,0.88688654,160557,4.1151557,0.7293812,80593,2.0277634,0.80401164,100891,2.600328,0.35075647,0,0,0.981447,297578,7.8147335,0.9919995,619406,16.54146,0.998878,1421415,37.482567
"LABRr1A1B1C__bin_44",0.89387584,266983,7.9692264,0.9148328,588242,18.359621,0.9367618,398438,12.836341,0.7814075,244319,6.104242,0.9210933,592568,16.356329,0.9467761,772867,22.790627,0.84576446,244113,6.5421166,0.8298274,270050,6.9427605,0.8953746,330935,9.064212,0.8627499,451715,11.677218,0.85203904,888881,23.099735,0.832469,744860,19.688908,0.70031977,449728,10.411446,0.6914963,562657,13.250745,0.81756544,529207,12.468417,0.86159235,676916,17.92614,0.89214784,767911,20.302261,0.8582051,755480,19.83317,0.6878458,107817,2.8301513,0.7363658,153888,4.020113,0.46479285,0,0,0.8716241,240004,7.3241277,0.88955843,265928,7.7936516,0.7589277,140525,3.6375883,0.75037414,129848,3.4814892,0.5637551,75752,1.8726097,0.5967181,66412,1.7313969,0.9852972,521942,15.550323,0.9871295,559172,17.026764,0.98917395,733698,23.025822,0.95865786,499019,14.700668,0.9682351,838334,24.338924,0.9736959,1853067,60.135174,0.60909975,58363,1.5472876,0.94130456,364873,10.380193,0.6546058,67055,1.8016974,0.16617903,0,0,0.6801895,97745,2.3753445,0.788622,160378,3.898275,0.3892528,0,0,0.7576603,155557,3.3817635,0.7261125,122932,2.8121314,0.87003845,268730,7.148344,0.532562,221917,2.9276478,0.39258212,0,0,0.759538,167288,4.374429,0.7457204,177572,4.629976,0.45749193,0,0,0.94188577,829664,22.79422,0.9732458,3469221,96.53338,0.9693906,3434386,108.88795,0.9817949,1416492,44.639755,0.9459212,315788,9.3861,0.5988847,67388,1.7537827,0.7213412,241573,6.3069043,0.53419465,134563,3.2337625,0.48541257,0,0,0.53133357,72289,1.7911865,0.17862633,0,0,0.99350274,1497671,45.313774
"MGr2D2E2F__bin_25",0.004196312,0,0,0.0067233634,0,0,0.008832273,0,0,0.0040228097,0,0,0.004621692,0,0,0.004243668,0,0,0.0046438193,0,0,0.0051368214,0,0,0.0046005985,0,0,0.005616589,0,0,0.003189627,0,0,0.0042544217,0,0,0.0073456136,0,0,0.0068402034,0,0,0.004137168,0,0,0.0031528173,0,0,0.0035285663,0,0,0.0036402363,0,0,0.007189896,0,0,0.02059361,0,0,0.012434872,0,0,0.008539656,0,0,0.010648359,0,0,0.008129165,0,0,0.009977304,0,0,0.008929467,0,0,0.008885626,0,0,0.978743,326444,9.01287,0.97938263,302156,8.528998,0.21412833,0,0,0.005260279,0,0,0.0052443556,0,0,0.005992545,0,0,0.012604445,0,0,0.010757133,0,0,0.011050577,0,0,0.9983988,806512,22.63666,0.21913631,0,0,0.094182305,0,0,0.997706,1978469,55.899696,0.7787597,86454,2.2260349,0.6936463,65125,1.6638765,0.012515729,0,0,0.48131007,0,0,0.25044632,0,0,0.0072037512,0,0,0.020668263,0,0,0.008681725,0,0,0.004803259,0,0,0.0056232065,0,0,0.00483159,0,0,0.0052253306,0,0,0.008462728,0,0,0.010869631,0,0,0.005166187,0,0,0.0056684953,0,0,0.008212711,0,0,0.0032043096,0,0,0.0032316067,0,0,0.2640769,0,0
"CRr1A1B1C__bin_45",0.04828068,0,0,0.11391471,0,0,0.44895616,0,0,0.028634835,0,0,0.062190074,0,0,0.15558766,0,0,0.018394155,0,0,0.1203876,0,0,0.02947822,0,0,0.0521586,0,0,0.03465503,0,0,0.028415326,0,0,0.03283135,0,0,0.017872166,0,0,0.018671162,0,0,0.018319424,0,0,0.018886551,0,0,0.023038674,0,0,0.66053426,71584,1.5876925,0.9952034,519092,12.824354,0.9954875,525728,13.018715,0.10582586,0,0,0.03318402,0,0,0.41673914,0,0,0.98231214,480018,11.559214,0.97574675,335378,8.067021,0.9756963,318875,7.704868,0.06533549,0,0,0.08155179,0,0,0.024716081,0,0,0.053984344,0,0,0.071073994,0,0,0.033326928,0,0,0.09827397,0,0,0.12945995,0,0,0.10111279,0,0,0.16321859,0,0,0.6620806,74575,1.6365249,0.58214104,56413,1.2135081,0.12802564,0,0,0.0756494,0,0,0.12947062,0,0,0.22606775,0,0,0.16784231,0,0,0.024880338,0,0,0.75310796,96709,2.1463091,0.99457896,557551,13.68634,0.98463273,340210,8.191264,0.008761057,0,0,0.026969979,0,0,0.012852309,0,0,0.041388255,0,0,0.01227432,0,0,0.9090393,178669,4.1588883,0.026831755,0,0,0.008337398,0,0,0.013324478,0,0,0.0054598106,0,0,0.0030281714,0,0,0.04013975,0,0
